# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1233] CARROLL-2-SSW
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia1233
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  0.47  2.17  3.85  6.75  4.34  7.85  4.59  8.51  2.72  3.85  0.54  0.77 46.41
 1952  1.17  1.36  3.97  2.57  3.94  7.20  5.77  4.68  0.73  0.00  2.26  0.60 34.25
 1953  0.65  1.28  2.34  2.68  1.73  4.24  1.40  1.32  0.32  0.34  1.23  0.86 18.39
 1954  0.14  2.64  1.36  3.90  3.03  4.17  1.29  7.61  1.86  3.90  0.26  0.10 30.26
 1955  0.89  0.88  1.03  3.51  1.08  2.93  3.14  1.00  3.21  0.57  0.06  0.64 18.94
 1956  0.47  0.44  0.24  1.11  4.64  2.67  2.37  5.48  3.07  0.49  2.91  0.19 24.08
 1957  0.55  0.32  1.58  1.03  5.69  9.04  2.73  3.68  2.71  3.91  2.96  1.02 35.22
 1958  1.52  0.77  1.00  1.15  1.75  3.96  6.90  2.74  1.52  0.97  1.01  0.22 23.51
 1959  0.26  0.82  3.76  2.85  8.02  3.25  0.36  3.11  4.08  1.13  2.25  1.17 31.06
 1960  1.73  1.81  2.01  2.10  6.79  2.47  2.14  6.41  3.21  0.99  0.41  1.08 31.15
 1961  0.14  1.12  3.34  2.37  3.90  6.21  3.15  5.23  5.51  1.57  1.39  1.69 35.62
 1962  0.18  1.93  1.71  1.37  5.83  7.30  0.00  4.14  1.06  1.59  0.20  0.13 25.44
 1963  0.86  0.39  2.87  4.17  2.93  2.45  3.20  0.74  2.13  0.85  0.61  0.41 21.61
 1964  0.39  0.32  2.80  5.54  4.52  3.86  3.92  4.25  1.82  0.66  0.97  0.85 29.90
 1965  0.65  1.48  3.12  2.94  6.24  3.59  2.14  2.57 10.09  1.24  0.90  0.74 35.70
 1966  0.58  0.34  1.91  1.09  2.76  8.42  1.60  2.20  0.72  1.31  0.03  1.37 22.33
 1967  1.08  0.36  0.73  2.92  2.04 15.93  1.59  1.74  3.60  1.31  0.12  0.57 31.99
 1968  0.58  0.23  0.55  4.14  2.76  6.24  3.18  6.23  4.04  3.90  1.35  1.94 35.14
 1969  1.21  1.15  1.06  4.15  2.07  5.97  7.98  2.44  2.39  3.56  0.11  1.53 33.62
 1970  0.00  0.02  1.75  1.85  3.99  1.45  1.78  5.18  3.74  3.63  2.13  0.40 25.92
 1971  0.90  2.53  1.10  1.42  4.69  4.03  1.74  0.44  1.24  4.72  2.80  0.83 26.44
 1972  0.52  0.90  0.80  5.88  4.33  5.65  3.76  2.14  6.37  3.71  2.88  1.27 38.21
 1973  1.65  1.04  4.48  5.80  5.67  2.15 14.31  1.05  8.09  2.61  2.32  1.34 50.51
 1974  0.96  0.30  0.94  0.00  8.80  2.67  4.16  5.01  1.70  3.54  2.17  0.58 30.83
 1975  1.45  1.09  2.55  4.87  2.62  3.44  0.60  5.51  1.79  0.08  3.36  0.46 27.82
 1976  0.07  1.39  3.34  3.19  9.13  0.56  1.26  1.83  0.46  1.45  0.00  0.53 23.21
 1977  0.90  0.51  4.85  2.12  0.00  2.76  2.46  4.57  4.44  4.37  0.00  0.89 27.87
 1978  0.18  0.84  0.73  4.30  3.52  2.91  7.00  3.77  7.52  0.88  1.77  1.01 34.43
 1979  2.01  0.55  3.26  3.34  3.71  5.85  6.82  3.19  0.79  3.09  2.26  0.53 35.40
 1980  1.24  0.73  0.93  1.32  3.04  3.14  1.41  0.00  0.55  1.69  0.15  0.36 14.56
 1981  0.51  0.45  0.81  2.27  2.52  5.27  6.02  4.37  1.89  2.79  2.74  0.70 30.34
 1982  2.42  0.37  2.31  1.74  8.33  2.45  3.96  3.33  2.02  2.42  2.33  2.83 34.51
 1983  0.92  1.45  4.48  2.14  3.65  7.82  1.84  3.06  3.85  4.27  3.90  0.84 38.22
 1984  0.46  0.94  1.80 11.55  6.29  7.49  3.60  0.89  2.31  5.04  2.14  1.88 44.39
 1985  0.46  0.78  2.38  3.11  2.98  3.00  3.59  3.20  4.81  1.89  1.26  0.84 28.30
 1986  0.05  1.07  4.07  5.73  5.13  5.75  3.98  7.40  4.45  5.36  1.05  0.67 44.71
 1987  0.00  0.47  2.85  2.91  3.81  1.14  8.53 10.04  3.69  0.86  1.51  0.86 36.67
 1988  0.78  0.41  0.41  2.02  1.48  3.14  9.90  4.51  6.61  0.12  2.51  1.04 32.93
 1989  1.14  0.44  0.68  0.80  3.62  6.43  2.84  3.30  6.91  2.04  0.16  0.17 28.53
 1990  0.10  0.36  4.33  1.12  8.15 10.45  9.09  2.67  1.24  1.27  1.14  1.61 41.53
 1991  0.80  0.23  5.50  5.68  2.72  4.61  1.51  2.50  3.20  1.87  3.74  1.36 33.72
 1992  0.90  0.78  3.02  2.27  2.37  1.15  6.98  1.63  7.32  1.86  2.68  1.83 32.79
 1993  0.92  1.34  1.64  3.04  4.71  5.71 10.36  6.74  1.82  1.48  0.89  0.36 39.01
 1994  1.41  0.96  0.17  1.33  1.20  4.49  3.51  4.43  4.36  2.83  1.27  0.89 26.85
 1995  0.24  0.24  3.19  3.02  6.04  2.96  1.38  1.47  3.60  2.55  1.09  0.53 26.31
 1996  1.29  0.06  2.18  1.95  7.11  6.04  7.19  5.55  2.75  1.91  2.22  1.09 39.34
 1997  1.12  1.11  0.54  2.79  3.00  6.08  1.67  1.52  3.55  2.54  0.71  0.54 25.17
 1998  1.62  0.76  2.09  5.27  5.29  8.06  3.99  2.83  0.66  4.49  0.91  0.35 36.32
 1999  0.82  1.41  2.03  8.23  2.46  7.19  8.06  3.33  1.06  1.09  1.01  0.98 37.67
 2000  0.55  1.61  1.02  0.71  2.81  3.65  2.80  0.90  0.71  1.97  1.57  1.68 19.98
 2001  1.10  1.35  1.06  2.85  7.29  5.66  2.36  5.13  2.61  1.91  1.84  0.61 33.77
 2002  0.16  0.29  1.00  4.12  3.88  3.11  2.63 11.88  1.74  4.39  0.15  0.07 33.42
 2003  0.34  1.94  0.88  3.46  5.34  4.73  5.74  0.62  2.36  0.98  2.80  1.09 30.28
 2004  1.36  1.78  4.14  2.68  6.59  2.65  2.65  3.37  1.13  1.24  3.33  0.27 31.19
 2005  0.86  2.47  1.52  3.47  2.92  4.76  3.56 -9.99 -9.99 -9.99 -9.99 -9.99      
 MEAN  0.80  0.96  2.15  3.18  4.24  4.84  4.01  3.73  3.08  2.21  1.53  0.87 31.01
 PRECIPITATION MEANS AND TOTALS ARE BASED ON DATA AVAILABLE
