# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0112] ALBIA
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
  1 3/1-->3/7        1.80   0.27   73(70)   16(15)   11(10)    5( 5)    0( 0)    0      105
  2 3/8-->3/14       1.53   0.30   57(63)   18(20)   12(13)    4( 4)    0( 0)    0       91
  3 3/15-->3/21      3.03   0.27   58(65)   14(16)   15(17)    1( 1)    1( 1)    0       89
  4 3/22-->3/28      1.96   0.29   67(63)   17(16)   17(16)    5( 5)    0( 0)    0      106
  5 3/29-->4/4       2.18   0.29   87(65)   24(18)   13(10)    9( 7)    1( 1)    0      134
  6 4/5-->4/11       1.58   0.31   69(60)   20(17)   18(16)    8( 7)    0( 0)    0      115
  7 4/12-->4/18      1.57   0.34   79(54)   30(21)   24(17)   12( 8)    0( 0)    0      145
  8 4/19-->4/25      2.94   0.34  101(62)   27(16)   25(15)    9( 5)    2( 1)    0      164
  9 4/26-->5/2       2.11   0.37   67(53)   25(20)   28(22)    5( 4)    2( 2)    0      127
 10 5/3-->5/9        2.80   0.36   85(58)   24(16)   25(17)   11( 8)    1( 1)    0      146
 11 5/10-->5/16      3.20   0.42   73(52)   23(16)   31(22)   12( 9)    2( 1)    0      141
 12 5/17-->5/23      2.22   0.35   74(54)   27(20)   26(19)    9( 7)    1( 1)    0      137
 13 5/24-->5/30      2.75   0.46   73(47)   30(19)   32(21)   13( 8)    6( 4)    0      154
 14 5/31-->6/6       2.72   0.38   78(60)   19(15)   20(15)   10( 8)    3( 2)    0      130
 15 6/7-->6/13       3.25   0.42   84(54)   21(13)   33(21)   17(11)    2( 1)    0      157
 16 6/14-->6/20      4.54   0.42   78(57)   23(17)   17(12)   15(11)    4( 3)    0      137
 17 6/21-->6/27      4.11   0.49   59(51)   19(17)   23(20)   10( 9)    4( 3)    0      115
 18 6/28-->7/4       7.25   0.60   58(50)   22(19)   20(17)    8( 7)    8( 7)    0      116
 19 7/5-->7/11       3.64   0.52   58(48)   21(17)   25(21)   10( 8)    7( 6)    0      121
 20 7/12-->7/18      4.20   0.46   60(56)   18(17)   13(12)   12(11)    4( 4)    0      107
 21 7/19-->7/25      2.72   0.43   51(46)   26(23)   20(18)   13(12)    1( 1)    0      111
 22 7/26-->8/1       3.13   0.39   64(56)   19(17)   19(17)   12(10)    1( 1)    0      115
 23 8/2-->8/8        5.76   0.48   71(58)   14(11)   19(16)   13(11)    5( 4)    0      122
 24 8/9-->8/15       2.56   0.42   67(58)   16(14)   17(15)   13(11)    3( 3)    0      116
 25 8/16-->8/22      2.81   0.34   71(63)   17(15)   16(14)    8( 7)    1( 1)    0      113
 26 8/23-->8/29      3.48   0.41   52(51)   24(24)   16(16)    7( 7)    3( 3)    0      102
 27 8/30-->9/5       2.32   0.42   58(55)   17(16)   14(13)   14(13)    2( 2)    0      105
 28 9/6-->9/12       2.59   0.39   52(53)   14(14)   25(25)    6( 6)    2( 2)    0       99
 29 9/13-->9/19      4.61   0.53   67(54)   21(17)   17(14)   12(10)    8( 6)    0      125
 30 9/20-->9/26      3.15   0.42   67(54)   23(18)   21(17)   10( 8)    4( 3)    0      125
 31 9/27-->10/3      2.40   0.37   54(60)   11(12)   17(19)    7( 8)    1( 1)    0       90
 32 10/4-->10/10     3.60   0.43   56(57)   16(16)   15(15)    9( 9)    3( 3)    0       99
 33 10/11-->10/17    2.20   0.34   49(59)   16(19)   12(14)    5( 6)    1( 1)    0       83
 34 10/18-->10/24    1.92   0.32   57(57)   22(22)   15(15)    6( 6)    0( 0)    0      100
 35 10/25-->10/31    1.49   0.25   71(70)   16(16)   10(10)    5( 5)    0( 0)    0      102
 36 11/1-->11/7      4.45   0.35   70(63)   19(17)   15(13)    5( 4)    3( 3)    0      112
 37 11/8-->11/14     1.76   0.28   43(60)   16(22)   12(17)    1( 1)    0( 0)    0       72
 38 11/15-->11/21    3.40   0.39   51(60)   14(16)   10(12)    7( 8)    3( 4)    0       85
 39 11/22-->11/28    1.98   0.25   60(68)   11(13)   15(17)    2( 2)    0( 0)    0       88
 40 11/29-->12/5     2.53   0.24   53(73)   10(14)    7(10)    2( 3)    1( 1)    0       73
 41 12/6-->12/12     2.28   0.23   70(72)   17(18)    7( 7)    2( 2)    1( 1)    0       97
 42 12/13-->12/19    1.17   0.16   58(81)    9(13)    4( 6)    1( 1)    0( 0)    0       72
 43 12/20-->12/26    1.37   0.19   56(75)   12(16)    4( 5)    3( 4)    0( 0)    0       75
 44 12/27-->1/2      0.90   0.18   60(73)   14(17)    8(10)    0( 0)    0( 0)    0       82
 45 1/3-->1/9        1.23   0.20   48(74)    9(14)    7(11)    1( 2)    0( 0)    0       65
 46 1/10-->1/16      1.20   0.17   62(81)    9(12)    4( 5)    2( 3)    0( 0)    0       77
 47 1/17-->1/23      0.93   0.16   68(79)   14(16)    4( 5)    0( 0)    0( 0)    0       86
