# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA3007] FORT-MADISON
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia3007 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951     81     33     25     18    359    216    190    164
 1952    123     61     51     42    480    319    285    253
 1953    213    108     85     65    312    173    144    118
 1954    145     64     49     37    534    349    308    273
 1955    193    110     92     75    604    415    375    336
 1956    217    112     92     77    367    236    209    184
 1957    158     64     50     37    411    246    213    183
 1958     92     28     18     12    391    231    199    167
 1959    157     72     59     49    389    238    205    174
 1960     38     21     18     15    457    294    258    224
 1961    169     72     60     48    308    170    142    119
 1962    108     54     45     38    414    261    231    203
 1963    239    135    117    101    525    352    313    274
 1964    164     86     70     55    479    296    261    228
 1965     25      6      4      2    436    262    225    192
 1966    236    130    106     83    338    194    164    137
 1967    228    132    114     96    467    296    257    221
 1968    271    148    126    106    424    252    217    187
 1969    113     63     53     44    478    309    271    237
 1970    111     46     34     25    438    284    250    220
 1971     94     40     32     25    460    304    271    240
 1972    171     76     63     53    405    244    212    184
 1973    265    109     85     65    360    213    183    157
 1974    230    123    105     90    484    317    280    245
 1975    103     54     44     34    333    194    166    139
 1976    262    135    110     89    475    302    262    222
 1977    268    141    120    100    518    341    301    265
 1978     88     37     27     18    389    230    197    168
 1979    158     77     62     48    304    171    145    123
 1980    122     50     38     26    359    232    205    178
 1981    205    101     82     67    532    343    302    263
 1982    126     52     41     30    294    176    152    131
 1983    164     83     68     54    249    123    104     87
 1984     53     13      8      4    312    167    140    114
 1985    226    112     90     70    504    328    293    261
 1986    249    136    116     99    517    330    290    255
 1987    231    112     92     76    508    317    279    243
 1988    197     96     78     61    403    245    215    187
 1989    204    115    100     86    422    255    220    188
 1990    248    128    105     85    393    237    205    175
 1991    252    131    107     86    484    284    243    208
 1992    231    115     93     73    359    203    172    146
 1993     98     42     32     25    340    181    150    124
 1994    194     90     73     57    424    259    226    194
 1995    254    148    128    109    339    186    157    131
 1996    123     49     36     26    350    195    165    140
 1997    213    104     82     64    326    188    159    133
 1998    175     97     83     70    382    201    168    139
 1999    166     79     62     48    457    262    224    188
 2000    272    147    123    100    421    247    211    181
 2001    107     34     23     15    570    372    328    286
 2002    156     69     55     43    449    278    245    214
 2003    214    117     99     84    454    284    246    212
 2004    233    111     88     66    494    309    268    230
 2005    178     84     69     56    511    320    278    239
     ****************************  ****************************
 MEAN  174.7   86.4   70.7   56.9  421.7  258.7  225.1  194.3
 STDV   65.0   38.6   33.5   28.8   78.1   62.0   57.5   52.9

               MAY                         JUNE        
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    756    529    478    428    863    626    568    510
 1952    698    473    426    381   1052    812    752    693
 1953    701    476    428    381   1080    840    780    720
 1954    595    390    346    307   1017    778    719    661
 1955    770    532    481    434    861    621    563    507
 1956    763    543    496    450    991    755    697    640
 1957    696    466    413    365    936    696    638    580
 1958    732    507    461    417    857    617    557    499
 1959    821    589    532    480    984    744    684    625
 1960    631    417    366    316    873    633    573    514
 1961    603    400    355    315    935    695    637    583
 1962    933    690    631    574    954    714    654    596
 1963    688    465    414    367   1015    775    715    656
 1964    896    651    592    537    946    707    649    592
 1965    870    633    577    524    935    695    635    576
 1966    558    357    311    272    901    665    607    550
 1967    562    358    313    273    949    710    651    593
 1968    605    394    348    305    989    749    689    631
 1969    698    474    422    373    823    590    535    483
 1970    815    581    526    474    937    697    637    577
 1971    570    382    341    304   1015    778    720    662
 1972    732    505    451    402    869    635    579    525
 1973    615    399    351    308    955    715    655    596
 1974    647    426    376    329    792    560    514    469
 1975    804    591    543    497    960    721    662    604
 1976    501    292    245    201    852    612    552    492
 1977    862    626    568    514    937    699    641    583
 1978    685    472    427    383    887    647    588    532
 1979    666    452    406    362    929    689    630    572
 1980    726    501    450    408    857    618    562    509
 1981    557    361    318    276    958    718    658    598
 1982    786    548    492    437    749    516    464    417
 1983    591    367    319    275    973    734    675    616
 1984    568    362    319    280    980    740    680    621
 1985    744    507    450    398    827    588    530    472
 1986    758    517    459    404   1023    783    723    664
 1987    913    667    608    552   1053    813    753    693
 1988    856    612    555    500   1028    788    728    669
 1989    669    455    407    362    926    686    626    568
 1990    592    365    315    267    975    735    675    616
 1991    878    638    581    525   1078    838    778    718
 1992    702    479    428    380    935    695    636    577
 1993    742    499    442    389    937    699    641    584
