# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA7678] SIGOURNEY
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia7678 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951     53     15      8      5    274    150    125    104
 1952     98     51     44     37    421    270    239    209
 1953    162     74     56     38    273    147    119     95
 1954    115     39     29     22    489    311    273    238
 1955    157     82     66     51    538    340    299    261
 1956    131     61     51     42    364    233    206    179
 1957    144     62     47     36    413    252    218    188
 1958     93     34     24     16    370    220    188    160
 1959    116     54     43     36    354    209    180    153
 1960     25      8      5      3    427    269    236    205
 1961    116     57     47     39    262    142    121    101
 1962     99     52     43     35    376    234    205    179
 1963    199    113     99     86    443    279    244    209
 1964    108     54     43     33    374    225    197    172
 1965     16      6      4      2    367    218    187    159
 1966    247    133    110     88    324    182    154    128
 1967    236    149    131    113    432    257    222    190
 1968    290    169    148    129    431    274    242    214
 1969     92     41     34     27    440    268    230    193
 1970     83     25     17     11    424    273    240    209
 1971    111     52     45     38    478    307    274    243
 1972    155     81     68     56    353    212    183    157
 1973    226    105     83     62    302    172    148    124
 1974    190     99     81     66    441    280    244    211
 1975     91     48     38     29    305    174    148    124
 1976    216    117     99     82    460    296    260    226
 1977    254    135    114     95    578    390    348    308
 1978    102     55     45     37    345    199    172    147
 1979    115     60     50     40    280    148    123    101
 1980    131     55     43     33    408    258    227    199
 1981    258    140    118     98    569    376    335    297
 1982    144     57     44     34    342    214    185    159
 1983    159     86     71     57    270    141    121    102
 1984     46     10      5      2    323    174    144    119
 1985    238    115     93     74    526    355    318    285
 1986    261    156    135    117    518    341    302    266
 1987    225    123    106     92    501    336    301    269
 1988    231    133    112     91    415    266    238    210
 1989    178    108     92     79    411    253    219    189
 1990    219    119     99     82    348    215    188    163
 1991    214    122    104     87    391    232    203    176
 1992    193     97     80     66    283    158    133    113
 1993     63     24     17     12    259    137    116     97
 1994    162     83     67     53    359    231    204    178
 1995    206    124    108     92    256    149    125    103
 1996    108     45     35     26    302    182    157    137
 1997    186     93     76     62    270    158    136    114
 1998    139     80     70     62    319    179    152    126
 1999    139     67     53     42    350    195    167    141
 2000    259    154    132    112    356    217    191    167
 2001     48     11      7      3    466    300    267    236
 2002    135     64     50     38    347    212    185    161
 2003    159     89     79     69    398    264    234    204
 2004    209    109     89     70    420    265    231    198
 2005    144     76     64     54    459    293    258    224
     ****************************  ****************************
 MEAN  154.4   79.5   65.8   53.8  385.5  236.9  206.6  178.5
 STDV   66.8   42.2   37.2   32.4   82.8   64.3   59.5   54.8

               MAY                         JUNE        
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    713    492    441    394    805    567    509    452
 1952    638    416    368    326   1082    842    782    723
 1953    666    446    395    349   1048    809    750    691
 1954    548    351    309    269    997    759    700    642
 1955    753    516    463    419    859    620    562    507
 1956    762    546    497    451   1035    798    741    684
 1957    645    416    366    320    905    666    608    550
 1958    723    502    453    408    802    562    503    445
 1959    750    525    473    423    946    706    646    587
 1960    643    428    375    323    833    594    535    477
 1961    569    368    323    284    929    690    633    578
 1962    867    625    570    516    910    670    611    554
 1963    639    417    364    317    983    743    684    627
 1964    862    616    557    500    917    679    621    565
 1965    800    573    520    467    878    638    578    518
 1966    556    363    323    285    915    677    619    562
 1967    597    406    365    325    909    669    610    554
 1968    577    363    321    284    994    754    694    636
 1969    745    520    470    423    803    573    520    468
 1970    825    593    539    487    932    692    633    577
 1971    614    406    362    323   1060    821    762    703
 1972    729    505    454    407    905    670    614    560
 1973    585    369    320    279    971    731    671    611
 1974    629    414    366    320    825    586    529    474
 1975    759    532    480    432    963    723    663    605
 1976    621    410    364    320    941    701    641    582
 1977    899    657    598    542    964    726    667    608
 1978    681    464    416    371    956    716    657    600
 1979    669    465    419    375    938    699    640    581
 1980    746    526    472    423    915    675    615    557
 1981    642    426    378    331    986    746    686    626
 1982    833    586    527    470    818    580    522    468
 1983    644    415    366    321    980    742    684    627
 1984    626    417    369    325    981    741    681    621
 1985    792    551    494    440    864    625    567    510
 1986    722    487    434    382    992    752    692    634
 1987    851    613    560    511   1019    780    721    662
 1988    834    593    537    486   1016    776    718    660
 1989    630    423    378    337    845    605    549    494
 1990    515    311    268    228    911    671    613    555
 1991    788    562    509    458    989    749    689    629
 1992    627    418    376    335    833    596    538    481
 1993    650    421    370    323    825    594    538    484
 1994    602    402    362    325    914    674    615    558
 1995    518    300    258    219    891    651    591    531
 1996    517    307    262    222    868    629    572    516
 1997    462    288    251    217    885    645    586    529
 1998    764    519    463    411    815    581    526    473
 1999    644    412    365    320    872    634    579    524
 2000    700    483    433    385    826    590    534    479
 2001    662    432    383    337    824    590    535    482
 2002    530    343    302    263    948    708    649    591
 2003    564    355    314    279    812    572    514    460
 2004    690    473    422    373    820    582    525    471
 2005    592    387    343    303    968    728    668    608
     ****************************  ****************************
 MEAN  676.5  457.3  408.5  363.0  916.8  678.1  619.8  562.7
 STDV  103.4   90.8   86.3   81.5   74.6   73.7   72.8   71.5

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951   1017    769    707    645    969    721    660    599
 1952   1100    852    790    729    956    708    647    588
 1953   1087    839    777    715   1011    763    701    639
 1954   1129    881    819    757   1014    766    704    642
 1955   1187    939    877    815   1100    852    790    728
 1956   1044    796    734    672   1047    799    739    679
 1957   1138    890    828    766   1029    781    719    657
 1958    972    724    662    600   1031    784    724    664
 1959   1011    763    701    641   1111    863    801    739
 1960   1011    763    701    639   1055    807    745    683
 1961   1041    793    731    669   1029    781    719    657
 1962   1026    778    716    655   1001    753    691    629
 1963   1080    832    770    708    959    711    649    588
