# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA9067] WILLIAMSBURG
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
  1 3/1-->3/7        2.80   0.30   57(70)   13(16)    8(10)    3( 4)    1( 1)    0       82
  2 3/8-->3/14       1.74   0.28   57(66)   20(23)    6( 7)    3( 3)    0( 0)    0       86
  3 3/15-->3/21      0.87   0.29   43(54)   22(28)   15(19)    0( 0)    0( 0)    0       80
  4 3/22-->3/28      1.14   0.30   49(53)   26(28)   17(18)    1( 1)    0( 0)    0       93
  5 3/29-->4/4       2.05   0.33   64(61)   24(23)    8( 8)    8( 8)    1( 1)    0      105
  6 4/5-->4/11       1.45   0.37   47(50)   22(23)   17(18)    8( 9)    0( 0)    0       94
  7 4/12-->4/18      1.50   0.35   58(52)   25(22)   25(22)    4( 4)    0( 0)    0      112
  8 4/19-->4/25      3.70   0.43   75(53)   30(21)   24(17)    9( 6)    4( 3)    0      142
  9 4/26-->5/2       2.51   0.40   68(56)   28(23)   15(12)    8( 7)    3( 2)    0      122
 10 5/3-->5/9        2.18   0.39   68(57)   17(14)   24(20)   10( 8)    1( 1)    0      120
 11 5/10-->5/16      5.38   0.47   64(49)   28(21)   24(18)   14(11)    1( 1)    0      131
 12 5/17-->5/23      2.90   0.41   56(49)   32(28)   17(15)    9( 8)    1( 1)    0      115
 13 5/24-->5/30      3.10   0.52   58(42)   32(23)   23(17)   22(16)    3( 2)    0      138
 14 5/31-->6/6       1.78   0.37   60(51)   27(23)   19(16)   11( 9)    0( 0)    0      117
 15 6/7-->6/13       2.46   0.47   71(51)   24(17)   25(18)   18(13)    2( 1)    0      140
 16 6/14-->6/20      6.15   0.57   59(50)   21(18)   23(19)    8( 7)    8( 7)    0      119
 17 6/21-->6/27      2.80   0.50   51(46)   23(21)   22(20)   12(11)    4( 4)    0      112
 18 6/28-->7/4       2.47   0.52   39(39)   22(22)   22(22)   14(14)    2( 2)    0       99
 19 7/5-->7/11       2.85   0.59   48(44)   17(16)   23(21)   14(13)    7( 6)    0      109
 20 7/12-->7/18      3.90   0.58   45(44)   21(20)   21(20)   10(10)    6( 6)    0      103
 21 7/19-->7/25      2.60   0.36   61(55)   25(23)   17(15)    7( 6)    1( 1)    0      111
 22 7/26-->8/1       2.47   0.56   38(40)   19(20)   20(21)   14(15)    4( 4)    0       95
 23 8/2-->8/8        3.05   0.56   45(46)   19(19)   16(16)   13(13)    5( 5)    0       98
 24 8/9-->8/15       4.30   0.57   40(46)   20(23)    8( 9)   15(17)    4( 5)    0       87
 25 8/16-->8/22      4.09   0.44   56(54)   15(14)   24(23)    6( 6)    3( 3)    0      104
 26 8/23-->8/29      3.43   0.59   48(48)   15(15)   17(17)   13(13)    6( 6)    0       99
 27 8/30-->9/5       3.12   0.49   40(50)   12(15)   18(23)    8(10)    2( 3)    0       80
 28 9/6-->9/12       3.45   0.42   50(53)   19(20)   16(17)    7( 7)    2( 2)    0       94
 29 9/13-->9/19      4.25   0.59   47(42)   26(23)   19(17)   14(13)    6( 5)    0      112
 30 9/20-->9/26      3.01   0.46   46(45)   29(28)   13(13)   10(10)    4( 4)    0      102
 31 9/27-->10/3      3.26   0.46   39(53)    9(12)   16(22)    9(12)    1( 1)    0       74
 32 10/4-->10/10     2.00   0.40   46(54)   21(25)    6( 7)   12(14)    0( 0)    0       85
 33 10/11-->10/17    1.82   0.40   35(47)   20(27)   12(16)    8(11)    0( 0)    0       75
 34 10/18-->10/24    2.45   0.41   39(45)   23(27)   17(20)    5( 6)    2( 2)    0       86
 35 10/25-->10/31    1.17   0.27   54(58)   25(27)   12(13)    2( 2)    0( 0)    0       93
 36 11/1-->11/7      2.30   0.40   59(60)   13(13)   14(14)   10(10)    3( 3)    0       99
 37 11/8-->11/14     1.85   0.30   43(58)   19(26)    9(12)    3( 4)    0( 0)    0       74
 38 11/15-->11/21    3.00   0.42   43(54)   13(16)   14(18)    7( 9)    2( 3)    0       79
