# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1402] CHARLES-CITY
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
  1 3/1-->3/7        1.01   0.22   68(69)   18(18)   12(12)    1( 1)    0( 0)    0       99
  2 3/8-->3/14       1.50   0.23   89(74)   17(14)   10( 8)    5( 4)    0( 0)    0      121
  3 3/15-->3/21      1.25   0.19   90(75)   20(17)    8( 7)    2( 2)    0( 0)    0      120
  4 3/22-->3/28      2.41   0.27   77(68)   19(17)   15(13)    2( 2)    1( 1)    0      114
  5 3/29-->4/4       2.39   0.25   90(68)   23(17)   14(11)    4( 3)    1( 1)    0      132
  6 4/5-->4/11       1.26   0.29   65(56)   27(23)   21(18)    4( 3)    0( 0)    0      117
  7 4/12-->4/18      3.06   0.33   81(60)   30(22)   15(11)    7( 5)    2( 1)    0      135
  8 4/19-->4/25      2.21   0.34   78(55)   30(21)   27(19)    7( 5)    1( 1)    0      143
  9 4/26-->5/2       2.46   0.36   85(59)   25(17)   23(16)   10( 7)    1( 1)    0      144
 10 5/3-->5/9        2.15   0.33   82(62)   21(16)   21(16)    8( 6)    1( 1)    0      133
 11 5/10-->5/16      3.55   0.39   75(51)   37(25)   20(14)   13( 9)    2( 1)    0      147
 12 5/17-->5/23      3.42   0.39   78(58)   21(16)   22(16)   10( 7)    3( 2)    0      134
 13 5/24-->5/30      2.17   0.38   88(52)   34(20)   31(18)   13( 8)    2( 1)    0      168
 14 5/31-->6/6       2.30   0.27   82(60)   27(20)   23(17)    3( 2)    1( 1)    0      136
 15 6/7-->6/13       3.42   0.41   87(54)   27(17)   31(19)   16(10)    1( 1)    0      162
