# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA8339] TRIPOLI-4-N
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia8339 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951     11      0      0      0    216    111     92     74
 1952     59     26     22     18    376    241    214    191
 1953    135     58     43     32    193     89     70     55
 1954     70     21     16     11    409    248    216    188
 1955    103     48     36     27    424    268    236    206
 1956     61     20     12      8    286    174    149    124
 1957     76     25     17     12    344    206    182    160
 1958     61     15     10      6    316    180    150    126
 1959     41     10      6      3    322    195    169    145
 1960     17      1      0      0    360    222    197    174
 1961     63     25     19     15    202     99     80     64
 1962     34     16     14     12    293    173    149    128
 1963    156     99     87     77    372    220    185    156
 1964     73     28     21     15    324    184    158    136
 1965      8      0      0      0    256    141    120    102
 1966    176     83     65     50    209    102     81     64
 1967    146     82     69     57    333    188    156    126
 1968    238    143    125    108    376    230    198    170
 1969     47     19     14      9    338    189    160    132
 1970     26      2      1      0    346    215    188    164
 1971     49     22     18     15    368    233    205    178
 1972     64     22     17     13    251    131    107     87
 1973    172     72     56     41    276    153    130    107
 1974     82     27     21     16    372    227    196    167
 1975     23      0      0      0    200    110     94     78
 1976    138     70     61     52    408    253    218    183
 1977    200    104     85     69    508    346    311    278
 1978     93     50     41     33    285    160    133    108
 1979     40     10      5      2    215    105     87     71
 1980     69     18     11      6    356    223    196    171
 1981    184     90     75     61    423    259    225    195
 1982     82     26     19     15    296    174    149    125
 1983    106     52     41     34    215    114     98     86
 1984     35      4      1      0    275    135    107     83
 1985    132     48     35     25    401    267    238    211
 1986    120     66     58     50    360    215    186    157
 1987    134     62     51     40    380    250    225    202
 1988    104     44     33     23    282    169    143    119
 1989     95     54     45     37    267    144    123    102
 1990    160     75     59     45    303    185    159    136
 1991    110     53     42     33    321    189    162    137
 1992    106     43     32     22    204    105     88     73
 1993     22      5      4      3    198     95     78     65
 1994     99     45     38     31    315    200    174    149
 1995    147     77     63     52    195    102     82     63
 1996     79     26     20     14    278    164    140    117
 1997    111     50     39     30    275    165    141    119
 1998    105     60     52     45    300    168    142    118
 1999    114     49     38     29    300    160    133    108
 2000    221    125    106     89    304    189    167    146
 2001     23      1      0      0    382    234    203    175
 2002     62     22     16     11    296    176    153    132
 2003    131     76     65     54    340    219    194    173
 2004    154     72     57     44    363    222    191    165
 2005    105     56     48     43    422    257    224    193
     ****************************  ****************************
 MEAN   95.9   43.6   35.1   27.9  313.3  185.0  159.1  135.7
 STDV   54.8   33.2   28.6   24.4   71.6   55.2   51.0   47.0

               MAY                         JUNE        
     ****************************  *************************** 
