# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA5837] MUSCATINE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE HEAT STRESS VARIABLES FOR STATION #  ia5837
             # OF DAYS MAXT >86              ACCUMULATED (MAXT - 86 )
 YEAR   MAY  JUNE  JULY   AUG  SEPT TOTAL      MAY  JUNE  JULY   AUG  SEPT TOTAL
 1951     1     5    18    11     1    36        3    13    62    50     1   129
 1952     3    20    20    10     6    59       15   136   124    27    24   326
 1953     4    16    22    16     8    66       25    96   121   124    65   431
 1954     0    21    24    10     7    62        0   128   148    36    43   355
 1955     3     3    28    23     8    65        6    11   199   162    47   425
 1956     6    19    14    14     5    58       19   126    86    61    13   305
 1957     0     7    23    15     2    47        0    27   128    94     5   254
 1958     1     3     2    16     0    22        3     9     3    68     0    83
 1959     4    11     6    17     8    46       10    34    15    67    30   156
 1960     0     1    10    14     8    33        0     2    40    47    80   169
 1961     1     7     8    13     6    35        2    28    26    36    22   114
 1962     3     9     7    12     3    34        9    26    17    47    10   109
 1963     2    16    15    11     1    45        6   100    51    37     3   197
 1964     3     8    16     9     5    41        7    34    76    37    18   172
 1965     0     5    12     7     1    25        0    12    50    34     2    98
 1966     2     9    21    10     3    45        4    27   138    30     8   207
 1967     3     4    11     1     0    19       12     9    32     4     0    57
 1968     1     9     9    14     1    34        1    36    34    82     2   155
 1969     3     4    12    11     0    30        5     9    47    31     0    92
 1970     1     4    15    11     1    32        2    19    86    32     3   142
 1971     0    19     6    12    13    50        0    84    22    47    50   203
 1972     6     5     9    11     5    36       16    19    38    58    14   145
 1973     0     7    13    12     1    33        0    27    53    42     3   125
 1974     0     3    18     5     0    26        0     7   125     8     0   140
 1975     4    12    20    11     2    49       11    36    98    57     3   205
 1976     0     9    16     4     1    30        0    21    77    15     1   114
 1977     7    10    16     3     0    36       16    50   109     6     0   181
 1978     3     6     9    10    10    38        8    16    25    35    46   130
 1979     2     8    13    13     5    41        2    17    32    56    13   120
 1980     3     7    24    16     5    55        8    29   152    62    14   265
 1981     0     5     7     3     4    19        0    11    30     9     8    58
 1982     0     2    13     7     3    25        0     2    46    31     7    86
 1983     0    14    27    26     7    74        0    56   190   233    35   514
 1984     1    13    13    18     7    52        3    34    55    91    33   216
 1985     1     6    23     9    10    49        8    27    79    21    54   189
 1986     0     9    22     1     4    36        0    44    89     5    11   149
 1987    10    20    25    15     1    71       29   129   200    97     3   458
 1988     8    23    27    19     5    82       25   155   237   216    24   657
 1989     3     9    21     9     0    42       10    27   118    41     0   196
 1990     0     6    10     7     7    30        0    17    56    41    37   151
 1991     9    16    16    13     9    63       28    69   122    78    52   349
 1992     4     6     3     5     1    19        8    26     8    17     1    60
 1993     0     6     9    10     1    26        0    19    19    30     3    71
 1994     3    10    10     7     7    37        8    55    32    24    30   149
 1995     0    13    17    20     1    51        0    59   106    95     2   262
 1996     3    12     7     9     0    31       13    51    27    38     0   129
 1997     1    10    17     7     2    37        5    31    93    33     5   167
 1998     6     6    14     8     8    42       24    36    58    25    34   177
 1999     1    12    24     4     6    47        1    29   168    13    22   233
 2000     0     5     8     9    10    32        0    16    17    33    68   134
 2001     2    13    17    11     2    45        5    41    81    58     6   191
 2002     2    14    23     7     9    55        5    61   114    28    32   240
 2003     1     4    14    14     2    35        1    17    56    91     4   169
 2004     3     5     4     3     3    18        6    11    14     7     6    44
 2005     0    15    20     0     0    35        0    74   121     0     0   195
 **************************************************************************************
MEANS   2.3   9.5  15.1  10.6   4.1  41.5      6.7  41.5  79.1  51.8  18.1 197.2
