# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA2689] EMMETSBURG
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 NUMBER OF RAINY DAYS PER MONTH PER YEAR
YEAR   JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC ANN   
1951     1   7  10  13  10  12  13  13  11   8   4   6 108
1952     5   4   8   4  11  10   6  12   4   0   3   2  69
1953     7   3  10  12   9   7  10   8   3   4   5   4  82
1954     3   2  10   7   6  11  11  10   7  10   2   2  81
1955     2   4   4   7   5   9   7   2   9   7   4   5  65
1956     6   3   8   8  11   8  14  13   4   4   5   2  86
1957     3   2   7   4  12  10   7   9   8   9   8   6  85
1958     4   3   4  10   6  13   9   6   4   1   2   2  64
1959     5   6   5   7  15   7   2   6  10   7   6   6  82
1960     3   4  10   8  10  12   5   9   6   2   2   4  75
1961     2   6   9  10   6   8  11   7  12   4   5   8  88
1962     6   8   9   9  11   9   9   8   6   5   2   2  84
1963     2   7   8   9   9   9  12   5  10   4   2   3  80
1964     3   0  11   9   6   7   9   7   9   0   7   4  72
1965     3   7  12   9  12   8   8   8  17   2   4   5  95
1966     6   4   4   7   6  10   6   4   6   2   3   4  62
1967     5   4   3   7   7  17   3   6   5   5   1   4  67
1968     5   2   3  11   7  10  10   6   9   7   2  10  82
1969    10   6   3   7  12  11  12   7   5   7   6   8  94
1970     5   0   5   6  10   5   6   4  11   9   9   5  75
1971     4   4   3   5   8   8  11   3   5  11   9   4  75
1972     3   5   4   8  15   9   9   9  11   9   0   0  82
1973     0   5   9  11  13   8   7   7  12   7  10   4  93
1974     3   0   7   7  14   7   8   9   8   5   7   2  77
1975     7   3   6  14   7   9   0   7   0   2   7   1  63
1976     1   4   7   3   7   8   4   4   4   4   0   4  50
1977     5   3   6   7   6   7   8  11   8   6   8   1  76
1978     3   3   3   9   8   5   6   4   4   5   5   3  58
1979     6   2   8   7   6   6   7   8   4   5   4   0  63
1980     6   4   5   3   7   4   5   9   3   2   0   0  48
1981     0   0   0   0   4  11   9  13   0  10   6   6  59
1982    10   4  10   8  17  10   8   8   8   9   8   5 105
1983     5   4  13   9  11  14  10   5  11   8  11   8 109
1984     1   3  10  14  14  14   9   6   8  13   4   6 102
1985     6   1  11   9  11  11   7  11  17  11  10   7 112
1986     2   4   5  14  12  10  13  10  14  10   6   4 104
1987     3   2   9   6  16   8  14  11  10   3  10   5  97
1988     4   6   4  11   7   9   6   7   9   5   9   2  79
1989     5   7   8   7  12   9   7   7   5   4   6   3  80
1990     5   2  12  10  11  13   9   9   6   9   4   7  97
1991     7   5  11  11  15   9   9   8  11   8  12   3 109
1992     5   6   8   6   7   9  15   9   9   4  10  12 100
1993     6   9   8  11  15  17  15  13  10   3   5  10 122
1994    10   5   3   9   7  11  10   7  11   8   9   7  97
1995     2   4  12  14  13  13  11  10  11  12   6   5 113
1996     9   5   5   5  14   9  10   8   7   7  11   7  97
1997     7   4   8  10  12   9  13  14  10   5   9   9 110
1998    11   8  15  12  11  21  12  11   7  11   5   3 127
1999    11   6   4  16  14  15  15   7   6   4   3   6 107
2000     7   6   6   6   8  12   8  10   8  16   9  13 109
2001     9   8   3  13  19   9   9  10   9   6   7   5 107
2002     7   6   7  14  12  10   8   9  11  15   3   3 105
2003    10   6  10  13  12  12   7   8   7   4   8  11 108
2004    10  10  15   3  15  14   8  13  10  11   9   8 126
2005     8  11   8  10  18  16  11   0   0   0   0   0  82
STDDEV   3   2   3   3   4   3   3   3   4   4   3   3  19
AVG      5   4   7   9  11  10   9   8   8   6   6   5  88
