# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA2689] EMMETSBURG
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY COOLING DEGREE DAYS 1951-2006 FOR STATION # ia2689
 YEAR    JAN    FEB  MARCH  APRIL    MAY   JUNE   JULY AUGUST   SEPT   OCT   NOV   DEC
 1951      0      0      0      3     21     37    173    118      6     10      0      0
 1952      0      0      0      8     32    240    254    120     78      0      0      0
 1953      0      0      0      0     45    226    247    191     49     23      0      0
 1954      0      0      0      8     12    220    299    149     52      1      0      0
 1955      0      0      0      3     53     87    402    334    103      4      0      0
 1956      0      0      0      0     59    291    169    230     43     22      0      0
 1957      0      0      0      5     17    101    395    213     19      0      0      0
 1958      0      0      0      0     49     79    160    289     64     14      0      0
 1959      0      0      0      0     69    218    232    323     91      0      0      0
 1960      0      0      0     14     12     78    222    220    105      4      0      0
 1961      0      0      0      0     27    155    208    230     65      0      0      0
 1962      0      0      0      7     91    119    188    183     28     23      0      0
 1963      0      0      0      5     34    247    254    175     49     14      0      0
 1964      0      0      0      0     76    159    321    126     55      0      0      0
 1965      0      0      0      3     55    136    264    184     14      7      0      0
 1966      0      0      0      0     27    179    366    129     42      4      0      0
 1967      0      0      4      7     44     96    220    141     19      5      0      0
 1968      0      0      0      2     10    188    208    179     18     10      0      0
 1969      0      0      0      0     57     51    260    197     31      5      0      0
 1970      0      0      0     22     85    211    274    207    110     12      0      0
 1971      0      0      0      1     13    285    166    175     95     18      0      0
 1972      0      0      0      0     69    145    170    196     44      0      0      0
 1973      0      0      0      0     25    203    247    238     40     13      0      0
 1974      0      0      0      3     29    138    362    125     33      0      0      0
 1975      0      0      0      0     65    161    318    246     48      8      0      0
 1976      0      0      0     13     15    153    302    248     95      5      0      0
 1977      0      0      0     30    132    217    343    144     33      0      0      0
 1978      0      0      0      0     49    200    249    218    153      0      0      0
 1979      0      0      0      0     32    168    245    157     70      1      0      0
 1980      0      0      0     22     78    151    343    205     85      0      0      0
 1981      0      0      0     12     17    171    273    138     47      0      0      0
 1982      0      0      0      0     23     42    271    171     51      1      0      0
 1983      0      0      0      0     11    138    353    360    100      6      0      0
 1984      0      0      0      2     18    145    214    250     50      0      0      0
 1985      0      0      0     23     42    115    213     97    107      0      0      0
 1986      0      0      1      1     25    191    313    116     56      0      0      0
 1987      0      0      0     24    125    280    350    171     43      0      0      0
 1988      0      0      0      3    106    315    310    336     77      0      0      0
 1989      0      0      0      4     47    157    327    224     59      9      0      0
 1990      0      0      0     24     12    239    234    214    145      7      0      0
 1991      0      0      0     18    138    268    268    210     97      0      0      0
 1992      0      0      0      4     59    121     87     93     46      4      0      0
 1993      0      0      0      0     17     95    210    205     12     17      0      0
 1994      0      0      0     15     83    196    158    125     90      0      0      0
 1995      0      0      0      0      3    179    283    322     50     10      0      0
 1996      0      0      0      0     43    202    171    160     55      5      0      0
 1997      0      0      0      0      5    204    270    150     55     44      0      0
 1998      0      0      0      0     74    115    239    203    120      0      0      0
 1999      0      0      0      0     25    146    334    143     49      2      0      0
 2000      0      0      0      0     53    114    221    221     90      5      0      0
 2001      0      0      0     17     54    187    335    251     36      7      0      0
 2002      0      0      0     18     41    277    405    192    118      6      0      0
 2003      0      0      0     18     21    142    266    291     61     12      0      0
 2004      0      0      0      1     47    118    220    114    126      2      0      0
 2005      0      0      0      4     21    239    334      0      0      0      0      0
 MEAN      0      0      0      6     45    170    264    197     64      6      0      0
