# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA3584] HAMPTON-2-NW
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 NUMBER OF RAINY DAYS PER MONTH PER YEAR
YEAR   JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC ANN   
1951     5   8  14  14  11  11   8  14   9  12   4   5 115
1952     6   2  11   6  11  11   7   8   4   0   4   6  76
1953     5   7  11  13  11  10  11   6   4   4   5   8  95
1954     4   4  10   8   8  12  10  13   8  11   3   5  96
1955     6   8   5  10  10   8   8   1   8   6   4   5  79
1956     5   1   8   9  13   2  12  14   5   7   6   6  88
1957     5   4   8   7  14  14   8   7   6   4   9   5  91
1958     5   2   5  11   8   9  15   5   6   2   4   4  76
1959     5   8   8   5  16   8   7  11  11  12   7   6 104
1960     5   3  11   9  16  11   8  13   8   4   3   5  96
1961     4   5   9   9  11   7  11   6  14   6   5   8  95
1962     3  13  11  10  13   7  13   6   6   8   1   1  92
1963     6   8   8  11  10  10  11   7   5   6   3   3  88
1964     4   0   9  13  12   7   8   7   9   1   5   5  80
1965     7   5  12  10  11   8   9   9  17   4   5   6 103
1966     6   3   7  10   7  10   8   4   5   5   5   4  74
1967     7   7   5   8   6  15   6   8   5   8   7   6  88
1968     7   1   4  11   7   9   7  10  14  10   4   6  90
1969    11   5   5  11  15  12  11   3   6   8   3   9  99
1970     6   4   6   6  12   5  11   7  12  12   8   5  94
1971     5  10   3   6   8   7   8   1   8  10   9   7  82
1972     4   6   7  10  10   9  10   8  12  10   6   7  99
1973     6   6  11  10  14   9   8   7  14   6   9   8 108
1974     6   4  10   7  12   7   6  11   5   6   6   2  82
1975     2   0   1   6   6   7   4   7   3   1   7   1  45
1976     1   3   4   9   8   7   3   5   2   5   0   5  52
1977     5   3  10  10   7   5   8  15   8   8   4   7  90
1978     4   3   6   0   8   9  11   7   5   4   7   7  71
1979     6   4   8   8  11  13  11  15   6   7   6   2  97
1980     8   4   5   6   9   8   6  15   9   6   1   5  82
1981     1   6   3  12  10  11  14  13   3  11   7   6  97
1982     9   3   6   9  20   9  14   0  10  12   8   5 105
1983     3   7  11  10  18  10   0   0   0   0   0   0  59
1984     0   0   0   0   0   0  11   4  10  11   5   8  49
1985    10   8  12   8   9   7   7   8  10   7   9   8 103
1986     3   5   4  13  16  11  11   6  16   8   8   5 106
1987     3   0   9   8   8   7   7  13   9   5  12  11  92
1988     5   4   5  12   5   8   6   6  10   4  12   3  80
1989     7   7   9  10   6   8   7   7   6   6   6   5  84
1990     7   5  13  13  11  17  13  10   7   6   5   5 112
1991     6   3  10  10  17   8   9   7  12  13  14   6 115
1992     7   5  10  12   8   8  17   7  12   5   7  12 110
1993     6   8   8  11  18  17  13  14   9   5   6   9 124
1994    12   5   4   9   8  12  14   6  11   7   5   4  97
1995     3   1  10  14  12  11   8   9   9  13   7   4 101
1996     8   4   6   6  17  11   8   9   8  10  14   8 109
1997     8   5   7   8  11  14   8   6   7   5   5   9  93
1998     7   8  13  15  12  16   7  14   6  14   4   5 121
1999    10   3   4  14  17  13  15   6   4   4   3   7 100
2000     5   6   7   6  14  15   8   5   7  11   8  14 106
2001     6   7   5  12  17  11  15   9   9   8   6   7 112
2002     7   7   7  11   8  10  10  10   8  13   3   1  95
2003     4   4   7   9  12  11   9   5   6   3   9   6  85
2004     7   7  11   5  14  14   9   8   5  14   8   3 105
2005     7   8   7  11  17  17   8   0   0   0   0   0  75
STDDEV   2   3   3   3   4   3   3   4   4   4   3   3  17
AVG      6   5   8   9  11  10   9   8   8   7   6   6  92
