# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1233] CARROLL-2-SSW
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE HEAT STRESS VARIABLES FOR STATION #  ia1233
             # OF DAYS MAXT >86              ACCUMULATED (MAXT - 86 )
 YEAR   MAY  JUNE  JULY   AUG  SEPT TOTAL      MAY  JUNE  JULY   AUG  SEPT TOTAL
 1951     0     0    12     8     1    21        0     0    32    20     1    53
 1952     3    18    14     4     7    46        6   100    64    11    18   199
 1953     2    10    16    13     7    48        3    40    82    73    39   237
 1954     3    11    25     8     5    52       11    59   199    21    19   309
 1955     4     4    25    23    10    66        9    10   169   200    73   461
 1956     2    20    15    12     6    55        4   141    79    65    22   311
 1957     0     4    22    10     1    37        0     9   142    49     1   201
 1958     2     4     2    19     2    29        4    19     4    73     4   104
 1959     1    11     9    21     4    46        3    46    29   111    17   206
 1960     0     1    14    10     7    32        0     3    45    38    31   117
 1961     1     8    13    13     3    38        1    34    52    43    14   144
 1962     7     4    11    11     1    34       15    11    39    32     4   101
 1963     2    17    20     9     1    49       10   100    96    39     1   246
 1964     7    12    23     5     4    51       23    27   126    38     8   222
 1965     5     4    10    17     0    36        8     4    41    81     0   134
 1966     4    11    21     9     1    46       15    34   121    43     2   215
 1967     5     2    12    11     0    30       49     5    57    27     0   138
 1968     2    18    10    13     1    44        6    88    38    75     2   209
 1969     5     5    12    16     0    38       20    16    60    43     0   139
 1970     8    16    19    14     8    65       21    84   114    48    28   295
 1971     0    20    11    18    11    60        0   129    40    80    52   301
 1972     8    10    13    13     3    47       28    50    55    84    12   229
 1973     1    14    13    12     0    40        1    72    46    35     0   154
 1974     0    10    26     7     1    44        0    62   251    18     3   334
 1975     7    11    24    22     5    69       44    65   180   149    25   463
 1976     2    16    23    24     9    74        9    72   178   148    41   448
 1977    11    15    25     9     2    62       36    96   200    39     5   376
 1978     4    12    13    19    14    62       18    63    75    82    83   321
 1979     3     7     7    12     1    30        7    24    25    41     2    99
 1980     2     8    21    22     7    60        6    39   158   100    20   323
 1981     0     8    13     2     2    25        0    40    62     8     4   114
 1982     1     2    14     4     0    21        2     9    64    20     0    95
 1983     0     6    20    23     6    55        0    20    90   141    24   275
 1984     0     4    11    17     3    35        0    14    53    80    18   165
 1985     0     4    12     5     6    27        0    24    51     9    18   102
 1986     0     9    13     1     1    24        0    32    45     2     1    80
 1987     6    15    16     5     0    42       19    84    81    24     0   208
 1988     6    17    16    16     2    57       21   113    88   124     6   352
 1989     3     3    15     4     1    26        7    12    79    14     2   114
 1990     0     9     9    10    11    39        0    53    46    35    42   176
 1991     5    12    12    10     4    43       14    51    58    32     7   162
 1992     2     5     1     2     0    10        3    10     6     4     0    23
 1993     1     5     3     7     1    17        2     7     7    15     3    34
 1994     3     8     5     4     4    24        6    28    12    15    11    72
 1995     0    10    13    19     2    44        0    39    85    84     3   211
 1996     2    11     4     1     0    18        7    49    14     3     0    73
 1997     0     9    16     9     4    38        0    33    71    35    12   151
 1998     3     7    11    11    11    43       11    27    38    36    39   151
 1999     0     8    19     8     4    39        0    24   103    18    13   158
 2000     2     6     7    12    11    38       10    22    24    54    81   191
 2001     3    10    15    12     1    41       14    37    63    82     1   197
 2002     1    15    22     5     6    49        6    70   136    19    26   257
 2003     0     5    10    13     3    31        0    11    45    98     6   160
 2004     2     4     5     3     4    18        4    12    20     8     9    53
 2005     0    10    17     0     0    27        0    44    81     0     0   125
 **************************************************************************************
MEANS   2.6   9.2  14.2  11.0   3.8  40.8      8.8  43.0  76.7  52.1  15.5 196.1
