# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA5230] MASON-CITY
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia5230 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951      4      0      0      0    166     86     71     59
 1952     31     14     11      8    341    221    197    176
 1953    106     36     26     18    160     64     51     40
 1954     36      7      4      2    371    224    195    168
 1955     76     31     22     16    440    276    243    213
 1956     31      7      4      1    238    134    111     90
 1957     75     23     16     12    330    203    180    160
 1958     56     15      9      5    299    168    139    115
 1959     37     10      6      3    303    167    143    121
 1960     18      3      1      0    327    192    170    149
 1961     38     12      8      5    157     68     53     40
 1962     13      3      1      0    269    154    135    118
 1963    146     92     80     71    340    192    161    136
 1964     45     16     12      8    291    166    143    123
 1965      2      0      0      0    208    108     90     74
 1966    159     77     61     46    176     76     60     47
 1967    145     87     75     64    314    179    149    123
 1968    230    140    123    106    365    219    188    159
 1969     20      3      1      0    310    173    143    117
 1970     13      0      0      0    332    208    183    159
 1971     37     17     14     11    347    212    183    155
 1972     76     26     20     15    219    108     88     70
 1973    110     41     29     20    291    164    137    112
 1974     82     30     24     18    369    220    190    162
 1975     22      2      1      0    184     77     60     45
 1976    130     73     64     55    416    265    230    196
 1977    187     95     78     62    497    346    315    284
 1978    106     55     47     41    252    130    107     86
 1979     38      7      4      2    217    115     96     80
 1980     74     26     20     14    349    224    199    175
 1981    195    103     84     67    430    265    233    202
 1982     59     20     15     10    256    155    133    112
 1983     87     39     31     23    188    105     92     79
 1984     24      1      0      0    260    128     99     75
 1985    137     59     46     35    470    322    291    261
 1986    158     90     78     69    401    255    223    193
 1987    154     78     65     54    456    314    284    256
 1988    137     59     43     29    317    192    165    139
 1989     80     41     35     29    273    150    127    109
 1990    137     62     47     36    300    180    156    135
 1991     95     39     32     26    309    180    154    130
 1992     95     36     25     17    187     95     79     65
 1993     18      4      3      2    184     88     71     57
 1994     99     44     36     30    298    189    164    141
 1995    114     51     39     31    181     93     76     60
 1996     61     20     15     11    202    114     98     84
 1997     70     32     25     19    240    144    122    101
 1998     87     44     39     34    303    169    144    120
 1999    100     41     32     23    255    135    111     90
 2000    209    118    100     82    278    177    156    137
 2001      6      0      0      0    331    202    177    153
 2002     38     13     10      7    278    163    140    121
 2003    122     68     58     49    319    207    185    163
 2004    134     55     41     33    337    209    182    157
 2005     85     51     46     41    388    230    198    169
     ****************************  ****************************
 MEAN   84.4   38.5   31.0   24.7  296.7  174.5  150.4  128.4
 STDV   56.7   33.8   29.1   24.9   83.5   64.9   60.3   55.5

               MAY                         JUNE        
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    656    439    390    342    699    470    416    365
 1952    527    329    287    248    911    674    617    561
 1953    581    378    337    300    898    661    603    548
 1954    460    295    258    223    904    673    618    563
 1955    682    464    418    375    766    542    493    445
 1956    616    417    373    332    946    712    655    599
 1957    533    329    286    250    801    565    507    453
 1958    640    445    398    355    698    471    421    376
 1959    655    442    395    349    885    646    589    533
 1960    586    375    328    286    759    528    477    428
 1961    501    322    286    251    835    605    552    504
 1962    732    506    452    402    805    567    512    459
 1963    576    370    327    287    929    690    632    576
 1964    738    518    469    422    845    619    564    509
 1965    683    464    415    370    826    590    535    481
 1966    494    332    298    266    838    605    549    495
 1967    488    310    270    234    828    595    538    485
 1968    462    285    248    214    868    629    573    518
 1969    615    411    367    325    660    443    391    342
 1970    676    465    417    371    886    651    594    540
 1971    526    345    308    272    973    733    673    615
 1972    660    444    396    351    826    601    549    499
 1973    522    331    294    258    851    611    553    499
 1974    559    358    314    273    803    567    512    462
 1975    733    499    448    400    892    654    597    542
 1976    567    371    330    292    873    639    584    530
 1977    878    639    584    529    918    682    625    569
 1978    648    449    406    363    868    636    583    532
 1979    584    398    359    321    841    608    556    505
 1980    663    473    432    392    865    633    580    528
 1981    572    378    336    297    844    605    546    492
 1982    690    470    419    369    709    482    431    383
 1983    482    315    281    247    803    581    532    485
 1984    528    340    299    260    906    666    607    550
 1985    759    537    489    445    740    522    474    430
 1986    609    411    365    326    893    654    597    545
 1987    796    577    526    477    964    728    669    611
 1988    777    552    506    463    970    734    676    618
 1989    551    369    328    292    781    560    509    459
 1990    455    273    236    203    829    598    545    493
 1991    663    455    408    363    941    701    641    581
 1992    571    385    347    310    751    523    472    425
 1993    503    304    261    221    723    503    449    395
 1994    571    389    352    315    866    626    569    514
 1995    473    282    246    213    849    615    560    506
 1996    441    254    214    180    795    558    504    454
 1997    389    233    202    172    862    622    565    511
 1998    713    481    430    384    754    524    471    421
 1999    590    373    326    284    817    584    527    474
