# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA5086] MANCHESTER-2
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia5086
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  0.77  2.36  5.21  5.53  4.96  3.40  9.05  4.96  2.08  5.77  1.89  1.84 47.82
 1952  1.72  0.42  4.15  1.67  3.72  4.23  1.86  4.42  1.06  0.00  3.27  2.26 28.78
 1953  0.39  1.88  2.60  2.73  3.52  6.04  7.56  2.02  0.65  0.08  1.14  1.96 30.57
 1954  0.41  0.79  1.79  5.39  4.98  6.31  4.06  4.75  3.41  3.32  0.38  1.36 36.95
 1955  0.54  1.06  1.78  4.44  3.89  3.37  3.92  1.69  4.03  1.82  0.31  0.60 27.45
 1956  0.51  0.37  1.09  3.58  8.12  2.26  3.45  3.68  1.93  1.28  1.75  0.87 28.89
 1957  0.59  0.44  0.98  3.16  8.49  4.37  2.73  3.45  2.02  1.86  2.39  1.21 31.69
 1958  0.37  0.06  0.56  2.09  1.92  3.81  2.68  3.22  1.58  2.48  1.46  0.44 20.67
 1959  1.07  1.30  4.20  3.88  5.24  7.42  2.10  3.39  3.42  4.04  3.42  2.35 41.83
 1960  4.63  0.88  1.16  4.05  5.63  4.79  2.78  3.75  4.07  0.05  0.13  0.56 32.48
 1961  0.35  1.51  4.36  2.36  1.30  1.94  6.08  4.59 12.73  5.12  5.05  1.73 47.12
 1962  0.58  3.55  2.98  3.36  6.90  2.70  7.65  2.27  3.39  4.22  0.36  0.58 38.54
 1963  0.42  0.70  2.74  3.28  2.14  3.01  6.51  4.95  2.37  0.74  2.37  0.31 29.54
 1964  0.08  0.26  1.26  4.59  3.88  6.38  2.28  3.26  2.44  0.10  1.21  0.76 26.50
 1965  1.65  1.14  2.67  4.14  3.94  2.30  2.02  6.52  7.79  2.23  1.73  2.23 38.36
 1966  1.12  1.25  2.23  2.22  2.86  7.23  3.08  3.75  0.98  1.22  0.87  1.60 28.41
 1967  2.12  0.91  1.74  3.18  2.34  5.54  1.85  3.88  4.25  5.09  1.89  1.23 34.02
 1968  0.51  0.06  1.40  5.07  3.69  7.31  4.76  4.68  8.08  1.45  0.73  2.46 40.20
 1969  2.88  0.24  0.69  4.11  3.81 10.65  9.45  0.09  2.16  5.02  0.51  2.53 42.14
 1970  0.22  0.43  1.94  1.55  9.38  3.98  5.20  3.36  7.60  2.74  1.31  1.53 39.24
 1971  1.51  3.05  2.16  0.89  3.78  6.44  4.20  1.70  2.54  2.97  3.69  2.84 35.77
 1972  0.30  0.74  1.84  4.26  6.03  2.47  6.42  9.94  6.83  3.50  1.70  2.15 46.18
 1973  1.43  0.90  3.51  6.54  6.30  5.73  1.78  1.52  6.81  0.69  1.98  2.02 39.21
 1974  1.46  0.87  2.10  3.74  6.59  7.29  2.71  6.98  1.58  2.89  1.56  1.54 39.31
 1975  0.98  1.48  3.13  3.48  2.45  3.79  1.41  4.29  1.22  0.25  3.87  0.51 26.86
 1976  0.00  0.00  0.00  4.97  1.74  3.00  3.92  2.36  0.75  1.96  0.12  0.31 19.13
 1977  0.59  0.42  4.11  2.48  3.11  1.59  3.80  7.35  3.54  3.20  1.49  1.89 33.57
 1978  0.86  0.36  0.64  5.40  3.89  4.08  6.03  2.35  3.83  2.15  2.99  0.97 33.55
 1979  2.22  1.10  3.10  2.48  2.39  6.35  5.78  8.84  0.64  3.09  0.95  0.96 37.90
 1980  1.48  0.56  0.85  1.89  4.32  3.78  6.08  8.24  5.92  1.66  0.84  0.65 36.27
 1981  0.19  3.06  0.34  5.72  0.65  7.04  4.76 14.75  4.04  3.61  2.64  0.48 47.28
 1982  1.04  0.32  2.29  1.97  5.61  2.61  5.60  4.15  1.45  3.38  4.48  2.66 35.56
 1983  0.21  0.66  1.15  2.18  4.86  3.73  2.53  1.44  3.53  3.63  3.72  0.80 28.44
