# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA7726] SIOUX-RAPIDS
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia7726
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  0.18  2.31  1.23  5.65  4.90  6.03  5.47  6.58  3.80  2.18  0.30  0.33 38.96
 1952  0.98  0.56  2.69  1.10  2.64  2.68  5.54  3.86  0.74  0.00  0.44  0.18 21.41
 1953  0.00  1.20  2.99  3.02  1.99  7.32  2.22  5.24  0.14  0.13  1.39  1.31 26.95
 1954  0.27  2.25  0.59  3.65  3.37 11.01  2.58  7.56  1.75  2.26  0.17  0.10 35.56
 1955  0.33  0.96  0.60  2.98  0.18  2.59  2.27  0.65  1.94  1.40  0.17  0.71 14.78
 1956  0.93  0.07  0.85  2.24  2.24  1.42  2.80  4.13  0.19  1.29  2.54  0.26 18.96
 1957  0.41  0.18  0.75  0.65  3.96  5.35  4.12  5.58  2.41  4.72  4.36  0.39 32.88
 1958  0.20  1.12  0.75  2.81  2.02  1.46  1.98  0.89  0.65  0.73  0.03  0.11 12.75
 1959  0.31  1.37  0.91  1.70 11.06  5.31  1.25  5.86  3.65  2.60  1.72  1.50 37.24
 1960  0.66  0.38  0.60  1.63  7.58  4.50  2.21  5.35  1.71  0.55  0.60  0.91 26.68
 1961  0.27  1.60  3.33  1.32  3.61  4.16  5.25  2.05  6.14  1.55  0.46  1.32 31.06
 1962  0.10  1.86  1.61  1.90  3.41  3.22  8.58  6.29  2.67  0.59  0.47  0.13 30.83
 1963  0.53  0.47  0.00  1.29  2.14  4.95  4.88  1.90  1.95  1.14  0.00  0.30 19.55
 1964  0.40  0.06  0.84  0.00  3.81  4.65  5.01  3.43  7.15  0.22  0.40  1.30 27.27
 1965  0.54  1.27  3.07  2.90  5.30  2.11  1.09  2.08  9.72  0.63  0.59  0.84 30.14
 1966  0.54  0.43  0.71  0.91  2.26  3.76  3.58  3.14  0.72  1.33  0.14  0.46 17.98
 1967  0.91  0.22  0.25  2.73  3.29  8.38  0.53  0.84  1.08  1.33  0.09  0.00 19.65
 1968  0.64  0.00  0.26  3.73  1.77  4.47  3.36  2.20  8.86  4.37  0.37  1.78 31.81
 1969  1.43  1.38  0.96  1.42  3.39  7.63  5.18  5.11  1.62  2.94  0.19  1.68 32.93
 1970  0.11  0.24  1.69  1.69  5.67  1.94  1.55  1.86  4.30  0.00  2.02  0.84 21.91
 1971  0.00  2.31  0.98  1.06  2.56  7.23  3.20  0.00  1.33  4.89  2.50  0.69 26.75
 1972  0.53  0.57  0.67  3.81  4.45  2.04  5.18  6.61  3.02  2.20  1.62  2.15 32.85
 1973  0.95  0.81  2.50  3.37  4.44  0.00  5.61  6.83  4.60  1.99  3.06  1.12 35.28
 1974  0.00  0.00  1.59  1.64  2.17  1.27  0.54  4.46  0.89  1.22  0.81  0.38 14.97
 1975  1.22  0.41  2.16  5.89  3.65  5.28  0.64 11.72  1.03  0.37  3.06  0.89 36.32
 1976  0.06  0.53  3.81  1.93  2.39  2.63  1.21  0.56  2.68  1.38  0.02  0.31 17.51
 1977  0.10  0.86  4.47  4.72  2.17  4.76  5.68  3.43  4.65  3.43  3.17  0.70 38.14
 1978  0.39  0.35  0.67  3.55  1.82  4.22  5.43  5.54  5.35  0.81  1.20  0.88 30.21
 1979  1.28  0.77  5.23  1.94  2.11  3.96  6.18  6.54  2.82  3.07  2.00  0.41 36.31
 1980  1.01  0.80  1.01  1.26  2.54  3.74  4.01  7.35  2.51  1.74  0.14  0.22 26.33
 1981  0.00  0.36  1.07  1.20  3.60  6.93  3.33  3.14  1.17  2.64  0.55  1.33 25.32
 1982  1.21  0.30  1.43  2.79  5.90  2.01  8.02  4.33  5.66  5.23  2.66  2.56 42.10
 1983  0.39  0.77  3.60  2.58  3.27  8.44  2.24  3.02  7.25  2.61  4.17  0.42 38.76
 1984  0.39  0.00  1.06  6.16  4.04  0.00  0.00  0.00  0.00  0.00  2.13  2.08 15.86
 1985  0.21  0.02  2.73  3.85  3.49  4.49  0.95  5.09  4.40  1.39  1.12  0.68 28.42
 1986  0.26  0.55  2.48  5.28  5.99  2.34  5.27  0.00  4.05  4.15  0.96  0.31 31.64
 1987  0.13  0.68  2.15  1.73  3.05  0.79  8.20  0.00  5.13  0.89  1.11  1.08 24.94
 1988  0.64  0.31  0.67  2.91  2.48  3.87  1.60  7.87  3.88  0.42  3.10  0.89 28.64
 1989  0.54  0.07  1.20  1.50  1.62  3.29  1.73  1.12  3.28  0.55  0.42  0.16 15.48
 1990  0.34  0.24  2.99  1.87  4.00  7.08  3.80  1.47  1.43  1.65  0.59  1.19 26.65
 1991  0.67  0.64  4.20  6.82  7.55  4.36  3.39  3.75  2.28  1.56  4.88  0.93 41.03
 1992  0.83  0.82  3.71  3.73  1.86  2.57  6.51  5.92  1.79  5.74  2.14  1.12 36.74
 1993  0.70  1.97  1.68  4.63  5.56 11.69  4.98  5.36  2.26  2.36  1.18  1.27 43.64
 1994  1.18  0.24  0.05  2.17  1.95  9.15  4.81  3.52  6.03  1.93  1.52  0.67 33.22
 1995  0.17  0.25  2.77  3.47  5.26  2.95  2.06  3.89  4.12  3.04  0.44  0.35 28.77
 1996  1.57  0.23  2.60  0.92  4.47  6.74  3.66  7.57  2.93  2.02  2.38  1.05 36.14
 1997  0.54  0.48  0.59  2.07  3.41  3.95  2.54  2.26  3.17  2.14  0.93  0.30 22.38
 1998  1.03  1.37  2.62  5.10  3.80  7.02  3.81  7.54  0.95  4.31  0.93  0.22 38.70
 1999  1.37  0.44  0.43  6.81  3.76  5.23  3.34  3.30  0.53  0.62  0.80  0.64 27.27
 2000  0.72  1.21  0.80  1.85  3.70  2.45  5.02  7.22  0.77  1.99  1.95  1.30 28.98
 2001  1.13  0.89  0.40  4.29  6.66  3.70  2.96  3.47  2.20  1.30  2.60  0.52 30.12
 2002  0.42  0.37  1.55  2.79  2.90  2.72  1.97  8.13  1.75  3.93  0.15  0.08 26.76
 2003  0.24  0.58  2.17  2.15  3.87 10.47  3.09  1.20  1.78  0.54  0.91  1.29 28.29
 2004  0.71  1.10  3.31  2.64  4.30  2.25  4.42  0.98  9.44  0.56  2.74  0.16 32.61
 2005  0.49  1.59  0.26  3.02  3.94  4.50  3.33 -9.99 -9.99 -9.99 -9.99 -9.99      
 MEAN  0.57  0.74  1.71  2.81  3.70  4.49  3.60  4.03  3.08  1.90  1.38  0.79 28.30
 PRECIPITATION MEANS AND TOTALS ARE BASED ON DATA AVAILABLE
 NO ATTEMPT WAS MADE TO ESTIMATE MISSING PRECIPITATION DATA
 *****************************************************************************************
 *****************************************************************************************
