# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6316] OSCEOLA-3-WSW
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia6316 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951     89     40     32     26    281    156    131    110
 1952    108     54     44     36    422    272    241    213
 1953    191     97     78     60    272    148    122     98
 1954    117     42     29     19    524    347    307    270
 1955    173    101     85     70    572    379    337    301
 1956    187     97     80     66    387    254    228    203
 1957    151     65     52     43    395    237    207    180
 1958     89     28     19     12    392    236    203    170
 1959    149     76     63     52    365    219    190    164
 1960     43     20     15     11    432    275    241    209
 1961    131     55     42     31    283    162    142    123
 1962    112     58     48     40    378    233    202    174
 1963    202    117    104     91    430    271    235    201
 1964    147     77     63     51    433    273    240    210
 1965     21      7      5      3    353    209    179    153
 1966    232    125    102     81    304    166    140    115
 1967    256    163    141    121    421    261    229    198
 1968    308    191    167    145    443    272    237    205
 1969     86     45     38     31    402    239    206    173
 1970     86     33     25     19    444    292    259    232
 1971    150     83     71     59    470    305    272    240
 1972    193    106     89     75    412    253    223    194
 1973    215     91     67     48    364    216    186    159
 1974    235    136    117     99    471    299    262    228
 1975    104     57     48     39    332    198    168    142
 1976    185     96     78     63    485    321    283    248
 1977    285    165    141    120    554    372    331    292
 1978    131     73     60     51    344    204    179    155
 1979    133     62     49     39    310    182    156    133
 1980    107     46     34     24    414    270    241    214
 1981    230    121    100     81    536    356    318    283
 1982    159     72     57     45    366    246    221    198
 1983    147     80     68     56    236    132    116    101
 1984     86     23     15      8    317    174    146    121
 1985    213    119     99     79    519    344    307    275
 1986    264    157    139    122    441    274    238    204
 1987    219    119    100     83    468    301    268    239
 1988    222    134    114     94    392    250    219    189
 1989    190    122    107     92    424    276    243    211
 1990    195    105     88     73    350    210    182    155
 1991    217    124    106     89    395    238    206    176
 1992    216    110     91     75    279    151    128    110
 1993     96     43     35     28    266    145    122    104
 1994    209    117    101     85    371    237    209    185
 1995    247    151    131    113    318    188    160    133
 1996    134     58     47     37    383    244    214    188
 1997    231    122    102     82    307    186    160    135
 1998    117     69     60     52    329    183    154    129
 1999    155     79     64     51    342    197    172    147
 2000    267    154    131    110    380    239    208    181
 2001     46     13      8      4    467    303    266    235
 2002    149     77     63     49    367    223    195    170
 2003    204    128    114    100    439    295    265    236
 2004    220    111     89     72    447    291    255    221
 2005    187    101     83     67    472    303    264    228
     ****************************  ****************************
 MEAN  167.9   89.4   74.5   61.3  394.5  245.6  214.8  186.6
 STDV   64.5   42.7   38.0   33.4   76.6   60.1   55.5   51.2

               MAY                         JUNE        
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    732    504    451    401    776    542    485    429
 1952    681    457    409    361   1028    788    728    669
 1953    669    453    404    358   1022    782    722    663
 1954    582    385    344    305   1001    762    705    648
 1955    778    535    478    430    835    599    543    490
 1956    776    555    504    455   1010    773    715    657
 1957    645    420    372    328    893    653    593    536
 1958    735    516    468    422    844    605    548    493
 1959    746    521    468    417    935    695    637    579
 1960    657    443    392    346    852    614    555    498
 1961    564    364    323    284    868    633    578    526
 1962    898    654    596    539    887    649    592    537
 1963    652    429    378    334   1008    768    708    648
 1964    832    589    531    476    919    681    623    565
 1965    816    585    531    478    892    652    592    533
 1966    604    404    362    321    869    629    571    515
 1967    558    366    325    285    853    616    558    501
 1968    582    375    331    292    940    701    642    584
 1969    701    478    429    382    803    570    514    462
 1970    830    597    543    492    938    698    638    580
 1971    601    394    348    305   1036    796    736    676
 1972    699    475    427    381    894    661    608    555
 1973    627    412    362    321    932    692    632    573
 1974    677    459    412    367    836    599    544    490
 1975    744    521    474    427    873    635    579    524
 1976    591    402    362    324    887    652    595    539
 1977    891    650    590    532    967    729    670    614
 1978    602    408    363    322    883    651    597    545
 1979    670    459    411    368    895    658    600    543
 1980    677    473    428    388    894    654    597    542
 1981    587    393    351    311    917    678    619    561
 1982    679    451    401    355    741    518    471    426
 1983    523    329    292    258    866    636    580    527
 1984    600    400    356    315    942    702    643    585
 1985    737    491    433    378    814    578    521    467
 1986    683    447    394    344    968    728    669    610
 1987    793    557    505    456    984    744    684    625
 1988    801    560    505    454    997    757    697    638
 1989    605    403    357    314    812    577    521    468
 1990    519    323    281    241    897    657    599    541
 1991    754    527    475    424    959    719    659    599
 1992    617    415    372    333    818    584    527    473
 1993    617    387    337    290    841    606    551    498
 1994    636    423    375    335    926    686    626    567
 1995    552    329    285    245    905    665    605    546
 1996    610    390    340    294    920    682    624    567
 1997    533    341    300    263    937    697    638    579
 1998    764    522    468    416    819    585    530    478
 1999    624    394    345    303    896    658    599    541
 2000    735    509    459    412    855    615    557    503
 2001    656    433    384    339    836    603    547    493
 2002    563    371    330    291    970    731    673    615
 2003    590    374    334    298    818    579    524    470
 2004    703    488    436    387    811    577    525    473
 2005    602    405    365    328    966    727    669    613
     ****************************  ****************************
 MEAN  670.9  453.5  405.4  360.5  899.7  662.3  604.8  548.7
 STDV   93.0   80.3   75.8   71.0   68.8   66.7   65.1   63.0

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951   1004    756    694    633    969    721    659    599
 1952   1056    808    746    684    959    711    650    592
 1953   1092    844    782    720   1037    789    727    666
 1954   1153    905    843    781   1040    792    730    668
 1955   1153    905    843    781   1049    801    739    678
 1956   1038    790    728    666   1041    793    731    672
 1957   1137    889    827    765   1030    782    720    658
 1958    959    711    649    587    991    746    686    627
 1959    990    742    680    619   1087    839    777    715
 1960   1000    752    690    629   1037    789    727    665
 1961   1018    770    708    647    988    740    678    616
 1962   1014    766    705    646   1022    774    712    650
 1963   1079    831    769    707    993    745    683    621
 1964   1105    857    795    733    929    683    623    563
 1965   1047    799    737    675    978    730    669    609
 1966   1108    860    798    736    910    662    601    541
 1967    966    718    657    599    912    667    608    552
 1968   1049    801    739    678   1020    772    710    648
 1969   1100    852    790    728   1052    804    742    680
 1970   1061    813    751    692   1048    800    738    677
 1971    982    737    677    618    986    740    679    620
 1972   1011    765    705    645    964    717    656    597
 1973   1025    777    715    653   1019    771    709    647
 1974   1092    844    782    720    908    660    601    546
 1975   1012    766    706    648   1003    755    694    634
 1976   1077    829    767    705   1023    775    713    652
 1977   1092    844    782    720    949    702    641    581
 1978    983    735    673    613    969    724    664    605
 1979    993    745    683    621   1017    769    707    646
 1980   1104    856    794    732   1057    809    747    685
 1981   1025    778    717    656    929    683    625    568
 1982   1008    760    698    636    904    661    604    549
 1983   1098    850    788    726   1084    836    774    713
 1984   1043    795    733    672   1036    789    729    670
 1985   1021    773    711    649    896    648    586    525
 1986   1100    852    790    728    885    641    581    523
 1987   1092    844    782    720    954    706    644    583
 1988   1061    813    751    689   1053    809    750    691
 1989   1059    811    749    687    984    737    676    616
 1990   1002    754    692    630    988    740    678    616
 1991   1020    772    710    648    972    725    664    604
 1992    925    677    615    553    818    571    514    460
 1993   1017    769    707    645   1029    781    719    657
 1994    977    729    667    605    923    675    615    556
 1995   1065    817    755    695   1139    891    829    767
 1996   1015    767    705    644    999    751    689    627
 1997   1060    812    750    689   1010    762    700    638
 1998   1078    830    768    706   1030    782    720    658
 1999   1113    865    803    741    979    731    669    608
 2000   1024    776    714    652   1052    804    742    680
 2001   1089    841    779    717   1013    765    703    643
 2002   1099    851    789    727    994    746    684    622
 2003   1041    793    731    669   1063    815    753    691
 2004    957    709    648    588    850    608    552    498
 2005   1045    797    736    676      0      0      0      0
     ****************************  ****************************
 MEAN 1046.1  798.2  736.4  675.1  974.0  731.3  671.3  612.2
 STDV   51.6   51.5   51.3   50.9  147.2  117.4  109.9  102.3

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    635    420    373    330    474    303    266    233
 1952    801    579    528    481    439    291    260    230
 1953    833    602    551    503    668    466    424    383
 1954    880    648    592    538    489    310    273    238
 1955    794    572    522    475    495    324    287    253
 1956    793    568    515    470    688    470    421    375
 1957    656    435    387    343    395    229    194    163
 1958    769    541    488    439    561    378    336    296
 1959    722    510    460    412    358    202    167    136
 1960    784    560    509    460    483    311    277    245
 1961    676    466    417    371    516    334    292    255
 1962    672    468    420    375    558    364    320    279
 1963    809    575    519    466    808    574    518    463
 1964    734    514    463    414    431    265    231    201
 1965    676    454    403    355    513    325    286    250
 1966    677    451    403    358    475    316    279    245
 1967    680    465    417    370    425    266    232    204
 1968    761    524    469    416    525    346    307    270
 1969    784    551    497    445    395    236    201    172
 1970    757    534    482    432    456    274    237    204
 1971    804    593    544    495    580    385    340    297
 1972    734    516    466    419    358    220    190    163
 1973    700    475    424    378    575    385    346    308
 1974    650    456    415    376    501    318    278    242
 1975    617    410    365    322    539    369    332    296
 1976    765    541    493    448    365    216    187    162
 1977    755    528    477    428    404    242    211    181
 1978    880    649    595    542    430    273    239    206
 1979    809    586    538    493    515    340    300    266
 1980    781    565    515    467    380    247    219    191
 1981    734    515    466    421    384    233    205    178
 1982    696    486    436    389    383    232    200    171
 1983    753    543    494    446    373    208    176    147
 1984    679    474    425    378    419    245    207    172
 1985    708    501    452    407    391    222    188    156
 1986    824    590    534    478    405    234    197    163
 1987    692    464    417    376    336    200    170    143
 1988    778    544    493    446    341    202    170    140
 1989    623    425    381    337    452    294    263    232
 1990    806    588    536    486    418    264    230    198
 1991    735    539    491    446    404    259    229    202
 1992    648    448    405    362    452    287    255    227
 1993    544    340    298    259    377    228    196    166
 1994    709    492    440    394    494    310    268    231
