# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1277] CASTANA-EXP-FARM
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# LENGTH OF SEASON FOR STATION NUMBER  ia1277   BASE TEMP=30
 LAST SPRING OCCURENCE FIRST FALL OCCURENCE  LENGTH OF SEASON
   YEAR MONTH DAY DOY         MONTH DAY DOY
   1951   4    23 113           9    28 271          158
   1952   4    13 104          10     6 280          176
   1953   4    20 110          10    27 300          190
   1954   5     7 127          10    18 291          164
   1955   4     7  97          10    24 297          200
   1956   4    30 121           9    30 274          153
   1957   4    14 104          10    25 298          194
   1958   4    29 119          10    26 299          180
   1959   5    15 135          10     9 282          147
   1960   4    30 121          10    19 293          172
   1961   5     1 121          10     1 274          153
   1962   4    16 106          10    23 296          190
   1963   5    22 142          10    29 302          160
   1964   4     9 100          10     9 283          183
   1965   4    16 106           9    24 267          161
   1966   5     9 129          10     1 274          145
   1967   5     4 124           9    28 271          147
   1968   5     8 129          10     4 278          149
   1969   4     6  96          10     8 281          185
   1970   5     2 122          10     9 282          160
   1971   4    29 119          10    31 304          185
   1972   4     9 100           9    30 274          174
   1973   4    28 118          10    29 302          184
   1974   4    16 106           9    22 265          159
   1975   4    20 110          10     1 274          164
   1976   5     3 124          10     6 280          156
   1977   4     6  96          10     6 279          183
   1978   4    21 111          10     7 280          169
   1979   4    28 118          10    13 286          168
   1980   5     8 129          10     3 277          148
   1981   5    10 130          10     2 275          145
   1982   4    22 112          10    20 293          181
   1983   4    18 108           9    21 264          156
   1984   4     1  92           9    26 270          178
   1985   4     9  99          10     1 274          175
   1986   4    22 112          10    13 286          174
   1987   4     5  95          10     3 276          181
   1988   4    27 118          10     4 278          160
   1989   4    12 102           9    23 266          164
   1990   5     1 121          10    18 291          170
   1991   4    10 100           9    19 262          162
   1992   4    22 113          10    15 289          176
   1993   4     5  95          10     9 282          187
   1994   5     1 121          10    25 298          177
   1995   4    12 102           9    22 265          163
   1996   4    23 114          10    30 304          190
   1997   5    13 133          10    21 294          161
   1998   4     4  94          11     5 309          215
   1999   4    18 108          10     3 276          168
   2000   4    12 103          10     6 280          177
   2001   4    18 108          10    16 289          181
   2002   5     3 123          10    19 292          169
   2003   4    10 100          10     2 275          175
   2004   4    13 104          10     2 276          172
             MEAN=112              MEAN=282     MEAN=170
