# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA2864] FAYETTE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# LENGTH OF SEASON FOR STATION NUMBER  ia2864   BASE TEMP=28
 LAST SPRING OCCURENCE FIRST FALL OCCURENCE  LENGTH OF SEASON
   YEAR MONTH DAY DOY         MONTH DAY DOY
   1951   4    26 116           9    28 271          155
   1952   4    25 116          10     3 277          161
   1953   4    27 117           9    22 265          148
   1954   5    20 140          10    18 291          151
   1955   4     8  98           9    12 255          157
   1956   4    30 121           9    20 264          143
   1957   5     4 124           9    28 271          147
   1958   5     5 125          10     1 274          149
   1959   4    22 112          10    12 285          173
   1960   5    12 133          10    19 293          160
   1961   5     1 121           9    28 271          150
   1962   4    20 110          10    23 296          186
   1963   5    23 143          10    29 302          159
   1964   4    15 106           9    28 272          166
   1965   4    19 109          10    13 286          177
   1966   5    10 130          10     6 279          149
   1967   5     6 126           9    29 272          146
   1968   4    15 106          10     4 278          172
   1969   4    29 119          10    14 287          168
   1970   4    10 100          10     4 277          177
   1971   5     3 123          10     7 280          157
   1972   4    26 117           9    30 274          157
   1973   5    17 137          10    30 303          166
   1974   4    24 114           9    22 265          151
   1975   4    21 111           9    26 269          158
   1976   5     8 129          10     6 280          151
   1977   4     8  98          10    13 286          188
   1978   5     6 126          10     8 281          155
   1979   4    14 104          10     7 280          176
   1980   5     9 130          10     5 279          149
   1981   5     7 127          10     2 275          148
   1982   4    27 117          10    16 289          172
   1983   4    21 111           9    23 266          155
   1984   4    24 115           9    26 270          155
   1985   4    15 105          10     6 279          174
   1986   4    22 112          10    15 288          176
   1987   4     5  95          10     3 276          181
   1988   4    24 115          10     5 279          164
   1989   5     6 126          10     3 276          150
   1990   4    18 108          10    11 284          176
   1991   4    21 111           9    20 263          152
   1992   5     7 128           9    29 273          145
   1993   4    22 112          10     5 278          166
   1994   5     2 122          10    10 283          161
   1995   4    22 112           9    23 266          154
   1996   5    13 134          10     3 277          143
   1997   5    16 136          10    14 287          151
   1998   4    17 107          10    22 295          188
   1999   3    27  86          10    18 291          205
   2000   4    13 104           9    26 270          166
   2001   4    19 109          10     6 279          170
   2002   5    19 139          10     8 281          142
   2003   4    23 113           9    29 272          159
   2004   5     4 125          10     2 276          151
             MEAN=117              MEAN=278     MEAN=161
