# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA2977] FOREST-CITY
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# LENGTH OF SEASON FOR STATION NUMBER  ia2977   BASE TEMP=26
 LAST SPRING OCCURENCE FIRST FALL OCCURENCE  LENGTH OF SEASON
   YEAR MONTH DAY DOY         MONTH DAY DOY
   1951   4    23 113           9    28 271          158
   1952   4    11 102          10     5 279          177
   1953   4    20 110          10    27 300          190
   1954   5     3 123          10    30 303          180
   1955   4     7  97          10    24 297          200
   1956   4    30 121          11     8 313          192
   1957   4    14 104          10    25 298          194
   1958   4    29 119          11     6 310          191
   1959   4    13 103          10    12 285          182
   1960   4    18 109          10    19 293          184
   1961   5     1 121          10    20 293          172
   1962   4    16 106          10    24 297          191
   1963   4    24 114          10    29 302          188
   1964   4     9 100          10     9 283          183
   1965   4     9  99          10    24 297          198
   1966   5     9 129          10    29 302          173
   1967   5     3 123          10    11 284          161
   1968   4    24 115          10    25 299          184
   1969   3    31  90          10    23 296          206
   1970   4    22 112          10    10 283          171
   1971   4    14 104          11     4 308          204
   1972   4     8  99          10    15 289          190
   1973   4    13 103          11     4 308          205
   1974   4     8  98           9    22 265          167
   1975   4     4  94          10    29 302          208
   1976   3    22  82          10     8 282          200
   1977   4     6  96          10    16 289          193
   1978   4    21 111          11    14 318          207
   1979   4    10 100          10    13 286          186
   1980   4    14 105          10    28 302          197
   1981   4    15 105          10    19 292          187
   1982   4    11 101          11     3 307          206
   1983   4    20 110           9    23 266          156
   1984   4     1  92          10    23 297          205
   1985   4     9  99          10     9 282          183
   1986   4    22 112          11     1 305          193
   1987   4     4  94          10     8 281          187
   1988   4    19 110          10    22 296          186
   1989   5     6 126          10     3 276          150
   1990   4    17 107          10    25 298          191
   1991   3    30  89          10     7 280          191
   1992   4    12 103          10    17 291          188
   1993   4    21 111          10    10 283          172
   1994   4     7  97          10    26 299          202
   1995   4     5  95          10    22 295          200
   1996   4     9 100          10    30 304          204
   1997   4    17 107          10    22 295          188
   1998   3    24  83          11     4 308          225
   1999   3    26  85          10    23 296          211
   2000   4    13 104          10     6 280          176
   2001   4    17 107          10    27 300          193
   2002   4    26 116          10    13 286          170
   2003   4    10 100          10    25 298          198
   2004   4    13 104          10    17 291          187
             MEAN=104              MEAN=293     MEAN=189
