# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA4894] LOGAN
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia4894 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951     62     27     22     18    260    135    113     94
 1952     88     43     35     29    388    239    211    184
 1953    179     89     71     55    268    142    117     95
 1954     99     33     23     15    491    321    286    253
 1955    149     82     69     56    555    372    336    302
 1956    175     84     69     56    357    229    203    179
 1957    142     62     51     43    381    243    215    190
 1958     68     21     12      8    365    210    179    148
 1959    154     75     60     50    374    231    204    178
 1960     21      3      1      0    429    270    236    205
 1961    143     57     44     33    308    180    155    132
 1962     86     36     30     26    408    260    227    196
 1963    250    148    133    119    472    310    273    238
 1964    128     55     43     33    422    259    227    198
 1965     20      6      5      4    387    250    219    190
 1966    270    162    139    116    299    175    148    125
 1967    259    170    149    131    464    303    267    234
 1968    356    233    210    187    446    292    258    227
 1969     75     31     25     21    433    283    251    221
 1970     88     28     20     13    457    310    281    253
 1971    142     82     69     58    449    301    270    239
 1972    201    104     86     70    402    250    219    191
 1973    186     76     56     41    386    242    213    186
 1974    258    153    132    114    490    332    296    262
 1975     76     31     23     18    342    202    171    143
 1976    218    125    111     97    532    357    321    285
 1977    290    166    141    119    591    407    367    329
 1978    161    100     87     76    365    212    181    153
 1979    111     43     34     26    329    203    178    153
 1980    143     67     54     43    433    288    259    231
 1981    255    150    130    110    590    396    355    316
 1982    138     56     41     30    376    245    218    192
 1983    156     87     73     59    227    126    109     94
 1984     51      9      5      2    290    157    133    111
 1985    231    129    108     88    502    343    310    278
 1986    268    166    146    128    470    301    265    232
 1987    239    141    121    103    508    352    319    287
 1988    231    142    123    104    389    264    235    206
 1989    171    106     93     80    467    323    289    255
 1990    181     96     80     66    387    242    211    183
 1991    208    119    100     82    422    262    230    200
 1992    235    129    110     92    307    187    163    141
 1993     89     38     34     30    260    149    128    107
 1994    213    127    110     93    393    259    231    206
 1995    195    106     89     72    267    151    129    108
 1996    119     50     39     28    315    196    171    148
 1997    188    101     83     68    268    161    137    115
 1998    114     62     55     48    337    203    175    148
 1999    174     91     74     58    349    196    166    141
 2000    271    152    128    106    367    236    209    185
 2001     79     31     23     16    441    290    259    230
 2002     91     37     28     20    394    250    221    195
 2003    203    120    106     92    444    299    267    239
 2004    221    123    101     81    429    280    250    220
 2005    183     90     71     56    457    295    257    221
     ****************************  ****************************
 MEAN  165.5   88.2   74.1   61.6  398.9  254.0  224.0  195.9
 STDV   74.1   51.1   45.8   40.5   84.1   67.1   62.8   58.5

               MAY                         JUNE        
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    710    490    438    389    775    540    483    428
 1952    655    439    391    346   1021    781    721    662
 1953    637    433    389    347   1001    763    704    646
 1954    556    368    328    290    969    732    674    617
 1955    765    529    478    429    813    577    522    471
 1956    738    518    467    420   1011    774    716    658
 1957    627    405    357    313    869    630    571    514
 1958    755    533    483    434    838    602    545    490
 1959    702    474    421    372    959    719    659    600
 1960    660    446    397    351    848    608    549    492
 1961    619    413    367    324    879    640    583    529
 1962    902    659    599    542    903    663    605    548
 1963    723    495    440    388   1016    776    716    656
 1964    856    615    561    507    907    669    611    556
 1965    802    570    515    463    926    686    626    566
 1966    658    463    422    382    934    695    637    583
 1967    602    404    361    321    908    670    613    557
 1968    573    380    339    302    948    710    653    597
 1969    729    510    461    415    805    580    529    479
 1970    829    606    556    506    945    707    648    592
 1971    614    410    365    324   1028    788    729    670
 1972    679    461    413    368    916    682    626    572
 1973    644    444    398    354    953    713    653    595
 1974    692    471    424    381    856    620    563    511
 1975    787    559    507    460    909    671    615    560
 1976    644    445    402    362    932    696    638    583
 1977    890    646    586    530    962    722    662    605
 1978    678    468    421    374    936    702    648    595
 1979    659    456    410    369    925    689    633    578
 1980    748    530    481    440    956    716    658    600
 1981    651    443    399    356    980    740    681    622
 1982    712    487    434    384    777    556    506    457
 1983    552    362    325    291    897    664    608    554
