# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA5086] MANCHESTER-2
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 NUMBER OF RAINY DAYS PER MONTH PER YEAR
YEAR   JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC ANN   
1951     5   8  13  13  15  14   9  11   6  14   6   7 121
1952     8   4  11   6  10   9   7   7   4   0   3   6  75
1953     6   6   8  13   7   9  11   5   5   2   5   7  84
1954     3   4   7  10  10  14   7  13   6  11   4   7  96
1955     4   5   4   8   9   8  11   5   8  10   3   6  81
1956     6   3   9   8  17   6  10   8   6   5   4   5  87
1957     6   4   6  11  16  12  10   9   6   5   9   5  99
1958     3   1   2   9   9   9  13   9   7   5   5   4  76
1959     5   6   8   9  14   8   6   8   6   7   5   5  87
1960     4   4   7  10  13  12   8   9   7   1   1   3  79
1961     2   4   8   9   7   8  16   7  11   8   7   6  93
1962     4  12   7  10  12   7  11   6   8   9   2   3  91
1963     3   5   9  12   5   4   8   8   7   2   6   3  72
1964     1   2   6  10   7   9   6   7   9   2   5   7  71
1965     4   4  10  14  11   9   4  13  16   7   4   6 102
1966     5   4   8   7   8  11   8   5   4   3   4   6  73
1967     8   7   5  12   8  10   7   9   7   9   9   8  99
1968     7   1   3   9  10  11  10   9  16   5   4  10  95
1969     8   2   5  10  11  15  16   2   8  11   6   8 102
1970     4   3   2   8  13   9   9   6  13  13   7   4  91
1971     5   8   7   4  11  12   9   6   7  10   7   8  94
1972     3   6  10  11  11  11  13  12  10   7   9   7 110
1973     4   6  10  10  13   9   8   7  14   6   7   8 102
1974     9   4   9   8  13   9   7  14   7   7   5   8 100
1975     8   7  10  12  10  12   5  12   7   1  11   3  98
1976     0   0   0   9   9   9   9   8   4   6   1   4  59
1977    10   1  11   7  10   9   7  15  12   9  11   7 109
1978     5   4   4  14   8  13  15   7   7   7  10   7 101
1979     8   7   9  13   6  12   9  14   4  11   7   3 103
1980     7   6   4   9  11   9   8  15  10   5   5   5  94
1981     4   6   3  13   7  10  10   9   7  10  10   3  92
1982     9   3  10   6  17  11  10   6   9   8   7   9 105
1983     3   5   8   8  19  10   7   6   9  11   9   5 100
1984     3   3   6  11  13   9   8   4   7  13   5   8  90
1985     5   6   8   5  10   5   7   6  11  11  13   6  93
1986     5   5   6  11  15  14  10   8  13   8   6   3 104
1987     4   0   9   7   8   7   6  13  10   6  11  10  91
1988     3   4   3   6   5   6   9   7  10   8  12   4  77
1989     4   6   7  10   6   8   6   9   9   7   6   6  84
1990     6   4  13  15  13  15  11  11   4   8   8   8 116
1991     8   4  12  14  14   6   3   7  11  11  14   7 111
1992     6   7  13  12   6   5  19   7  12   6  12  13 118
1993    10  10   9  11  19  12  12  14  13   8   5   9 132
1994    13  11   2   7   9  10  11  10  11   5  11   6 106
1995     9   4  10  17  10   9   8   9   9  13   8   5 111
1996    11   3   7   8  19  16   9   7   8  10  12   7 117
1997    12   9   8   9  11  10  14  10  11   8   8   8 118
1998     9  10  13  15  13  15   7  15   6  14   4   4 125
1999    14   5   6  12  15  15  13   9   6   4   3  10 112
2000     8   8  12   8  18  19  10   9  10   8  12  15 137
2001    14  10   6  14  15  12   6  10   9   9   8   9 122
2002    10  10  13  14  14  15  12  13  10  19  10   9 149
2003     8  10  14  14  17  15  13   8   9   6  16  14 144
2004    11  10  21   9  19  18  13  15   3  16  12  13 160
2005    16  12  17   9  17  13  11   0   0   0   0   0  95
STDDEV   3   3   4   3   4   3   3   3   3   4   4   3  20
AVG      7   6   8  10  12  11   9   9   8   8   7   7 101
