# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA4894] LOGAN
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
  1 3/1-->3/7        1.10   0.24   64(70)   16(17)   10(11)    2( 2)    0( 0)    0       92
  2 3/8-->3/14       1.50   0.27   62(67)   19(20)    7( 8)    5( 5)    0( 0)    0       93
  3 3/15-->3/21      1.80   0.26   54(68)   17(21)    6( 8)    3( 4)    0( 0)    0       80
  4 3/22-->3/28      1.52   0.37   43(52)   19(23)   10(12)   10(12)    0( 0)    0       82
  5 3/29-->4/4       1.87   0.29   58(58)   21(21)   19(19)    2( 2)    0( 0)    0      100
  6 4/5-->4/11       2.90   0.34   63(66)   14(15)   12(13)    6( 6)    1( 1)    0       96
  7 4/12-->4/18      2.87   0.34   71(58)   25(20)   19(16)    6( 5)    1( 1)    0      122
  8 4/19-->4/25      2.78   0.40   59(52)   26(23)   21(18)    7( 6)    1( 1)    0      114
  9 4/26-->5/2       2.75   0.40   69(53)   28(22)   20(16)   10( 8)    2( 2)    0      129
 10 5/3-->5/9        3.36   0.39   74(53)   27(19)   27(19)    9( 6)    2( 1)    0      139
 11 5/10-->5/16      2.61   0.39   66(53)   25(20)   23(18)    9( 7)    2( 2)    0      125
 12 5/17-->5/23      5.12   0.48   60(47)   28(22)   30(23)    8( 6)    3( 2)    0      129
 13 5/24-->5/30      2.90   0.41   84(55)   27(18)   28(18)   13( 8)    2( 1)    0      154
 14 5/31-->6/6       2.36   0.43   59(49)   24(20)   24(20)   10( 8)    4( 3)    0      121
 15 6/7-->6/13       1.92   0.45   55(44)   28(22)   31(25)   12(10)    0( 0)    0      126
 16 6/14-->6/20      3.34   0.49   68(49)   23(17)   27(20)   17(12)    3( 2)    0      138
 17 6/21-->6/27      3.10   0.54   51(46)   21(19)   20(18)   13(12)    5( 5)    0      110
 18 6/28-->7/4       2.50   0.48   52(54)   16(16)   15(15)   10(10)    4( 4)    0       97
 19 7/5-->7/11       2.36   0.50   53(44)   22(18)   27(23)   14(12)    4( 3)    0      120
 20 7/12-->7/18      2.95   0.46   55(54)   14(14)   20(20)    8( 8)    4( 4)    0      101
 21 7/19-->7/25      2.85   0.42   64(58)   19(17)   14(13)   12(11)    2( 2)    0      111
 22 7/26-->8/1       3.94   0.40   70(65)   14(13)   14(13)    7( 6)    3( 3)    0      108
 23 8/2-->8/8        5.83   0.44   63(59)   15(14)   18(17)    6( 6)    4( 4)    0      106
 24 8/9-->8/15       2.20   0.38   56(56)   21(21)   12(12)   10(10)    1( 1)    0      100
 25 8/16-->8/22      3.50   0.49   42(42)   22(22)   23(23)    9( 9)    3( 3)    0       99
 26 8/23-->8/29      2.50   0.45   55(51)   19(18)   15(14)   16(15)    2( 2)    0      107
 27 8/30-->9/5       3.51   0.57   47(47)   22(22)   10(10)   15(15)    6( 6)    0      100
 28 9/6-->9/12       2.00   0.53   27(36)   23(30)   11(14)   15(20)    0( 0)    0       76
 29 9/13-->9/19      2.25   0.40   54(54)   18(18)   19(19)    6( 6)    3( 3)    0      100
 30 9/20-->9/26      5.20   0.36   61(60)   20(20)   13(13)    6( 6)    1( 1)    0      101
 31 9/27-->10/3      1.95   0.36   48(60)   13(16)   11(14)    8(10)    0( 0)    0       80
 32 10/4-->10/10     2.18   0.50   33(45)   17(23)   11(15)   11(15)    2( 3)    0       74
 33 10/11-->10/17    2.61   0.44   32(53)   11(18)    9(15)    5( 8)    3( 5)    0       60
 34 10/18-->10/24    1.05   0.30   43(61)   11(15)   15(21)    2( 3)    0( 0)    0       71
 35 10/25-->10/31    1.80   0.28   49(64)   18(24)    6( 8)    3( 4)    0( 0)    0       76
 36 11/1-->11/7      1.44   0.32   39(58)   14(21)   10(15)    4( 6)    0( 0)    0       67
 37 11/8-->11/14     2.00   0.25   45(73)    9(15)    5( 8)    3( 5)    0( 0)    0       62
 38 11/15-->11/21    1.59   0.35   40(59)   11(16)   13(19)    4( 6)    0( 0)    0       68
 39 11/22-->11/28    1.30   0.21   41(67)   12(20)    6(10)    2( 3)    0( 0)    0       61
 40 11/29-->12/5     1.23   0.18   51(78)    9(14)    4( 6)    1( 2)    0( 0)    0       65
 41 12/6-->12/12     1.11   0.18   49(78)    9(14)    4( 6)    1( 2)    0( 0)    0       63
 42 12/13-->12/19    2.00   0.21   49(74)   12(18)    3( 5)    2( 3)    0( 0)    0       66
 43 12/20-->12/26    1.05   0.16   42(82)    7(14)    1( 2)    1( 2)    0( 0)    0       51
 44 12/27-->1/2      2.10   0.22   48(76)   10(16)    3( 5)    1( 2)    1( 2)    0       63
 45 1/3-->1/9        0.67   0.16   45(82)    5( 9)    5( 9)    0( 0)    0( 0)    0       55
 46 1/10-->1/16      0.90   0.17   42(79)    7(13)    4( 8)    0( 0)    0( 0)    0       53
 47 1/17-->1/23      0.85   0.17   53(76)   13(19)    4( 6)    0( 0)    0( 0)    0       70
 48 1/24-->1/30      0.82   0.16   47(84)    5( 9)    4( 7)    0( 0)    0( 0)    0       56
 49 1/31-->2/6       0.84   0.18   41(72)   12(21)    4( 7)    0( 0)    0( 0)    0       57
 50 2/7-->2/13       0.90   0.16   43(80)    8(15)    3( 6)    0( 0)    0( 0)    0       54
 51 2/14-->2/20      1.22   0.20   54(70)   16(21)    5( 6)    2( 3)    0( 0)    0       77
 52 2/21-->2/27      1.35   0.20   54(77)   11(16)    2( 3)    3( 4)    0( 0)    0       70
 53 2/28-->2/29      0.54   0.13   11(85)    1( 8)    1( 8)    0( 0)    0( 0)    0       13
ANNUAL TOTALS        5.83   0.36 2758(58)  874(18)  678(14)  329( 6)   69( 1)    0     4708
