# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 01 Sep 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0133] ALGONA
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# Low Temperature exceedence probabilities
# (On a certain date, what is the chance a temperature below a certain
#  threshold would have been observed)
 Date    <33  <29  <27  <23
 Aug 17    0    0    0    0
 Aug 19    0    0    0    0
 Aug 21    0    0    0    0
 Aug 23    0    0    0    0
 Aug 25    0    0    0    0
 Aug 27    0    0    0    0
 Aug 29    0    0    0    0
 Aug 31    0    0    0    0
 Sep 02    0    0    0    0
 Sep 04    0    0    0    0
 Sep 06    0    0    0    0
 Sep 08    0    0    0    0
 Sep 10    0    0    0    0
 Sep 12    0    0    0    0
 Sep 14    0    0    0    0
 Sep 16    1    0    0    0
 Sep 18    3    0    0    0
 Sep 20    8    0    0    0
 Sep 22   13    3    1    0
 Sep 24   16    4    1    0
 Sep 26   23    5    1    0
 Sep 28   30    9    4    0
 Sep 30   39   15    6    0
 Oct 02   45   16    7    0
 Oct 04   50   18    8    1
 Oct 06   63   26   12    2
 Oct 08   71   30   15    5
 Oct 10   76   39   25    7
 Oct 12   81   47   31    8
 Oct 14   84   50   35   10
 Oct 16   89   53   36   12
 Oct 18   91   58   44   18
 Oct 20   91   63   50   21
 Oct 22   93   67   54   25
 Oct 24   95   73   63   30
 Oct 26   96   78   69   37
 Oct 28   98   84   76   42
 Oct 30   98   87   79   50
 Nov 01   99   90   81   58
 Nov 03   99   93   86   65
 Nov 05   99   96   90   72
 Nov 07  100   99   94   75
 Nov 09  100  100   97   83
 Nov 11  100  100   99   88
 Nov 13  100  100  100   92
 Nov 15  100  100  100   95
 Nov 17  100  100  100   95
 Nov 19  100  100  100   98
 Nov 21  100  100  100   98
 Nov 23  100  100  100  100
 Nov 25  100  100  100  100
 Nov 27  100  100  100  100
 Nov 29  100  100  100  100
 Dec 01  100  100  100  100
 Dec 03  100  100  100  100
 Dec 05  100  100  100  100
 Dec 07  100  100  100  100
 Dec 09  100  100  100  100
 Dec 11  100  100  100  100
 Dec 13  100  100  100  100
 Dec 15  100  100  100  100
 Dec 17  100  100  100  100
 Dec 19  100  100  100  100
 Dec 21  100  100  100  100
 Dec 23  100  100  100  100
 Dec 25  100  100  100  100
 Dec 27  100  100  100  100
 Dec 29  100  100  100  100
