# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA8806] WEBSTER-CITY
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
  1 3/1-->3/7        1.60   0.22   65(69)   18(19)    9(10)    2( 2)    0( 0)    0       94
  2 3/8-->3/14       1.10   0.24   69(72)   12(13)   12(13)    3( 3)    0( 0)    0       96
  3 3/15-->3/21      1.20   0.22   68(72)   16(17)    9( 9)    2( 2)    0( 0)    0       95
  4 3/22-->3/28      1.42   0.29   61(65)   17(18)    9(10)    7( 7)    0( 0)    0       94
  5 3/29-->4/4       1.82   0.26   67(63)   22(21)   15(14)    2( 2)    0( 0)    0      106
  6 4/5-->4/11       1.82   0.29   62(63)   21(21)   11(11)    4( 4)    0( 0)    0       98
  7 4/12-->4/18      1.70   0.32   70(58)   29(24)   15(12)    7( 6)    0( 0)    0      121
  8 4/19-->4/25      2.08   0.34   80(57)   30(21)   23(16)    6( 4)    2( 1)    0      141
  9 4/26-->5/2       2.32   0.36   78(60)   22(17)   19(15)    9( 7)    2( 2)    0      130
 10 5/3-->5/9        2.10   0.35   72(56)   32(25)   18(14)    6( 5)    1( 1)    0      129
 11 5/10-->5/16      1.78   0.31   75(54)   41(30)   15(11)    7( 5)    0( 0)    0      138
 12 5/17-->5/23      2.65   0.38   80(56)   29(20)   20(14)   11( 8)    3( 2)    0      143
 13 5/24-->5/30      2.10   0.40   83(52)   35(22)   25(16)   16(10)    1( 1)    0      160
 14 5/31-->6/6       1.76   0.31   87(61)   27(19)   18(13)   10( 7)    0( 0)    0      142
 15 6/7-->6/13       3.40   0.48   75(51)   29(20)   22(15)   13( 9)    7( 5)    0      146
 16 6/14-->6/20      2.61   0.48   73(49)   25(17)   25(17)   24(16)    1( 1)    0      148
 17 6/21-->6/27      3.83   0.53   63(52)   22(18)   23(19)    6( 5)    8( 7)    0      122
 18 6/28-->7/4       4.70   0.48   66(56)   18(15)   16(14)   14(12)    4( 3)    0      118
 19 7/5-->7/11       6.27   0.63   54(44)   19(16)   25(20)   15(12)    9( 7)    0      122
 20 7/12-->7/18      5.10   0.52   54(50)   14(13)   26(24)   10( 9)    5( 5)    0      109
 21 7/19-->7/25      3.43   0.40   70(58)   22(18)   19(16)    9( 7)    1( 1)    0      121
 22 7/26-->8/1       3.02   0.44   56(54)   15(15)   19(18)   11(11)    2( 2)    0      103
 23 8/2-->8/8        3.30   0.45   74(60)   12(10)   19(15)   15(12)    4( 3)    0      124
 24 8/9-->8/15       3.50   0.43   58(57)   14(14)   17(17)   10(10)    3( 3)    0      102
 25 8/16-->8/22      5.20   0.52   59(54)   17(16)   16(15)   12(11)    5( 5)    0      109
 26 8/23-->8/29      3.10   0.51   60(52)   17(15)   18(16)   18(16)    3( 3)    0      116
 27 8/30-->9/5       2.43   0.38   56(58)   18(19)   13(13)    8( 8)    2( 2)    0       97
 28 9/6-->9/12       1.98   0.34   57(61)   18(19)   12(13)    7( 7)    0( 0)    0       94
 29 9/13-->9/19      3.01   0.41   59(56)   21(20)   16(15)    7( 7)    3( 3)    0      106
 30 9/20-->9/26      2.07   0.34   62(57)   21(19)   18(17)    6( 6)    1( 1)    0      108
 31 9/27-->10/3      2.02   0.32   60(63)   14(15)   14(15)    6( 6)    1( 1)    0       95
 32 10/4-->10/10     1.56   0.35   52(56)   13(14)   22(24)    6( 6)    0( 0)    0       93
 33 10/11-->10/17    1.90   0.31   58(61)   18(19)   14(15)    5( 5)    0( 0)    0       95
 34 10/18-->10/24    2.36   0.30   59(72)    9(11)    8(10)    5( 6)    1( 1)    0       82
 35 10/25-->10/31    1.57   0.29   58(68)   10(12)   13(15)    4( 5)    0( 0)    0       85
 36 11/1-->11/7      2.08   0.30   52(67)    8(10)   14(18)    3( 4)    1( 1)    0       78
 37 11/8-->11/14     1.44   0.20   49(74)   12(18)    3( 5)    2( 3)    0( 0)    0       66
 38 11/15-->11/21    1.67   0.36   45(58)    8(10)   17(22)    7( 9)    0( 0)    0       77
 39 11/22-->11/28    0.92   0.18   66(80)   10(12)    7( 8)    0( 0)    0( 0)    0       83
 40 11/29-->12/5     1.25   0.22   54(75)    8(11)    9(13)    1( 1)    0( 0)    0       72
 41 12/6-->12/12     0.85   0.20   52(75)   10(14)    7(10)    0( 0)    0( 0)    0       69
 42 12/13-->12/19    0.92   0.16   54(84)    8(13)    2( 3)    0( 0)    0( 0)    0       64
 43 12/20-->12/26    0.97   0.14   67(87)    6( 8)    4( 5)    0( 0)    0( 0)    0       77
 44 12/27-->1/2      1.70   0.18   55(82)    3( 4)    8(12)    1( 1)    0( 0)    0       67
 45 1/3-->1/9        0.95   0.15   49(82)    8(13)    3( 5)    0( 0)    0( 0)    0       60
 46 1/10-->1/16      0.83   0.15   47(80)   11(19)    1( 2)    0( 0)    0( 0)    0       59
 47 1/17-->1/23      0.69   0.14   60(86)    7(10)    3( 4)    0( 0)    0( 0)    0       70
 48 1/24-->1/30      0.90   0.12   72(90)    5( 6)    3( 4)    0( 0)    0( 0)    0       80
 49 1/31-->2/6       1.01   0.17   58(83)    6( 9)    5( 7)    1( 1)    0( 0)    0       70
 50 2/7-->2/13       0.83   0.15   55(83)    9(14)    2( 3)    0( 0)    0( 0)    0       66
 51 2/14-->2/20      1.16   0.20   52(72)   14(19)    5( 7)    1( 1)    0( 0)    0       72
 52 2/21-->2/27      1.08   0.17   60(78)   12(16)    4( 5)    1( 1)    0( 0)    0       77
 53 2/28-->2/29      0.49   0.14    5(71)    2(29)    0( 0)    0( 0)    0( 0)    0        7
ANNUAL TOTALS        6.27   0.34 3252(62)  864(16)  690(13)  320( 6)   70( 1)    0     5196
