# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0133] ALGONA
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
  RECORD LARGEST AND SMALLEST DAILY RANGES (MAX-MIN) FOR STATION NUMBER  ia0133
     JAN     FEB     MAR     APR     MAY     JUN     JUL     AUG     SEP     OCT     NOV     DEC
 DY  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  33   2  33   6  37   5  41   5  44   2  40   7  35  13  38  11  40   5  50  11  39   4  36   3
  2  34   3  50   3  42   4  47   3  40   3  36   8  31  14  32  12  45   7  43   4  37   3  36   2
  3  36   3  33   3  37   2  45   3  46   7  41   9  34   9  35  10  36   7  44   5  40   5  33   4
  4  36   3  38   1  38   4  43   7  49   5  42  13  41   8  33   7  38  12  48   6  39   2  33   4
  5  38   3  35   1  37   4  44   7  41   7  42  11  34   8  36   2  38  12  44   8  36   3  36   1
  6  34   3  36   4  35   6  46   7  47   3  40   9  34   9  38   6  38  15  44   6  36   2  34   2
  7  37   6  35   5  45   7  44   5  42   3  37   8  36   9  40   6  42   6  43   3  37   6  40   2
  8  36   4  38   4  36   4  40   5  43   7  42   8  37  13  34   4  41   9  41   7  38   3  31   3
  9  31   2  37   3  43   5  49   1  41   7  37   6  33   5  33  15  41   8  39   4  41   3  36   3
 10  38   3  38   3  39   4  39   4  45   6  40   9  32   9  36  12  39  11  43   6  42   3  36   2
 11  34   3  36   4  42   5  51   4  41   8  37   6  33   8  36   7  40   9  41   6  39   2  36   3
 12  41   2  40   4  37   4  41   4  40   8  34   9  32   7  34  11  47   6  42   7  39   2  30   4
 13  46   3  38   3  36   5  45   5  44   5  34  12  32   9  34   8  38  11  44   6  36   3  38   2
 14  32   3  34   3  41   2  41   3  42   8  34   9  38   5  39   9  39   4  38   9  42   4  45   0
 15  36   4  34   3  38   3  49   5  38  12  32   7  33   6  36  11  37   2  47   2  33   2  37   4
 16  41   5  39   4  41   3  50   4  53   8  35  10  39  11  34   7  38   7  42   6  37   6  44   4
 17  39   5  37   4  39   2  47   3  38   6  35   7  36  11  42  10  43   3  37   6  40   3  39   2
 18  57   4  38   2  39   2  55   8  44   4  43   7  33   9  37   7  38   5  42   7  36   5  37   4
 19  36   2  35   3  36   3  48   5  42   8  40   9  30   9  34   8  45   2  42   8  49   3  39   4
 20  38   4  37   4  39   6  42   7  37   8  37  12  33   7  36   6  39   5  47   1  31   4  32   5
 21  42   3  47   3  36   4  48   4  43   7  36   9  32   7  36   6  40   7  41   4  41   4  37   4
 22  46   2  39   1  44   5  39   3  38   6  37  10  33   4  40   6  41   6  39   5  39   3  32   4
 23  34   4  40   2  39   4  40   9  40  11  40   9  34   7  35  11  41   4  43   6  32   2  36   2
 24  37   4  45   3  49   3  42   7  37   7  33  15  39   7  36   9  43  10  42   5  38   3  40   3
 25  37   5  41   3  41   5  42  11  38   3  36  14  36  13  34   4  42   5  43   4  42   4  37   4
 26  34   3  37   3  41   4  39   5  39   5  35   7  34   9  36   6  44   4  45   6  36   2  40   4
 27  41   2  42   2  39   3  40   9  35   6  39  11  34   5  35  11  41   9  46   5  40   3  34   3
 28  40   4  37   5  42   6  46   7  36   6  45   9  35   5  38   8  42   9  42   4  36   2  32   3
 29  35   5  32   9  44   4  49   5  37   3  35  10  35   8  36   6  41   5  39   7  39   4  33   3
 30  36   5  **  **  45   4  42   4  36   7  37   3  32   5  42   5  46  10  40   7  35   3  39   2
 31  41   5  **  **  48   4  **  **  35  12  **  **  38  10  39  12  **  **  40   5  **  **  36   2
