# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1233] CARROLL-2-SSW
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY HEATING DEGREE DAYS 1951-2006 FOR STATION # ia1233
 YEAR    JAN    FEB  MARCH  APRIL    MAY   JUNE   JULY AUGUST   SEPT   OCT   NOV   DEC
 1951   1462   1148   1226    671    145     86     15     12    195    472   1069   1428
 1952   1420    996   1032    484    259     13      0     16    117    567    842   1201
 1953   1364   1089    886    647    233     15     11     11    133    299    728   1132
 1954   1500    795   1048    391    338     43      0      5     82    454    725   1133
 1955   1371   1320   1009    279    119     65      0      1    106    375   1076   1442
 1956   1493   1260    959    575    184     17      0     28    149    261    907   1140
 1957   1570   1000    917    501    224     38      0     12    177    525    945   1093
 1958   1323   1394   1032    500    153     70     13     34    107    372    827   1395
 1959   1563   1276    955    506    173     27     15      5    191    556   1111   1022
 1960   1471   1386   1456    447    174     36      5      0    134    439    813   1314
 1961   1429   1081    964    678    263     34      0      5    205    369    910   1476
 1962   1610   1231   1197    530     78     45     11      7    194    380    772   1237
 1963   1734   1243    822    414    204      6      0     25     62    162    709   1569
 1964   1205   1097   1096    465     88     42      0     53    173    495    779   1400
 1965   1511   1336   1343    517    107     17      3     27    214    389    856   1028
 1966   1674   1190    803    655    283     40      0     35    192    460    878   1343
 1967   1367   1234    801    472    329     24     26     37    156    480    901   1187
 1968   1419   1263    718    432    276     33     10     15    128    390    936   1382
 1969   1570   1158   1265    443    164     83      0      0     68    546    867   1359
 1970   1725   1119   1119    475    127     20     12      6    158    494    891   1273
 1971   1594   1222   1005    453    257      7     30     14    124    298    812   1215
 1972   1548   1393    900    507    183     25     21     21    134    546    951   1490
 1973   1385   1116    729    507    216      8      4      3    127    277    813   1432
 1974   1514   1101    796    429    222     57      8     52    216    335    822   1209
 1975   1417   1256   1164    592    127     23      5      1    193    319    690   1155
 1976   1318    871    845    344    203      9      1      2     78    562    993   1345
 1977   1733   1038    676    304     27     13      0     14     72    467    864   1355
 1978   1747   1467   1026    502    210     29      0      2     37    334    845   1346
 1979   1784   1514   1046    607    233     26      2     22    122    482    946   1121
 1980   1382   1332   1032    478    187     19      0      0    121    594    794   1279
 1981   1296   1083    815    317    248      5     13     24    120    548    773   1386
 1982   1822   1260   1002    612    130     67      0     37    172    443    952   1178
 1983   1320   1010    927    716    338     41      0      0    150    467    849   1729
 1984   1326    879   1014    531    247      2      2      7    189    407    808   1281
 1985   1530   1243    781    385     95     60      2     16    216    442   1164   1647
 1986   1208   1287    778    433    155      7      0     39     81    432   1023   1236
 1987   1222    895    782    407     87      8      1     57     98    599    743   1168
 1988   1520   1313    834    499     55      6      3     12     81    572    841   1176
 1989   1108   1441    995    475    190     47      0      5    154    409    988   1587
 1990   1063   1045    817    526    266     34      9      5    105    448    744   1454
 1991   1641    958    809    429    155      5      1      5    182    495   1158   1164
 1992   1122    949    797    564    193     24     22     58    162    451    979   1244
 1993   1513   1318   1059    617    219     59      0     13    242    525    947   1228
 1994   1744   1321    806    513    159     23      3     25    103    358    797   1236
 1995   1427   1071    909    625    266     40      6      0    184    464   1025   1223
 1996   1557   1173   1106    563    306     35      3      3    189    416   1079   1481
 1997   1567   1136    858    650    327      1      8     17    105    444    982   1175
 1998   1326    919   1092    484     95     96      0      1     43    360    738   1110
 1999   1482    938    915    499    192     49      1      6    167    469    618   1185
 2000   1314    966    704    491    133     39     10      1    119    328   1010   1718
 2001   1372   1367   1087    434    195     55      5      7    148    464    513   1076
 2002   1159   1020   1119    519    294      9      2     11    122    618    915   1118
 2003   1434   1281    957    469    243     47      1      2    175    393    901   1164
 2004   1502   1293    775    443    207     55     16     66     63    392    773   1215
 2005   1460    971    905    378    243      3      5      0      0      0      0      0
 MEAN   1459   1165    955    498    197     32      6     16    140    438    878   1290
