# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1731] COLUMBUS-JCT-2-SSW
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
  1 3/1-->3/7        3.43   0.26   84(68)   23(19)   13(10)    3( 2)    1( 1)    0      124
  2 3/8-->3/14       1.63   0.30   61(60)   18(18)   15(15)    7( 7)    0( 0)    0      101
  3 3/15-->3/21      1.35   0.24   73(67)   20(18)   14(13)    2( 2)    0( 0)    0      109
  4 3/22-->3/28      1.76   0.23   94(70)   20(15)   16(12)    4( 3)    0( 0)    0      134
  5 3/29-->4/4       2.65   0.28   83(65)   21(17)   16(13)    6( 5)    1( 1)    0      127
  6 4/5-->4/11       1.58   0.31   74(59)   25(20)   17(14)    9( 7)    0( 0)    0      125
  7 4/12-->4/18      3.22   0.35   80(59)   23(17)   21(16)    9( 7)    2( 1)    0      135
  8 4/19-->4/25      3.75   0.39   93(58)   26(16)   27(17)   11( 7)    4( 2)    0      161
  9 4/26-->5/2       1.60   0.34   83(56)   27(18)   26(18)   11( 7)    0( 0)    0      147
 10 5/3-->5/9        2.38   0.34  100(65)   19(12)   20(13)   14( 9)    2( 1)    0      155
 11 5/10-->5/16      3.90   0.41   93(61)   18(12)   23(15)   15(10)    3( 2)    0      152
 12 5/17-->5/23      3.30   0.37   86(59)   29(20)   19(13)    9( 6)    3( 2)    0      146
 13 5/24-->5/30      3.29   0.40   89(56)   28(18)   21(13)   18(11)    2( 1)    0      158
 14 5/31-->6/6       4.65   0.35   87(60)   23(16)   24(17)    8( 6)    2( 1)    0      144
