# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA7147] ROCK-RAPIDS
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia7147
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  0.23  2.84  3.22  4.14  5.18  6.07  3.55  4.56  3.70  1.71  0.31  1.74 37.25
 1952  0.99  1.47  1.56  1.07  2.50  4.98  3.10  5.39  0.48  0.00  0.35  0.38 22.27
 1953  1.03  1.21  1.79  3.06  2.17  5.62  2.48  4.54  1.68  0.51  1.36  1.43 26.88
 1954  0.12  1.60  1.82  2.34  2.09  6.95  2.76  3.07  3.67  1.71  0.28  0.02 26.43
 1955  0.23  0.74  0.48  3.71  1.80  3.32  4.40  0.76  0.58  0.52  0.33  0.90 17.77
 1956  0.60  0.32  0.76  2.17  2.21  3.27  4.33  2.88  0.54  1.05  1.79  0.20 20.12
 1957  0.17  0.46  1.75  1.79  4.74  6.97  4.36  6.45  2.07  1.63  1.62  0.26 32.27
 1958  0.04  0.85  0.65  2.73  1.26  3.64  3.14  0.65  1.40  0.07  1.13  0.22 15.78
 1959  0.26  0.99  0.63  0.26  9.43  1.65  0.20  8.16  2.17  3.36  1.13  0.93 29.17
 1960  0.35  0.15  1.36  4.11  6.69  2.42  1.60  3.80  4.86  0.92  0.78  0.72 27.76
 1961  0.17  1.22  1.29  1.76  4.90  3.17  1.37  5.34  2.32  2.26  1.52  1.12 26.44
 1962  0.33  3.37  1.54  2.25  2.89  4.63  4.05  3.53  1.83  0.66  0.29  0.22 25.59
 1963  0.59  0.37  0.79  0.85  0.42  4.01  4.51  1.61  3.20  1.46  0.12  0.43 18.36
 1964  0.15  0.03  1.55  3.44  3.38  2.52  6.27  5.10  7.23  0.23  0.07  0.50 30.47
 1965  0.18  1.30  1.37  3.67  6.51  3.09  2.01  1.94  7.62  0.51  0.73  0.27 29.20
 1966  0.72  1.20  0.30  1.85  1.19  2.95  2.06  3.06  3.86  2.20  0.25  0.71 20.35
 1967  0.61  0.83  0.14  3.48  1.08  8.13  1.40  3.26  0.91  0.49  0.04  0.71 21.08
 1968  0.40  0.04  1.15  3.67  2.24  5.39  3.71  1.51  6.20  6.41  0.41  1.48 32.61
 1969  1.52  1.50  1.69  0.24  2.85  6.44  0.00  1.16  0.70  2.08  0.57  1.12 19.87
 1970  0.42  0.03  2.04  1.77  2.67  2.35  1.35  0.30  3.01  4.97  1.43  0.96 21.30
 1971  0.07  1.66  0.79  1.09  1.08  6.09  4.25  1.43  1.02  3.45  2.55  0.83 24.31
 1972  0.17  0.46  1.21  3.08  6.77  4.01  5.43  2.13  1.95  1.99  1.46  1.75 30.41
 1973  0.92  0.88  3.00  2.05  3.01  1.61  4.16  1.53  4.46  1.40  0.00  1.07 24.09
 1974  0.13  0.16  1.28  0.95  3.25  1.95  0.71  0.00  0.85  0.44  0.36  0.23 10.31
 1975  2.23  0.39  1.71  2.13  1.65  6.31  0.80  8.09  1.08  0.46  4.77  0.24 29.86
 1976  0.25  0.57  2.14  1.66  1.35  1.93  1.82  0.95  1.75  0.71  0.06  0.00 13.19
 1977  0.16  0.45  3.62  2.13  4.13  3.11  4.69  5.50  5.59  3.36  2.24  1.30 36.28
 1978  0.46  0.00  0.38  4.08  2.37  3.50  7.40  4.02  1.73  0.22  0.83  0.97 25.96
 1979  1.50  1.36  4.25  2.60  3.57  2.89  2.71  9.41  2.33  3.75  1.83  0.10 36.30
 1980  0.15  0.08  0.68  0.73  2.78  1.50  1.53  4.31  2.19  1.07  0.10  1.18 16.30
 1981  0.00  0.67  1.91  1.10  1.67  2.67  4.85  4.61  0.88  1.80  0.59  1.17 21.92
 1982  0.99  0.00  1.07  0.80  5.93  1.93  6.19  6.28  3.42  5.77  3.19  2.89 38.46
 1983  0.50  0.37  3.67  2.42  2.33  9.79  3.73  1.97  2.67  1.02  4.67  0.63 33.77
 1984  0.62  0.88  2.05  6.28  4.43 10.98  1.77  0.94  1.43  4.94  0.21  1.02 35.55
 1985  0.22  0.03  2.18  5.83  3.83  3.98  0.70  6.30  5.85  0.86  1.09  0.79 31.66
 1986  0.52  0.00  1.79  6.26  2.48  4.48  2.64  3.31  5.82  1.28  1.97  0.09 30.64
 1987  0.10  0.08  5.06  0.55  2.86  3.41  4.13  2.13  2.62  0.27  1.55  1.08 23.84
 1988  0.58  0.20  0.60  3.23  1.02  1.69  1.52  5.16  3.94  0.06  1.86  0.29 20.15
 1989  0.12  0.30  1.44  1.80  1.31  2.54  3.11  6.81  2.24  0.11  0.46  0.14 20.38
 1990  0.03  0.28  2.31  1.23  4.02  5.17  5.73  5.04  0.72  2.71  0.64  0.56 28.44
 1991  0.27  0.28  1.53  1.99  3.55  4.51  2.18  2.27  2.54  0.89  2.47  0.30 22.78
 1992  0.49  1.38  2.36  2.83  2.17  5.62  7.78  4.55  4.18  3.21  1.47  1.00 37.04
 1993  0.81  0.93  1.63  2.35  7.48  8.56  8.09  5.51  1.14  0.19  2.69  0.60 39.98
 1994  0.86  0.35  0.00  2.93  2.23  4.99  2.87  2.28  2.63  1.69  1.23  0.48 22.54
 1995  0.00  0.16  4.05  3.45  5.38  3.72  5.11  3.68  3.79  2.55  1.14  0.28 33.31
 1996  1.09  0.10  1.65  0.40  2.97  5.64  0.84  3.17  2.66  2.49  4.18  1.13 26.32
 1997  0.83  0.76  0.64  3.12  3.77  4.96  3.00  1.95  2.18  1.41  0.44  0.21 23.27
 1998  0.82  1.07  2.76  5.21  1.94  3.26  2.51  3.63  0.39  5.28  2.72  0.38 29.97
