# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0923] BRITT
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY HEATING DEGREE DAYS 1951-2006 FOR STATION # ia0923
 YEAR    JAN    FEB  MARCH  APRIL    MAY   JUNE   JULY AUGUST   SEPT   OCT   NOV   DEC
 1951   1603   1225   1296    711    172     74     17     28    239    513   1163   1543
 1952   1580   1048   1126    480    243      8      4     11    117    594    849   1307
 1953   1449   1203    971    702    234     22      7      1    124    267    766   1213
 1954   1543    828   1103    449    328     46      0      1    105    478    765   1232
 1955   1445   1313   1069    301    102     49      0      8    105    405   1103   1524
 1956   1554   1353   1107    621    208     13      6     20    132    236    923   1228
 1957   1629   1075    983    513    257     26      0     10    168    529    969   1172
 1958   1307   1388   1011    495    137     84      9     24     88    336    812   1490
 1959   1643   1400   1049    475    161     19      5      3    176    595   1177   1080
 1960   1434   1323   1425    495    198     32      1      4    163    416    811   1395
 1961   1499   1134    983    703    274     20      0      5    193    366    920   1467
 1962   1683   1326   1251    616    123     41     18      6    216    396    790   1321
 1963   1798   1380    869    467    228     15      5     32     94    162    743   1636
 1964   1276   1080   1144    514     92     37      2     47    179    482    815   1435
 1965   1600   1419   1431    630    127      6      3     41    283    427    896   1092
 1966   1822   1299    866    682    319     33      0     33    176    441    948   1364
 1967   1437   1363    895    519    365     18     37     36    151    508    961   1243
 1968   1483   1339    735    436    314     40      9     20    129    412    905   1408
 1969   1684   1284   1360    492    199    118      4      0    131    572    890   1405
 1970   1821   1314   1135    538    163     29      8      5    170    455    920   1454
 1971   1734   1307   1110    490    253      9     26     24    136    303    862   1336
 1972   1691   1453   1001    598    182     44     17     32    153    551    947   1592
 1973   1445   1184    786    569    259      0      1      5    142    259    846   1471
 1974   1569   1204    961    447    278     42      2     35    209    386    877   1277
 1975   1517   1315   1257    731    122     36     14      3    211    327    772   1272
 1976   1426    949    936    380    192      7      1      6    138    595   1031   1507
 1977   1872   1084    729    288     20      4      0     27     78    456    934   1513
 1978   1855   1505   1050    552    199     32      7      6     67    472   1015   1566
 1979   1947   1568   1185    659    233     35      5     26     79    466    943   1170
 1980   1481   1405   1069    505    183     13      1      9     82    504    758   1317
 1981   1327   1079    774    335    202      5     21      7     85    483    725   1378
 1982   1899   1261    998    544    131     35      0     17    120    323    892   1154
 1983   1362   1105    933    662    277     12      1      0    133    518    871   1813
 1984   1567   1073   1172    564    262      2     11     12    205    431    882   1322
 1985   1595   1322    825    405    101     69      5     47    220    477   1169   1786
 1986   1397   1337    828    416    168      4      1     51    106    435   1098   1309
 1987   1280    879    813    412     91     10      2     49     85    610    744   1198
 1988   1728   1464    882    557     60     10      5     24    110    631    883   1399
 1989   1215   1473   1118    573    227     59      0      9    174    423   1014   1618
 1990   1177   1132    841    565    291     41     11      8    120    478    753   1527
 1991   1696   1133    892    476    198      5      9      8    200    520   1183   1272
 1992   1268   1032    895    640    198     45     42     67    167    482   1001   1373
 1993   1591   1383   1186    645    244     67      2     20    276    529    990   1321
 1994   1812   1461    944    595    223     21     16     58    128    419    850   1324
 1995   1564   1256   1012    724    314     48     15      2    244    524   1161   1369
 1996   1686   1339   1221    702    384     63     12     10    236    497   1209   1572
 1997   1711   1278   1039    689    429      6     24     33    135    496   1111   1240
 1998   1451    995   1107    505    106    105      0      1     70    460    823   1228
 1999   1645   1028    979    562    210     61      3     14    218    525    713   1295
 2000   1508   1071    766    586    166     62     32     30    192    437   1078   1856
 2001   1527   1534   1299    529    247     83      5     27    218    555    577   1170
 2002   1273   1122   1246    639    362     35      5     21    155    697   1014   1228
 2003   1562   1381   1085    557    294     60      6      6    219    507   1015   1271
 2004   1609   1371    892    530    264     65     18     90     90    483    831   1329
 2005   1565   1052   1062    433    313      6      8      0      0      0      0      0
 MEAN   1561   1248   1031    544    217     35      8     21    154    460    920   1377
