# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA2999] FORT-DODGE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 NUMBER OF RAINY DAYS PER MONTH PER YEAR
YEAR   JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC ANN   
1951     4   8  13  19  14  17  16  16  10   9   4   6 136
1952    10   4   8   9  17  16   9  14   4   1   4   4 100
1953     7   6  13  11  10  14  10   6   4   4   5   5  95
1954     4   4   9  11   8  13  11  13  13  15   1   5 107
1955     6   7   7  10  10   9  10   8   8  10   5   5  95
1956     8   5   7   8  11   9  11  14  12   6   9   4 104
1957     6   4   9   8  11  12  11   9  10  12   8   8 108
1958     4   3   5  10   8  17  15  12   8   1   6   3  92
1959     7   7   9   8  14   6   8  10  12  10   8   8 107
1960     6   6  11  11  13  14   7  12  10   2   3   4  99
1961     3   6  10  13   9   8  13  11  14   8   4   7 106
1962     4  13  10  11  10  12  13  11   6   9   3   3 105
1963     5  10  10  10   7   9  13   8  12   5   2   6  97
1964     4   3  10   9  11  10  12   9  12   4   8   8 100
1965     2   9  14  14   9   8  11  14  19   3   5   2 110
1966     6   4   7   8   9  15  11   5   5   4   2   5  81
1967     8   5   6   9   6  18   9   9   6  10   3   5  94
1968     7   4   6  11   9   0  10  10  11   9   7  10  94
1969    10   5   8  10  16  15  11   5  11   7   3   7 108
1970     8   3   8   7  13   9   9  10  11  11   8   4 101
1971     3   9   5   6  10   5  12   4  10  10  10   5  89
1972     5   7   6  13  13  10  11  11  14  12   9   9 120
1973     6   6  11   9  13  10  11   8  16   6   8   7 111
1974     8   3  11   9  18  12   8  12   7   7   7   4 106
1975     8   4  10  11  11  17   4  10   4   2  13   4  98
1976     1   6   9   6   8  10   6   2   3   6   0   5  62
1977     5   3   6   8   9   8   9  13  12   9   7   9  98
1978     7   8   4  11  11  14  13   9   7   7   7   8 106
1979    11   4  12   8   8  11  11   9   6   6   8   1  95
1980    10   5  10   4   8  10   9  15   7   6   2   6  92
1981     2   6   4  13  11   8  10   9   4  11   7   5  90
1982    13   4   9  11  18  10  12   8  10  10   9   8 122
1983     4   6   9   9  14  13  10   7   7   9  12   8 108
1984     3   6   8  15  16  19  13   5  12  11   5   6 119
1985     8   5   7   8  11  10   7  10  15   9   9  10 109
1986     1   3   7  13  12  14   6  10  16  12   7   4 105
1987     4   2  12   8  12   7  14  11   9   5   9   8 101
1988     8   7   7  11   7   7   9   5  13   4   9   3  90
1989     5   5  10   7  11   9   6   7   6   7  10   7  90
1990     5   4  15  12  12  12  14   8   6   5   4   7 104
1991     4   4  11  12  18   9   8  10   9   9  14   7 115
1992     7   5   7   9   7   5  16   7  11   4  11  14 103
1993     6   8   7  10  17  18  17  12  10   4   4  10 123
1994     8   5   2   8   9  11  10   8  12   5   9   6  93
1995     4   3  13  14  16  12   8   8  13  14   5   5 115
1996     7   2   7   5  18  14   9  11  10   4  13   7 107
1997     8   4   6   8  12  13   9   6   8   5   4   8  91
1998     5  10  12  14  13  20   8  10   5  13   4   4 118
1999     8   8   4  15  16  11  12   8   4   4   3   5  98
2000     5   8   7   5  14  15  10   8   4  10   6  13 105
2001    14   8   4   9  17  11  10   9   7   6   6   4 105
2002     7   6   9  15  10   8  13   8  10  17   6   1 110
2003     7  10  14  14  15  12  10   6   5   7  11   8 119
2004     8   8  12   6  19  16  14  15   6  12  12   7 135
2005    12  12   8  13  19  19   8   0   0   0   0   0  91
STDDEV   3   2   3   3   4   4   3   3   4   4   3   3  13
AVG      6   6   9  10  12  12  10   9   9   7   7   6 103
