# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1442] CHEROKEE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY HEATING DEGREE DAYS 1951-2006 FOR STATION # ia1442
 YEAR    JAN    FEB  MARCH  APRIL    MAY   JUNE   JULY AUGUST   SEPT   OCT   NOV   DEC
 1951   1544   1122   1272    681    149     90     19     15    220    464   1045   1463
 1952   1492   1027   1090    487    241     11      7      7    104    542    858   1278
 1953   1432   1162    926    686    230     25      5      5    119    282    774   1191
 1954   1546    811   1073    444    346     47      0      4     87    483    690   1160
 1955   1381   1378   1067    280    101     68      0      5    125    367   1081   1492
 1956   1500   1331    997    623    187     15      3     27    140    243    907   1181
 1957   1646   1047    946    526    246     45      0     15    193    533    901   1038
 1958   1270   1337    995    504    156     97     25     26    107    361    828   1408
 1959   1581   1313    927    484    180     29     12      3    178    552   1153   1031
 1960   1480   1351   1413    497    208     42      8      3    157    427    808   1292
 1961   1431   1115    923    669    301     56      3     10    209    410    919   1464
 1962   1617   1271   1192    547    113     44     17     10    202    379    749   1270
 1963   1741   1269    814    424    229      8      0     28     77    182    717   1564
 1964   1223   1069   1104    478    111     34      0     53    169    437    793   1451
 1965   1519   1357   1337    534    117     15      2     30    285    360    855   1060
 1966   1675   1214    773    630    265     49      0     25    163    412    967   1403
 1967   1509   1353    857    509    380     35     30     53    203    570    966   1276
 1968   1528   1307    820    509    355     60     14     25    172    470    935   1428
 1969   1718   1265   1343    493    207    120      2      0    126    620    902   1376
 1970   1846   1238   1146    538    187     39     18     10    197    534    936   1425
 1971   1666   1292   1092    491    274     14     29     28    196    364    897   1346
 1972   1667   1530   1000    607    215     49     35     35    200    629    963   1576
 1973   1463   1219    763    549    310     21      2      6    166    365    860   1447
 1974   1618   1147    930    505    244     79      2     39    261    484    896   1291
 1975   1504   1371   1302    700    163     52     11      0    249    420    830   1273
 1976   1445    973    947    380    262     26      2      9    149    653   1082   1501
 1977   1836   1099    799    352     37      8      0     28     97    514    939   1427
 1978   1870   1560   1086    518    222     61      9     15     82    509   1001   1529
 1979   1946   1635   1137    627    316     54      2     30    114    503    961   1150
 1980   1405   1349   1063    495    203     31      0      7    139    567    810   1326
 1981   1336   1101    876    354    250     18     11     20    126    564    789   1417
 1982   1884   1337   1027    626    164     95      0     27    174    467   1003   1260
 1983   1387   1106   1000    731    323     57      0      0    188    488    853   1880
 1984   1431   1037   1171    585    279     10      3     10    215    434    870   1300
 1985   1586   1288    771    400    119     73      5     37    236    514   1200   1757
 1986   1353   1291    860    455    188     11      0     47    122    460   1056   1261
 1987   1307    890    845    444    100     20      5     59    117    645    765   1190
 1988   1668   1439    867    593     72      7      6     25    133    632    900   1324
 1989   1207   1477   1063    547    254     62      1     13    195    489   1041   1696
 1990   1180   1136    877    596    306     46     14     12    123    537    818   1505
 1991   1655   1043    885    471    197     11      6      7    199    558   1216   1266
 1992   1197   1002    869    656    218     45     35     72    185    495    999   1338
 1993   1595   1391   1138    651    268     82      2     19    265    569   1028   1312
 1994   1810   1483    897    556    210     15     12     28    122    406    834   1305
 1995   1498   1147    964    680    322     59     14      7    233    510   1086   1265
 1996   1613   1236   1172    645    329     45      6      6    225    466   1144   1550
 1997   1682   1210    950    673    390      3     13     25    117    458   1044   1174
 1998   1366    902   1081    492     95     95      1      1     47    386    780   1180
 1999   1565    983    933    511    181     66      0      6    194    525    678   1219
 2000   1460   1038    742    506    145     51     18      3    169    396   1104   1797
 2001   1438   1435   1151    472    203     53      7     16    175    490    543   1126
 2002   1230   1074   1190    517    327     23      3     17    138    666    940   1186
 2003   1485   1290    988    473    267     54      2      2    209    444    950   1227
 2004   1537   1322    798    472    250     68     17     73     72    436    780   1229
 2005   1501    998    947    400    270      4      8      0      0      0      0      0
 MEAN   1529   1221   1004    532    223     44      8     20    164    475    916   1350
