# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6200] OELWEIN-2-S
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 DAILY RECORD HIGHS AND LOWS OCCURRING DURING 1951-2003 FOR STATION NUMBER  ia6200
      JAN     FEB    MARCH   APRIL    MAY     JUNE    JULY    AUG     SEPT    OCT     NOV     DEC
 DY  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  45 -20  44 -28  64 -27  72  18  86  27  90  36  97  47 100  48  96  37  91  25  76  16  62   2
  2  46 -20  45 -31  62 -11  84   8  87  27  88  40  93  47  99  50  95  42  92  23  73   7  62 -18
  3  47 -24  47 -32  68  -2  79  11  84  28  90  39  97  47 100  48  92  34  94  26  75   7  62 -21
  4  44 -23  51 -22  66 -12  79   5  88  28  91  38  99  43  95  43  93  33  85  25  71   2  66  -8
  5  48 -25  54 -28  69 -14  82  18  85  28  93  36  98  44  91  46  92  37  86  18  66  -1  63  -3
  6  41 -23  46 -23  71 -14  87   0  83  26  90  43  98  47  93  45  92  37  90  16  70   5  64  -9
  7  43 -22  49 -18  78  -7  78   8  85  27  94  43  97  44  95  41  95  35  85  23  73  -4  58 -17
  8  55 -21  52 -27  74  -9  74   3  87  32  97  43  94  48  92  46  94  37  81  22  78  -4  49 -10
  9  55 -27  53 -24  67 -10  76  16  86  29  91  40  99  45  93  44  99  40  80  21  74  13  48 -25
 10  49 -26  57 -21  65  -8  84  16  87  24  92  42 100  48  91  47  91  38  85  21  63  10  56 -19
 11  47 -25  59 -19  67   0  84  13  82  30  91  43  96  49  94  45  93  28  81  17  70  -1  55 -14
 12  49 -26  62 -24  74  -4  79  19  85  29  93  43  96  42  93  47  91  30  86  23  66   2  57 -14
 13  47 -18  53 -20  67  -6  74  19  86  28  95  41  98  40  94  37  89  28  89  27  74  -1  52 -26
 14  45 -18  58 -14  70  -9  78  19  88  29  97  44  99  46  98  38  90  35  83  26  71   1  58 -21
 15  50 -30  57 -17  70   0  88  20  87  32  90  43  98  49 101  44  91  38  84  18  69   3  49 -19
 16  51 -25  61 -17  70   1  89  20  90  29  91  42  95  50 101  44  91  32  83  17  69   3  53 -17
 17  52 -26  64 -17  73   1  87  18  88  27  94  42  93  43 103  46  93  38  82  20  69  -4  50 -17
 18  51 -28  64 -16  74   0  88  19  90  35  93  46  95  49  93  43  93  32  86  15  71   5  55 -20
 19  46 -28  56 -15  75   1  88  24  89  34  92  44  95  51  97  44  91  32  81  13  66  11  54 -26
 20  46 -27  59 -17  65  -6  88  20  88  32  98  45  95  45  96  41  87  28  83  15  61   8  52 -20
 21  47 -29  52 -14  70  -7  90  23  87  35 100  43  95  46  99  40  86  31  82  19  71  -4  47 -22
 22  52 -21  60 -11  70   9  96  20  90  29  94  45  94  50  92  46  83  25  80  14  62   3  50 -25
 23  56 -29  58 -13  71   1  87  22  86  34  91  44  95  50  93  43  81  29  82  19  61   0  50 -24
 24  56 -21  58 -23  73  -6  84  16  87  36  93  46  96  49  91  42  89  28  78  18  58  -1  52 -26
 25  56 -18  66 -19  72   0  87  22  89  37  93  42  95  52  94  39  85  33  80  22  61  -7  49 -29
 26  59 -21  57 -12  80   2  83  29  91  32  94  46  95  47  96  42  87  26  80  16  64 -18  49 -27
 27  61 -20  55 -10  77   0  86  26  90  34  94  44  98  44  95  43  88  33  78  17  65  -6  47 -23
 28  58 -17  59 -17  78   6  88  29  91  35  93  45  97  50  98  39  88  25  70  17  62 -10  57 -18
 29  45 -26  59  -9  85   3  88  22  90  31  95  44  97  41  97  41  91  25  74   9  67  -8  48  -9
 30  47 -30 *** ***  79  -2  88  25  89  35  95  47  99  45  93  43  87  27  75  16  62 -10  50 -15
 31  55 -29 *** ***  81   6 *** ***  91  37 *** *** 103  42  94  40 *** ***  81  17 *** ***  57 -21
