# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6566] PERRY
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia6566 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951     41     12      8      5    239    128    109     92
 1952     82     40     33     28    379    247    219    195
 1953    168     83     66     52    234    116     94     75
 1954     90     28     19     11    486    316    280    246
 1955    152     81     67     55    512    340    306    274
 1956    147     66     54     45    351    229    205    182
 1957    139     67     53     43    376    240    212    187
 1958     81     33     23     16    372    224    192    163
 1959    118     55     44     35    343    206    178    151
 1960     17      5      3      1    417    266    234    203
 1961     98     37     28     21    252    137    117     97
 1962     66     30     26     22    356    217    189    164
 1963    194    119    106     94    431    268    233    200
 1964    109     54     42     32    366    224    197    172
 1965      9      3      2      1    310    184    159    134
 1966    242    142    119    100    275    147    123    102
 1967    214    140    124    108    382    231    199    168
 1968    267    167    147    130    371    224    196    170
 1969     32     12      7      4    348    206    177    150
 1970     43      7      4      3    394    256    225    195
 1971     69     30     25     21    402    265    235    206
 1972    125     63     52     43    305    173    147    124
 1973    160     61     46     35    310    182    156    133
 1974    151     70     57     47    378    235    201    171
 1975     43     13      8      6    254    131    110     92
 1976    151     83     70     59    419    259    225    194
 1977    209    112     94     78    507    345    308    273
 1978     85     45     37     30    296    161    136    111
 1979     66     26     20     16    246    132    109     89
 1980     86     33     24     17    345    217    193    169
 1981    215    114     94     77    484    317    282    250
 1982     88     30     22     16    286    173    149    128
 1983    115     64     54     45    180     99     85     72
 1984     25      3      1      0    250    122    100     79
 1985    189     91     73     56    455    292    261    232
 1986    206    119    105     92    401    252    222    192
 1987    205    118    102     88    428    286    259    233
 1988    196    113     96     80    325    206    178    153
 1989    136     79     67     56    392    254    222    192
 1990    177     94     79     65    366    230    199    172
 1991    207    119    102     85    388    236    206    178
 1992    193    102     86     70    256    137    116    101
 1993     64     30     23     18    241    132    112     95
 1994    184    102     88     75    377    248    222    197
 1995    169     90     74     60    242    137    115     94
 1996    114     52     42     34    294    181    158    138
 1997    158     77     63     51    264    160    138    117
 1998    116     66     58     50    325    187    159    132
 1999    155     78     62     49    319    178    151    125
 2000    252    144    124    105    361    233    209    186
 2001     45     14      9      5    446    290    258    228
