# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1257] CASCADE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# LENGTH OF SEASON FOR STATION NUMBER  ia1257   BASE TEMP=30
 LAST SPRING OCCURENCE FIRST FALL OCCURENCE  LENGTH OF SEASON
   YEAR MONTH DAY DOY         MONTH DAY DOY
   1951   4    23 113           9    28 271          158
   1952   4    16 107          10     3 277          170
   1953   4    27 117           9    13 256          139
   1954   5    20 140          10    18 291          151
   1955   4     8  98           9    12 255          157
   1956   4    30 121           9    20 264          143
   1957   4    15 105           9    28 271          166
   1958   5     7 127          10     1 274          147
   1959   4    22 112          10    12 285          173
   1960   5    12 133          10     7 281          148
   1961   5    26 146           9    26 269          123
   1962   4    20 110          10    24 297          187
   1963   5    23 143          10    28 301          158
   1964   4    10 101           9    28 272          171
   1965   5    29 149          10    24 297          148
   1966   5    10 130          10     6 279          149
   1967   5     7 127           9    29 272          145
   1968   4    15 106          10     4 278          172
   1969   4    29 119          10    14 287          168
   1970   4    10 100          10     4 277          177
   1971   5     3 123          10    12 285          162
   1972   4    26 117           9    30 274          157
   1973   5    15 135          10    30 303          168
   1974   4    24 114           9    22 265          151
   1975   4    21 111           9    26 269          158
   1976   5     8 129           9    24 268          139
   1977   4     8  98          10     4 277          179
   1978   5     6 126          10     8 281          155
   1979   4    30 120          10     7 280          160
   1980   5    15 136          10     4 278          142
   1981   4    24 114          10     2 275          161
   1982   4    28 118          10    17 290          172
   1983   4    25 115           9    23 266          151
   1984   4    24 115           9    26 270          155
   1985   4    10 100          10     6 279          179
   1986   5     3 123          10     6 279          156
   1987   4     9  99          10     3 276          177
   1988   4    29 120          10     5 279          159
   1989   5     7 127           9    24 267          140
   1990   4    19 109          10    11 284          175
   1991   4     1  91           9    20 263          172
   1992   5     6 127           9    29 273          146
   1993   4    22 112          10     5 278          166
   1994   4     8  98          10    10 283          185
   1995   4     6  96           9    23 266          170
   1996   5     2 123          10    19 293          170
   1997   5    16 136          10    15 288          152
   1998   4     5  95          10    14 287          192
   1999   4    19 109          10    14 287          178
   2000   4    13 104          10     7 281          177
   2001   4    19 109          10     6 279          170
   2002   5    21 141          10    13 286          145
   2003   4    23 113           9    29 272          159
   2004   5     3 124          10     5 279          155
             MEAN=117              MEAN=278     MEAN=161
