# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA3509] GUTHRIE-CENTER
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 DAILY RECORD HIGHS AND LOWS OCCURRING DURING 1951-2003 FOR STATION NUMBER  ia3509
      JAN     FEB    MARCH   APRIL    MAY     JUNE    JULY    AUG     SEPT    OCT     NOV     DEC
 DY  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  52 -19  60 -27  71 -29  85  17  89  27  92  35 103  47 101  49  98  41  92  28  83  16  63   0
  2  55 -21  58 -35  77  -8  87  16  91  26  95  40  97  47  99  49  95  42  94  21  79   8  67  -2
  3  55 -19  65 -32  73  -3  85   8  86  28  92  37  98  47  99  49 101  34  90  21  74   7  65 -11
  4  52 -15  55 -25  79 -10  81   9  88  29  95  38 101  47 102  44  96  39  94  24  76  -2  61  -1
  5  63 -27  60 -19  69 -24  80  17  89  31  93  42 101  42  98  46  94  37  95  24  75   8  66   0
  6  55 -14  60 -12  70 -16  84  15  88  27 101  39 102  48  98  47  94  35  94  23  71   9  65 -12
  7  48 -19  56 -14  73  -7  88  12  94  26  92  42 103  46  99  43  96  38  91  24  76 -16  56 -12
  8  61 -19  64 -22  77  -7  82  14  92  29  92  42  99  48 102  45  99  36  86  19  76 -14  62 -12
  9  65 -27  62 -21  74 -10  82  15  85  29 100  45 100  52  96  45 101  36  82  16  80   6  57 -16
 10  56 -26  59 -19  75  -4  87  15  86  31  94  42  98  45  98  48  99  36  86  19  74  11  56 -12
 11  53 -20  68 -18  69  -3  86  20  88  33 100  46 104  51  97  44  95  35  87  17  71  -5  64 -17
 12  57 -26  64 -27  78 -24  88  16  96  31  95  44 103  49  97  46  98  32  88  18  71  -2  59 -16
 13  57 -18  71 -15  74 -15  80  17  88  27  96  40 105  47 101  39  92  35  88  24  69  -2  64 -15
 14  63 -26  65 -10  71  -7  88  21  89  33  96  46 103  50  97  46  93  33  87  25  79  -3  57 -14
 15  51 -21  64  -8  72  -5  88  19  93  30 100  43 102  50  99  43  97  32  85  24  73  11  58 -13
 16  64 -22  61 -18  78   4  91  20  91  31  96  40  99  46 102  44  95  34  85  23  73   3  64 -15
 17  63 -22  63 -27  78   5  86  20  89  35  93  43 106  47 103  48  96  33  82  18  75  -4  55 -11
 18  58 -21  67 -10  75   3  86  20  94  35  97  47 105  51 101  44  95  35  82  19  72   6  64 -18
 19  52 -23  66 -13  71   2  92  16  90  35 100  44 102  53 102  44  93  28  83  11  73   7  67 -24
 20  52 -22  64  -6  78   2  87  22  93  31  99  44 104  49 100  46  91  27  87  12  65   7  57 -18
 21  58 -26  64  -7  73   0  88  22  89  34 101  39 101  47  98  47  90  29  87  21  69  -1  55 -21
 22  60 -25  63  -7  70  10  91  22  89  30 101  45 105  50  97  47  89  27  83  17  72   6  56 -25
 23  58 -22  66 -18  82   6  93  21  92  29  97  45 102  50  97  42  86  26  83  16  67   5  60 -31
 24  60 -16  65 -13  87   1  87  16  95  38  97  47  99  51  98  48  87  28  81  16  62   5  53 -26
 25  68 -13  66  -8  82   8  91  28  98  38 100  45  97  50 100  43  88  31  80  20  71  -6  54 -22
 26  60 -15  67 -19  81   1  91  29  96  34 100  47 105  46 103  43  91  28  85  19  66  -2  55 -11
 27  67 -20  65 -10  83   9  93  26  91  34  98  43 102  47 104  40  92  30  83   9  70   0  54 -11
 28  60 -18  66 -18  81   7  87  28  90  34  99  47 102  46  99  37  95  29  82  12  69  -3  60  -8
 29  53 -23  68  -7  83   4  91  25  91  34  99  46 103  48 100  41  88  28  74  19  61  -2  67  -8
 30  55 -21 *** ***  89   5  91  27  91  40  99  49 105  41  96  46  91  27  80  13  70  -6  57 -12
 31  54 -31 *** ***  89  13 *** ***  92  38 *** *** 105  44  96  42 *** ***  76  18 *** ***  58 -17
