# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA5493] MILFORD-4-NW
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY HEATING DEGREE DAYS 1951-2006 FOR STATION # ia5493
 YEAR    JAN    FEB  MARCH  APRIL    MAY   JUNE   JULY AUGUST   SEPT   OCT   NOV   DEC
 1951   1636   1211   1403    741    180    111     32     28    257    513   1108   1541
 1952   1597   1111   1192    516    273     17      9     24    150    623    900   1324
 1953   1505   1206   1022    741    270     47     11      9    142    310    797   1314
 1954   1630    866   1147    500    392     53      0      6    130    562    763   1254
 1955   1471   1406   1124    341    125     74      0      8    139    432   1172   1623
 1956   1631   1461   1178    714    232     15     12     31    162    276    953   1244
 1957   1690   1149   1048    567    290     51      0     18    202    548    991   1158
 1958   1322   1385   1043    553    166    105     12     25    102    374    895   1547
 1959   1674   1470   1039    520    197     32      6      2    182    632   1208   1093
 1960   1504   1381   1455    544    211     37      4      5    176    441    847   1392
 1961   1577   1176    983    719    323     42      3      6    233    421    984   1519
 1962   1701   1356   1257    650    148     45     21      9    210    411    815   1355
 1963   1832   1332    903    483    263     17      2     27    107    211    805   1658
 1964   1344   1133   1168    484    118     31      0     49    207    494    883   1523
 1965   1644   1413   1428    643    140     13      7     45    355    416    963   1151
 1966   1827   1339    850    700    297     33      0     38    159    468    993   1399
 1967   1483   1392    893    530    378     20     28     31    117    505    944   1303
 1968   1522   1362    749    455    332     50      8     19    135    448    933   1489
 1969   1754   1266   1384    515    204    117      1      1    127    609    936   1445
 1970   1877   1348   1222    600    200     26      3      3    180    545    963   1480
 1971   1771   1311   1126    514    267     12     31      6    156    373    914   1406
 1972   1742   1501   1040    622    203     40     21     42    177    588    984   1648
 1973   1465   1193    780    579    247     15      3      2    165    310    883   1496
 1974   1611   1178    973    495    275     48      0     33    228    403    935   1309
 1975   1538   1367   1287    782    172     60     13      4    257    392    901   1344
 1976   1526   1012    974    413    223     18      3      4    151    654   1137   1552
 1977   1911   1104    857    349     53     12      1     28    104    526    984   1520
 1978   1909   1561   1071    617    235     50      7     12     77    485   1021   1582
 1979   2009   1614   1209    717    327     49      2     31    124    512   1004   1192
 1980   1484   1406   1110    522    202     32      7      1    132    570    811   1385
 1981   1386   1141    822    386    242     24     21     31    160    551    790   1459
 1982   1970   1345   1082    669    183     98      0     36    194    496   1056   1279
 1983   1440   1134   1043    762    374     71      1      0    211    553    970   1957
 1984   1555   1090   1272    617    277     15     10     15    238    457    909   1371
 1985   1641   1321    870    416    127     96     13     68    279    474   1257   1758
 1986   1387   1347    866    463    168     19      0     41    121    471   1104   1254
 1987   1297    894    839    354     82     14      2     56    134    612    789   1240
 1988   1719   1503    908    535     60      8      0     21     88    616    930   1390
 1989   1246   1475   1104    541    201     51      0      3    182    446   1067   1660
 1990   1140   1123    916    554    258     43     10      7    126    512    825   1530
 1991   1682   1065    948    473    200     10      8      8    198    526   1222   1272
 1992   1254   1078    923    652    195     34     54     79    170    521   1064   1403
 1993   1627   1408   1201    676    263     81      3     22    286    557   1051   1379
 1994   1895   1510    928    570    163     14      9     35    113    412    857   1329
 1995   1519   1227    994    712    311     55      8      3    222    525   1114   1343
 1996   1682   1273   1200    662    368     44      5      3    206    461   1206   1658
 1997   1712   1270   1027    686    365      1     15     26    105    466   1115   1212
 1998   1415    953   1130    485     99    103      0      0     59    421    817   1213
 1999   1636   1012    955    532    186     54      1      3    184    477    673   1240
 2000   1499   1030    752    525    155     71     22      7    140    401   1134   1810
 2001   1430   1477   1214    487    223     58      0     17    162    491    586   1186
 2002   1247   1052   1252    512    313     23      1     16    132    690    965   1195
 2003   1486   1326    997    507    260     51      2     10    176    418    987   1265
 2004   1553   1335    830    469    226     61     14     72     71    450    810   1254
 2005   1524   1022    992    385    260      0      5      0      0      0      0      0
 MEAN   1584   1262   1054    559    227     43      8     21    167    483    958   1406
