# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA5952] NEW-HAMPTON
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY HEATING DEGREE DAYS 1951-2006 FOR STATION # ia5952
 YEAR    JAN    FEB  MARCH  APRIL    MAY   JUNE   JULY AUGUST   SEPT   OCT   NOV   DEC
 1951   1676   1315   1292    717    151     95     19     25    208    451   1133   1464
 1952   1490   1090   1113    545    273     27      3     27    149    650    877   1279
 1953   1399   1177    988    728    242     32      9      6    175    304    787   1271
 1954   1535    902   1088    485    374     55      0     11    128    491    800   1272
 1955   1476   1312   1106    370    152     62      0      8    118    435   1087   1512
 1956   1521   1342   1154    658    242     25     14     27    189    265    931   1272
 1957   1662   1078   1025    518    268     51      2     15    196    530    974   1202
 1958   1385   1412   1012    544    178    106     14     41    149    376    827   1532
 1959   1672   1413   1132    545    173     33     15      3    191    616   1219   1093
 1960   1420   1309   1426    546    241     71     16      8    182    484    858   1434
 1961   1532   1062   1020    727    322     43      4      8    230    417    936   1494
 1962   1683   1356   1220    674    172     61     49     26    267    452    891   1410
 1963   1876   1446    977    529    292     38     16     62    146    213    795   1680
 1964   1302   1190   1194    557    159     74      2     57    194    511    817   1448
 1965   1590   1387   1364    630    166     38      8     45    239    436    873   1056
 1966   1763   1249    868    680    370     47      2     38    181    499    900   1323
 1967   1412   1411    934    544    369     21     50     52    187    514    975   1232
 1968   1459   1335    768    473    309     48     13     37    146    429    907   1397
 1969   1636   1235   1232    491    218    129      8      1    152    572    903   1379
 1970   1775   1284   1121    550    194     44     14     10    195    446    908   1392
 1971   1735   1318   1147    515    293     13     33     31    153    292    872   1270
 1972   1670   1427   1077    650    206     65     29     34    152    570    956   1518
 1973   1421   1140    735    610    295     13      0     12    165    297    844   1434
 1974   1513   1219    984    473    308     83      3     36    237    432    874   1258
 1975   1482   1277   1295    748    177     52     23      7    250    360    756   1259
 1976   1502   1010    942    446    265     26      3     24    163    613   1107   1597
 1977   1931   1129    747    327     57     16      2     42    106    490    935   1478
 1978   1790   1478   1073    533    199     21      2      9     73    477    942   1488
 1979   1898   1522   1099    652    227     30      1     32    101    466    924   1134
 1980   1450   1368   1084    510    182     26      0      1    109    557    820   1297
 1981   1355   1096    813    402    235     15     15      9    138    505    784   1386
 1982   1826   1292   1054    657    107     79      0     26    156    398    915   1132
 1983   1294   1039    924    651    305     33      2      0    142    446    832   1769
 1984   1523   1006   1157    535    270      3      4      6    174    370    854   1273
 1985   1600   1311    818    385     94     63      3     21    198    447   1106   1723
 1986   1446   1304    852    406    160     15      3     33    102    422   1071   1293
 1987   1352    946    804    356    104     11      5     41    100    571    751   1204
 1988   1665   1462    911    520     81      7      1     12     77    620    870   1345
 1989   1219   1452   1056    548    227     47      0      4    171    407   1008   1625
 1990   1148   1093    813    533    269     45      5      2    118    472    741   1481
 1991   1663   1124    877    449    182      1      2      7    208    500   1126   1272
 1992   1296   1044    918    599    206     46     40     74    175    494   1016   1380
 1993   1510   1333   1155    639    219     78      2     19    273    523    972   1285
 1994   1806   1429    917    519    198     23     15     49    101    394    801   1241
 1995   1486   1229    911    639    253     28     11      0    201    491   1119   1374
 1996   1601   1313   1132    603    344     54      8      2    179    454   1152   1463
 1997   1601   1204    984    616    346     10     20     20    101    477   1027   1211
 1998   1350    906    994    449     80     89      0      0     52    418    790   1160
 1999   1597    976    923    460    162     51      2      5    178    450    684   1227
 2000   1454   1015    721    479    158     48      4      4    144    342   1009   1756
 2001   1432   1390   1155    396    181     65      3     11    168    500    531   1120
 2002   1136   1014   1095    541    289     27      1     10    104    627    935   1172
 2003   1479   1308    983    505    244     42      5      3    181    445    937   1213
 2004   1542   1249    826    440    203     58     17     73     65    440    775   1253
 2005   1520   1040    979    388    281      1     10      0      0      0      0      0
 MEAN   1537   1232   1018    540    223     43     10     22    160    460    912   1356
