# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1635] CLINTON-1
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia1635 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951     68     25     18     11    280    153    128    104
 1952     77     30     23     17    414    267    237    210
 1953    147     67     53     41    260    132    106     81
 1954     95     33     23     16    463    285    249    217
 1955    143     75     62     49    529    337    297    260
 1956    107     42     32     24    325    198    171    146
 1957    124     47     35     24    410    250    218    190
 1958     88     29     20     13    381    226    192    160
 1959    115     54     46     40    352    208    178    151
 1960     32     16     13     10    440    277    241    208
 1961    123     52     42     33    242    119     97     77
 1962     73     36     30     25    342    211    185    161
 1963    198    116    101     89    436    282    246    210
 1964     78     28     20     13    350    207    179    154
 1965     22      4      2      1    312    173    147    122
 1966    194     90     70     51    286    158    133    109
 1967    165     95     80     66    389    228    191    159
 1968    255    148    129    112    394    248    215    185
 1969    119     59     50     41    414    251    217    184
 1970     53     11      6      3    406    264    233    204
 1971     92     47     40     33    414    264    234    207
 1972    124     58     48     39    318    186    161    138
 1973    253    116     93     73    346    200    174    150
 1974    165     69     54     43    470    301    263    230
 1975     77     38     30     22    280    159    135    113
 1976    200    102     87     74    455    296    260    227
 1977    258    136    115     97    570    392    352    316
 1978    104     54     44     34    392    240    210    181
 1979    110     56     47     38    289    163    139    119
 1980     96     39     27     17    369    222    194    169
 1981    213    115     98     81    505    324    285    250
 1982    111     39     31     24    309    183    158    135
 1983    168     86     71     57    254    133    114     98
 1984     45      9      4      2    321    182    152    125
 1985    199     92     69     50    529    361    327    295
 1986    242    143    124    107    500    336    301    267
 1987    203     99     83     70    468    303    269    237
 1988    175     83     65     48    393    248    219    191
 1989    165     91     79     67    365    207    176    148
 1990    236    121    102     85    399    244    216    188
 1991    203    104     87     73    445    282    247    214
 1992    191     94     76     60    329    188    165    144
 1993     77     32     26     21    305    171    146    123
 1994    156     76     62     50    432    282    248    215
 1995    204    118    100     85    308    166    137    112
 1996    111     44     32     23    363    219    189    163
 1997    180     87     71     57    316    192    164    138
 1998    189    118    105     94    379    217    183    154
 1999    142     67     55     45    386    222    188    156
 2000    285    166    142    121    391    241    212    185
 2001     81     23     14      7    525    339    299    263
 2002    134     61     46     35    398    255    225    198
 2003    181     99     84     70    443    290    258    230
 2004    214    103     84     68    454    289    253    219
 2005    156     79     66     55    484    320    282    246
     ****************************  ****************************
 MEAN  145.7   71.3   58.5   47.3  387.8  238.0  207.2  178.8
 STDV   63.0   38.8   34.2   30.1   77.7   62.3   57.9   53.9

               MAY                         JUNE        
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    727    505    453    401    803    566    508    451
 1952    644    425    378    333    994    754    694    635
 1953    650    428    380    337    981    741    681    622
 1954    554    355    312    272    992    754    695    638
 1955    747    513    462    415    820    581    522    465
 1956    684    471    422    377    977    741    684    628
 1957    623    402    354    311    907    669    611    554
 1958    710    497    451    408    765    525    469    417
 1959    777    553    501    451    926    688    630    573
 1960    613    406    358    314    849    609    549    490
 1961    568    375    331    291    881    643    587    537
 1962    813    579    525    472    879    641    584    528
 1963    635    428    384    342    939    702    645    589
 1964    779    548    497    448    873    639    583    528
 1965    796    565    513    465    901    661    602    544
 1966    532    345    308    275    884    649    592    538
 1967    533    346    306    271    945    705    646    589
 1968    579    374    328    291    918    679    621    564
 1969    683    474    427    380    795    567    515    465
 1970    769    547    497    448    904    664    605    550
 1971    589    400    359    319   1036    796    736    676
 1972    735    523    472    425    855    625    570    517
 1973    575    362    314    269    941    701    641    581
 1974    590    377    331    289    816    577    522    468
 1975    766    539    487    438    948    708    649    591
 1976    610    408    363    322    914    674    614    555
 1977    899    665    608    554    902    664    608    553
 1978    692    476    430    387    939    701    644    589
