# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 01 Sep 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1635] CLINTON-1
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# Low Temperature exceedence probabilities
# (On a certain date, what is the chance a temperature below a certain
#  threshold would have been observed)
 Date    <33  <29  <27  <23
 Aug 17    0    0    0    0
 Aug 19    0    0    0    0
 Aug 21    0    0    0    0
 Aug 23    0    0    0    0
 Aug 25    0    0    0    0
 Aug 27    0    0    0    0
 Aug 29    0    0    0    0
 Aug 31    0    0    0    0
 Sep 02    0    0    0    0
 Sep 04    0    0    0    0
 Sep 06    0    0    0    0
 Sep 08    0    0    0    0
 Sep 10    0    0    0    0
 Sep 12    1    0    0    0
 Sep 14    1    0    0    0
 Sep 16    1    0    0    0
 Sep 18    4    0    0    0
 Sep 20    7    0    0    0
 Sep 22   10    0    0    0
 Sep 24   13    0    0    0
 Sep 26   19    2    0    0
 Sep 28   23    4    1    0
 Sep 30   31    6    2    1
 Oct 02   33    9    4    1
 Oct 04   39   12    5    1
 Oct 06   47   16    6    1
 Oct 08   53   19    9    1
 Oct 10   58   24   12    3
 Oct 12   66   30   17    5
 Oct 14   75   33   19    6
 Oct 16   79   41   22    6
 Oct 18   84   49   28    7
 Oct 20   86   55   33   11
 Oct 22   88   58   38   14
 Oct 24   91   65   49   16
 Oct 26   91   69   53   24
 Oct 28   96   76   59   28
 Oct 30   97   78   66   32
 Nov 01   97   81   67   41
 Nov 03   98   84   74   48
 Nov 05   99   90   82   57
 Nov 07   99   93   84   61
 Nov 09   99   96   88   67
 Nov 11  100   99   90   75
 Nov 13  100   99   91   79
 Nov 15  100   99   94   83
 Nov 17  100   99   96   84
 Nov 19  100   99   97   87
 Nov 21  100   99   97   91
 Nov 23  100   99   99   93
 Nov 25  100  100   99   96
 Nov 27  100  100   99   97
 Nov 29  100  100  100   98
 Dec 01  100  100  100   99
 Dec 03  100  100  100   99
 Dec 05  100  100  100   99
 Dec 07  100  100  100   99
 Dec 09  100  100  100  100
 Dec 11  100  100  100  100
 Dec 13  100  100  100  100
 Dec 15  100  100  100  100
 Dec 17  100  100  100  100
 Dec 19  100  100  100  100
 Dec 21  100  100  100  100
 Dec 23  100  100  100  100
 Dec 25  100  100  100  100
 Dec 27  100  100  100  100
 Dec 29  100  100  100  100
