# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA4228] JEFFERSON
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia4228 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951     40     14     10      7    240    126    106     88
 1952     74     38     33     28    386    246    219    194
 1953    151     72     55     41    234    117     95     75
 1954     78     23     17     13    469    302    267    233
 1955    137     72     60     49    506    334    301    270
 1956    139     60     47     37    336    216    191    168
 1957    132     61     48     37    380    234    204    180
 1958     65     18     12      8    351    203    172    142
 1959    124     58     46     35    362    231    202    175
 1960     16      3      0      0    427    271    237    208
 1961    112     43     33     26    261    136    113     92
 1962     71     32     27     23    370    230    201    174
 1963    208    126    113    101    449    287    252    219
 1964    105     48     39     30    384    235    206    178
 1965      9      3      2      1    334    208    181    156
 1966    233    137    114     93    258    137    115     94
 1967    235    151    133    117    381    229    199    171
 1968    319    207    184    162    421    266    232    201
 1969     36      8      4      2    386    233    201    170
 1970     42      7      3      1    419    273    241    212
 1971    100     53     45     37    421    282    251    220
 1972    139     72     59     48    355    206    177    151
 1973    177     70     52     37    364    233    203    174
 1974    185     98     82     67    446    293    257    223
 1975     59     19     12      9    291    162    137    115
 1976    179    106     92     79    493    337    303    269
 1977    253    142    121    100    565    392    352    316
 1978    131     78     67     57    346    206    177    150
 1979     81     29     23     18    291    169    146    125
 1980    117     49     37     28    431    291    261    233
 1981    273    148    125    103    551    374    337    302
 1982    121     48     36     26    352    220    194    170
 1983    135     74     63     52    242    141    124    109
 1984     54     10      4      2    308    174    148    122
 1985    226    126    104     84    544    370    334    299
 1986    274    170    150    133    474    312    278    246
 1987    255    151    131    115    538    374    340    310
 1988    280    175    152    130    430    298    269    240
 1989    184    114     99     84    496    340    305    270
 1990    212    115     97     82    438    284    248    215
 1991    230    133    111     92    416    252    219    189
 1992    225    118     98     79    337    206    183    162
 1993     73     33     28     23    291    163    140    118
 1994    210    119    102     85    430    291    262    233
 1995    188    101     82     65    296    171    145    122
 1996    124     59     47     38    377    242    215    189
 1997    200    109     91     74    307    180    156    134
 1998    107     57     50     43    331    195    168    142
 1999    158     81     63     50    315    179    152    126
 2000    255    148    128    109    365    240    217    194
 2001     50     17     11      6    432    283    251    221
 2002     85     30     23     16    350    215    187    162
