# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0241] ANKENY-3-S
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
  1 3/1-->3/7        1.25   0.21   72(71)   20(20)    7( 7)    3( 3)    0( 0)    0      102
  2 3/8-->3/14       2.52   0.25   75(73)   14(14)    9( 9)    3( 3)    2( 2)    0      103
  3 3/15-->3/21      1.26   0.22   66(71)   14(15)   11(12)    2( 2)    0( 0)    0       93
  4 3/22-->3/28      1.60   0.27   61(65)   17(18)   13(14)    3( 3)    0( 0)    0       94
  5 3/29-->4/4       1.34   0.23   80(70)   20(18)   12(11)    2( 2)    0( 0)    0      114
  6 4/5-->4/11       2.30   0.29   68(68)   13(13)   12(12)    6( 6)    1( 1)    0      100
  7 4/12-->4/18      1.80   0.30   73(61)   23(19)   15(13)    8( 7)    0( 0)    0      119
  8 4/19-->4/25      1.72   0.32   83(58)   31(22)   18(13)   10( 7)    0( 0)    0      142
  9 4/26-->5/2       4.50   0.44   76(58)   21(16)   17(13)   11( 8)    5( 4)    0      130
 10 5/3-->5/9        1.73   0.39   69(52)   27(20)   20(15)   16(12)    0( 0)    0      132
 11 5/10-->5/16      2.65   0.43   65(53)   22(18)   24(20)    8( 7)    4( 3)    0      123
 12 5/17-->5/23      2.41   0.43   66(52)   24(19)   23(18)   11( 9)    3( 2)    0      127
 13 5/24-->5/30      2.40   0.41   71(51)   31(22)   23(16)   13( 9)    2( 1)    0      140
 14 5/31-->6/6       2.33   0.34   76(60)   23(18)   16(13)   11( 9)    1( 1)    0      127
 15 6/7-->6/13       3.01   0.47   73(48)   30(20)   26(17)   19(13)    3( 2)    0      151
 16 6/14-->6/20      5.25   0.54   63(46)   25(18)   30(22)   11( 8)    7( 5)    0      136
 17 6/21-->6/27      2.65   0.44   69(57)   16(13)   18(15)   14(12)    4( 3)    0      121
 18 6/28-->7/4       3.90   0.58   51(47)   17(16)   20(19)   14(13)    6( 6)    0      108
 19 7/5-->7/11       3.70   0.56   51(46)   16(14)   24(21)   15(13)    6( 5)    0      112
 20 7/12-->7/18      3.64   0.45   55(49)   27(24)   17(15)   10( 9)    3( 3)    0      112
 21 7/19-->7/25      2.95   0.44   53(52)   19(19)   18(18)    9( 9)    3( 3)    0      102
 22 7/26-->8/1       2.18   0.39   58(55)   22(21)   14(13)   11(10)    1( 1)    0      106
 23 8/2-->8/8        3.59   0.52   46(46)   24(24)   15(15)   13(13)    3( 3)    0      101
 24 8/9-->8/15       3.02   0.39   57(58)   17(17)   14(14)    7( 7)    3( 3)    0       98
 25 8/16-->8/22      2.80   0.43   49(48)   21(21)   23(23)    7( 7)    2( 2)    0      102
 26 8/23-->8/29      4.59   0.52   53(49)   15(14)   20(19)   17(16)    3( 3)    0      108
 27 8/30-->9/5       1.95   0.40   51(53)   19(20)   15(16)   11(11)    0( 0)    0       96
 28 9/6-->9/12       3.69   0.43   43(50)   22(26)   12(14)    7( 8)    2( 2)    0       86
 29 9/13-->9/19      1.86   0.32   67(59)   24(21)   12(11)   10( 9)    0( 0)    0      113
 30 9/20-->9/26      2.10   0.35   56(55)   23(23)   16(16)    6( 6)    1( 1)    0      102
 31 9/27-->10/3      2.29   0.36   54(61)   14(16)   10(11)    9(10)    1( 1)    0       88
 32 10/4-->10/10     2.05   0.35   56(61)   11(12)   18(20)    6( 7)    1( 1)    0       92
 33 10/11-->10/17    1.99   0.28   58(67)   15(17)    7( 8)    6( 7)    0( 0)    0       86
