# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1354] CENTERVILLE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia1354 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    100     47     38     29    309    176    151    128
 1952    121     61     49     40    425    274    244    216
 1953    202     96     75     58    299    159    132    108
 1954    120     42     31     22    522    340    300    262
 1955    186    103     87     71    570    379    336    296
 1956    189     99     82     67    379    247    220    195
 1957    160     71     55     43    400    237    203    174
 1958     93     29     21     14    405    243    208    175
 1959    156     79     66     55    390    232    201    175
 1960     42     19     14     10    431    270    236    204
 1961    160     77     62     49    293    163    139    117
 1962    136     75     62     50    406    259    227    197
 1963    267    146    128    113    507    333    295    260
 1964    133     62     48     37    423    261    225    191
 1965     27      6      4      2    395    255    224    193
 1966    280    165    141    117    317    191    162    136
 1967    266    173    153    134    448    279    243    211
 1968    308    192    167    144    424    263    229    198
 1969     84     46     38     32    407    247    213    180
 1970     91     39     32     25    453    299    268    238
 1971    104     51     42     33    447    298    266    235
 1972    167     93     81     69    395    238    205    176
 1973    233    103     79     57    337    187    158    132
 1974    237    139    120    104    478    306    270    235
 1975    100     52     42     32    345    206    174    147
 1976    213    111     90     73    464    299    262    230
 1977    288    156    134    114    564    382    339    299
 1978    121     61     51     44    382    214    180    150
 1979    136     66     55     45    307    177    151    126
 1980    110     45     36     27    389    240    211    183
 1981    238    130    108     89    555    371    331    292
 1982    146     72     57     43    331    200    175    152
 1983    181     98     82     68    245    130    112     97
 1984     46     11      8      6    298    155    132    109
 1985    238    124    103     83    541    351    313    278
 1986    294    169    147    129    508    337    300    264
 1987    260    141    120    102    536    351    313    279
 1988    237    140    119    101    408    266    235    206
 1989    223    134    115     98    466    304    268    235
 1990    264    151    127    104    410    254    220    189
 1991    286    164    140    119    468    291    253    217
 1992    253    130    107     87    365    218    188    163
 1993    111     49     37     29    337    191    163    138
 1994    227    126    106     88    439    286    254    224
 1995    254    155    136    117    340    194    166    138
 1996    132     60     47     36    392    243    211    186
 1997    233    120     98     78    318    183    156    130
 1998    146     88     79     71    341    187    159    134
 1999    154     76     61     48    389    225    194    167
 2000    267    158    136    117    388    240    209    181
 2001     69     20     13      8    518    345    305    266
 2002    152     80     63     49    396    249    218    190
 2003    212    126    109     93    424    280    250    221
 2004    225    116     93     74    454    284    246    212
 2005    158     83     68     55    463    285    247    213
     ****************************  ****************************
 MEAN  178.8   95.0   79.3   65.5  411.7  255.9  223.5  193.6
 STDV   72.9   47.2   41.7   36.8   76.1   61.1   56.6   52.0

               MAY                         JUNE        
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    734    513    461    410    803    567    509    454
 1952    671    448    401    356   1030    790    731    672
 1953    660    447    401    356   1047    807    747    687
 1954    547    355    316    278    990    752    694    637
 1955    756    516    462    413    837    598    542    488
 1956    799    577    525    478   1002    766    709    653
 1957    681    454    402    355    922    683    625    567
 1958    742    515    465    418    856    616    556    499
 1959    768    540    485    432    964    724    664    605
 1960    646    431    380    334    872    633    574    517
 1961    598    395    351    312    902    663    607    555
 1962    898    656    599    543    911    671    614    558
 1963    694    467    411    364   1008    768    708    648
 1964    819    577    521    469    903    669    611    555
 1965    843    600    544    490    878    638    579    523
 1966    586    393    352    316    845    612    557    502
 1967    597    383    340    301    876    636    579    523
 1968    593    385    340    299    979    739    680    625
 1969    729    507    456    407    853    619    563    508
 1970    826    589    533    479    952    712    652    593
 1971    630    409    360    316   1070    830    770    710
 1972    724    498    448    399    929    691    634    578
 1973    626    404    355    310    977    737    677    617
 1974    700    471    422    373    827    592    535    479
 1975    784    545    491    441    958    718    658    598
 1976    596    392    347    309    937    697    638    579
 1977    876    638    581    524   1000    760    700    640
 1978    658    439    391    345    932    693    635    580
 1979    682    473    424    376    901    663    604    547
 1980    713    487    438    394    892    652    592    536
 1981    589    382    336    294    946    706    646    586
 1982    770    528    472    419    778    543    487    434
 1983    550    348    306    267    956    719    661    605
 1984    575    370    327    286    979    739    679    619
 1985    753    513    458    407    837    599    542    489
 1986    713    481    430    381    999    759    699    640
 1987    850    609    556    505    977    737    679    621
 1988    809    569    515    465    981    741    682    626
 1989    649    443    396    351    871    633    575    519
 1990    569    351    305    262    946    706    647    590
 1991    841    612    556    501   1003    763    703    643
 1992    689    470    423    379    885    647    589    531
 1993    710    473    417    366    893    658    601    545
 1994    683    461    415    372    961    721    661    604
 1995    577    350    302    259    923    683    623    563
 1996    633    409    359    314    915    677    618    561
 1997    548    346    304    266    939    699    639    580
 1998    789    546    490    435    855    618    562    508
 1999    659    427    376    330    893    654    597    542
 2000    738    510    459    412    873    634    575    518
 2001    685    451    400    353    864    631    575    520
 2002    578    379    337    299    998    758    698    638
 2003    614    386    341    302    845    605    545    487
 2004    721    496    443    393    847    607    548    490
 2005    636    418    370    325    992    752    692    632
     ****************************  ****************************
 MEAN  692.8  469.7  419.9  373.5  923.8  685.2  626.7  569.5
 STDV   92.1   81.3   77.3   72.8   65.4   64.4   63.5   62.1

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951   1029    781    719    657   1007    759    697    636
 1952   1071    823    761    699    966    718    656    597
 1953   1117    869    807    745   1076    828    766    704
 1954   1141    893    831    769   1047    799    737    675
 1955   1174    926    864    802   1079    831    769    708
 1956   1035    787    725    663   1031    785    725    665
 1957   1132    884    822    760   1026    778    716    655
 1958    993    745    683    621   1018    772    711    650
 1959   1018    770    708    647   1099    851    789    727
 1960   1013    765    703    642   1058    810    748    686
 1961   1039    791    729    667   1044    796    734    673
 1962   1041    793    732    672    990    742    680    620
 1963   1100    852    790    728   1016    768    706    644
 1964   1084    836    774    712    947    704    645    588
 1965   1049    801    739    677    957    709    650    591
