# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6151] OAKLAND-2-E
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# LENGTH OF SEASON FOR STATION NUMBER  ia6151   BASE TEMP=24
 LAST SPRING OCCURENCE FIRST FALL OCCURENCE  LENGTH OF SEASON
   YEAR MONTH DAY DOY         MONTH DAY DOY
   1951   4    17 107          10    31 304          197
   1952   4    10 101          10     6 280          179
   1953   4    20 110          10    27 300          190
   1954   4     4  94          10    31 304          210
   1955   4     7  97          10    15 288          191
   1956   4    24 115          11     9 314          199
   1957   4    14 104          10    25 298          194
   1958   4    29 119          10    26 299          180
   1959   4    22 112          11     5 309          197
   1960   4    10 101          10    20 294          193
   1961   5     2 122          10    20 293          171
   1962   4    15 105          10    24 297          192
   1963   5    28 148          10    29 302          154
   1964   4     9 100          10     9 283          183
   1965   4    19 109          10    24 297          188
   1966   4    21 111          10    16 289          178
   1967   4    24 114          10    28 301          187
   1968   4    10 101          10     4 278          177
   1969   3    30  89          10    14 287          198
   1970   4     4  94          10    16 289          195
   1971   4     7  97          10    10 283          186
   1972   4     8  99          10    19 293          194
   1973   4    11 101          10    29 302          201
   1974   3    24  83          10     7 280          197
   1975   4     3  93          10    25 298          205
   1976   4     1  92          10     6 280          188
   1977   4     6  96          10    16 289          193
   1978   3    26  85          10     7 280          195
   1979   4    28 118          10    13 286          168
   1980   5     9 130          10    12 286          156
   1981   3    23  82          10     2 275          193
   1982   4    21 111          10    21 294          183
   1983   4    15 105           9    23 266          161
   1984   4     1  92          11     2 307          215
   1985   4     9  99          11    19 323          224
   1986   3    21  80          11     9 313          233
   1987   4     3  93          10    11 284          191
   1988   4    19 110          10    28 302          192
   1989   4    11 101          10    21 294          193
   1990   4    12 102          11     5 309          207
   1991   3    30  89          10    19 292          203
   1992   4    23 114          11     6 311          197
   1993   4     3  93          10    31 304          211
   1994   4     8  98          10    26 299          201
   1995   4     5  95          11     3 307          212
   1996   4    24 115          11     1 306          191
   1997   4    18 108          10    27 300          192
   1998   3    22  81          11     6 310          229
   1999   3    27  86          10    21 294          208
   2000   4     9 100          10     8 282          182
   2001   3    28  87          10    27 300          213
   2002   4     5  95          10    31 304          209
   2003   4    10 100          11     6 310          210
   2004   4    12 103          11     3 308          205
             MEAN=101              MEAN=295     MEAN=194
