# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0200] AMES-8-WSW
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia0200
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  0.38  2.41  3.05  4.78  3.72  7.21  4.49  5.46  3.14  3.73  1.21  0.70 40.28
 1952  1.54  0.43  4.48  1.36  4.32  4.68  3.73  4.46  0.18  0.03  2.43  0.89 28.53
 1953  0.69  1.46  2.86  3.04  1.59  4.99  1.76  2.11  0.65  0.26  1.38  0.76 21.55
 1954  0.16  1.30  1.55  2.73  4.68  7.58  0.67 14.67  2.62  4.78  0.22  0.52 41.48
 1955  0.50  1.14  0.73  3.75  4.11  2.45  3.39  1.47  2.31  0.77  0.14  0.36 21.12
 1956  0.51  0.18  0.78  1.62  3.95  1.55  1.59  4.24  2.16  2.27  1.99  0.38 21.22
 1957  0.62  0.33  1.66  2.87  6.18  6.50  3.47  3.41  2.00  2.76  2.56  0.81 33.17
 1958  0.63  0.15  0.48  1.62  1.65  4.27  9.57  1.79  4.07  0.18  1.10  0.24 25.75
 1959  0.75  1.25  3.62  2.27  8.07  3.26  2.14  2.64  4.31  2.38  1.85  1.41 33.95
 1960  1.57  0.80  1.21  6.09  7.81  2.70  2.73  5.55  3.67  1.26  0.29  0.66 34.34
 1961  0.23  2.35  4.57  2.19  1.32  3.67  5.68  2.21  8.89  3.00  2.19  1.69 37.99
 1962  0.13  1.50  1.35  1.64  5.30  4.03  3.84  1.73  1.71  2.67  0.29  0.21 24.40
 1963  0.58  0.62  2.95  5.47  5.65  2.44  4.17  5.06  2.33  0.86  1.42  0.49 32.04
 1964  0.52  0.31  0.93  6.13  4.07  7.71  4.34  3.14  2.84  0.24  0.70  0.85 31.78
 1965  0.95  1.21  3.54  5.45  4.66  4.80  1.61  2.67  7.22  1.00  1.40  1.41 35.92
 1966  1.38  0.41  2.25  1.07  4.81  8.56  1.28  2.02  0.25  0.33  0.25  0.47 23.08
 1967  1.16  0.08  1.58  2.78  2.48 10.19  1.92  1.44  1.52  2.51  0.43  0.46 26.55
 1968  0.47  0.06  1.37  6.22  2.41  9.08  2.25  3.33  4.25  2.93  1.30  1.86 35.53
 1969  0.91  0.79  0.55  4.10  3.18  5.96  4.89  2.02  4.47  4.02  0.05  0.82 31.76
 1970  0.10  0.00  2.39  1.67  7.47  3.14  3.78  5.75  5.31  3.41  1.57  0.90 35.49
 1971  1.60  3.45  0.81  1.22  3.46  4.38  3.76  0.48  1.28  3.70  2.65  1.01 27.80
 1972  0.43  1.12  0.76  2.89  4.10  5.12  4.17  5.19  4.32  4.28  2.70  1.95 37.03
 1973  1.75  1.96  3.20  4.02  6.76  2.63  6.33  2.25  8.10  3.58  2.25  2.16 44.99
 1974  0.75  0.40  1.01  4.50  9.47  5.65  1.69  4.63  1.93  5.08  0.93  1.19 37.23
 1975  1.30  0.63  1.98  4.21  3.72  8.04  1.64  2.92  1.45  0.55  2.86  1.03 30.33
 1976  0.00  2.51  3.87  5.66  2.97  5.73  1.09  0.25  0.33  0.90  0.00  0.19 23.50
 1977  0.03  0.36  3.60  1.92  2.24  1.24  4.04 11.42  5.10  5.55  0.56  0.98 37.04
 1978  0.07  0.45  0.50  5.17  2.97  5.44  6.83  3.94  5.57  0.76  2.55  0.61 34.86
 1979  1.10  0.30  3.51  4.31  4.84  6.33  4.03  4.97  2.55  3.85  1.97  0.24 38.00
 1980  1.14  0.29  0.44  1.19  2.87  3.93  2.01  5.40  1.48  1.40  0.41  0.20 20.76
 1981  0.00  0.67  0.56  1.86  1.00  4.09  3.97  5.76  2.42  1.67  2.28  0.73 25.01
 1982  1.86  0.41  2.93  2.72  6.09  2.61  6.15  3.46  1.88  2.64  3.04  4.17 37.96
 1983  0.87  0.76  3.65  3.14  6.21  9.12  3.82  4.20  3.18  6.24  5.40  0.35 46.94
 1984  0.50  0.81  1.17  6.83  5.05  6.58  3.39  0.31  3.99  3.61  2.06  1.70 36.00
 1985  0.35  0.93  2.28  1.21  1.26  3.39  1.40  5.08  4.03  3.43  0.65  1.28 25.29
 1986  0.04  1.02  2.14  5.20  5.45  6.51  5.47  3.59  6.90  4.54  1.22  0.81 42.89
 1987  0.18  0.52  2.00  2.16  3.61  3.03  4.78 12.60  2.07  1.13  2.72  1.43 36.23
 1988  0.37  0.19  0.37  1.71  1.74  2.09  3.39  6.07  3.28  0.27  1.93  0.77 22.18
 1989  1.10  0.30  0.72  2.57  4.16  3.49  2.43  1.73  3.20  2.90  0.10  0.13 22.83
 1990  0.72  0.43  5.01  2.00  8.56  8.27  7.70  4.29  2.25  1.64  1.55  1.88 44.30
 1991  0.76  0.17  4.88  9.17  5.19  4.18  1.75  3.67  2.36  3.33  3.13  1.69 40.28
 1992  1.20  1.52  2.51  3.90  1.04  0.58 10.20  2.23  4.08  0.54  4.61  1.82 34.23
 1993  0.87  0.84  3.26  2.56  7.31  7.63 16.39 10.40  3.99  1.51  1.11  0.60 56.47
 1994  0.89  0.79  0.14  2.74  1.73  5.60  2.30  4.45  4.49  3.07  1.80  0.74 28.74
 1995  0.39  0.30  2.37  5.27  4.34  3.47  3.99  3.07  2.66  1.02  1.61  0.59 29.08
 1996  1.78  0.17  1.46  1.29  7.64  5.20  4.11  4.90  3.18  2.81  4.19  0.86 37.59
