# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6316] OSCEOLA-3-WSW
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY HEATING DEGREE DAYS 1951-2006 FOR STATION # ia6316
 YEAR    JAN    FEB  MARCH  APRIL    MAY   JUNE   JULY AUGUST   SEPT   OCT   NOV   DEC
 1951   1305   1062   1060    584    100     62      4      8    138    368    936   1299
 1952   1228    891    944    418    155      0      0      9     55    418    711   1109
 1953   1188    899    769    571    177      4      0      0     31    192    621   1030
 1954   1299    689    914    299    241     36      0      2     23    347    615   1047
 1955   1282   1166    857    208     71     45      0      1     70    340    985   1290
 1956   1302   1082    827    462    111     17      0     13     63    128    760   1066
 1957   1471    912    845    450    161     12      0      1    125    446    834    987
 1958   1216   1313    932    417    117     23      3     27     66    282    654   1255
 1959   1473   1113    840    444    127     13      8      0    127    473    963    951
 1960   1304   1268   1295    406    155     17      0      0     77    344    702   1156
 1961   1268    927    812    574    249     27      0      5    164    291    779   1363
 1962   1524   1118   1024    480     23     27      6      0    137    301    707   1183
 1963   1612   1179    720    359    167      0      0     14     42     73    607   1498
 1964   1073   1019    905    371     60     19      0     27    106    392    620   1232
 1965   1341   1146   1231    442     74      5      0     14    131    294    682    877
 1966   1528   1059    724    528    232     25      0     19    124    357    731   1211
 1967   1208   1128    750    392    280     27     17     20    113    430    828   1112
 1968   1345   1164    621    351    213     18      2      3     60    321    847   1274
 1969   1423   1031   1059    381    153     57      0      0     47    454    718   1217
 1970   1510    973    963    403     81     13      3      0    104    362    781   1109
 1971   1477   1148    871    350    213      0     11      4    109    233    732   1113
 1972   1427   1163    780    414    148     20      8      8    127    518    947   1440
 1973   1347   1035    617    460    171      1      0      1    108    250    755   1255
 1974   1361    965    701    334    155     37      0     15    175    333    792   1149
 1975   1289   1186   1070    549    103     28      8      0    172    298    646   1122
 1976   1306    854    785    323    223     13      0      1     75    539    961   1314
 1977   1690   1002    621    255     22      1      0      1     43    426    815   1321
 1978   1701   1452   1036    460    248     23      5      7     51    390    797   1251
 1979   1771   1417    890    527    157     16      3      9     46    327    824   1028
 1980   1298   1255    967    427    154     17      0      0     93    500    759   1188
 1981   1233   1033    757    264    232      2     14     16     77    487    770   1290
 1982   1720   1222    924    528    118     55      0     40    148    443    907   1085
 1983   1242    996    834    626    283     37      0      0    137    452    804   1605
 1984   1233    835    937    487    224      1      1      6    166    407    763   1203
 1985   1437   1159    719    323     77     38      0      5    178    409   1029   1577
 1986   1155   1209    697    362    128      3      0     31     48    398    960   1118
 1987   1179    837    709    351     77      7      4     24     81    542    657   1081
 1988   1370   1285    776    409     46      4      1     18     42    553    773   1152
 1989   1046   1443    913    456    222     44      0     10    194    392    900   1562
 1990   1065   1006    773    541    269     28     10      5    101    427    659   1303
 1991   1569    924    771    400    137      6      0      6    171    464   1082   1096
 1992   1131    910    739    565    203     28      8     46    164    379    912   1168
 1993   1403   1228    988    575    169     62      0      6    233    477    888   1151
 1994   1543   1241    777    477    180     29      1     15    119    325    730   1061
 1995   1390   1057    749    500    228     12      6      0    150    374    925   1195
 1996   1404   1081    963    464    223     22      1      0    153    323    959   1254
 1997   1411   1018    725    548    276      4      2      1     78    454    896   1154
 1998   1203    816   1036    467     87     74      0      0     36    338    684   1052
 1999   1391    861    859    438    178     25      1      5    155    402    545   1116
 2000   1202    888    657    430    113     30      3      2    115    271    943   1645
 2001   1336   1269   1054    356    169     65      0      0    144    455    513   1017
 2002   1104    970    975    481    270     10      0      4     81    557    897   1069
 2003   1377   1220    881    416    196     48      0      0    162    345    827   1052
 2004   1405   1188    724    410    163     53      9     48     63    381    696   1154
 2005   1367    901    834    349    229      5      5      0      0      0      0      0
 MEAN   1354   1077    858    434    164     24      3      9    107    379    793   1196
