# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6566] PERRY
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 DAILY RECORD HIGHS AND LOWS OCCURRING DURING 1951-2003 FOR STATION NUMBER  ia6566
      JAN     FEB    MARCH   APRIL    MAY     JUNE    JULY    AUG     SEPT    OCT     NOV     DEC
 DY  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  54 -16  59 -23  62 -30  81  19  88  31  92  38 100  48 104  50  99  37  92  26  83  19  64  -2
  2  54 -16  55 -27  75 -12  87  18  90  27  94  43  96  50 100  51  95  44  93  20  77   9  66  -1
  3  54 -13  62 -29  72   1  85   9  90  28  90  37  97  47 100  49 100  34  91  26  77   8  64  -3
  4  50 -15  54 -27  77 -11  78   9  91  26  94  41 100  46 100  45  96  34  94  27  76   3  61   0
  5  65 -21  56 -25  70 -24  80  16  91  24  92  44  98  42  97  45  94  36  95  26  72   3  67  -4
  6  50 -23  60 -20  70 -15  85   6  87  29 100  40  99  46  95  48  96  38  94  22  70  10  66  -9
  7  47 -24  54 -19  74  -9  89  12  92  27  92  43  99  48  97  45  95  37  91  22  76 -13  51 -13
  8  61 -23  65 -22  77  -5  81  18  91  29  92  43  98  52 102  47  97  37  85  20  77 -13  62 -16
  9  64 -18  61 -33  73  -6  79  15  88  29 101  43  97  51  94  47 100  37  83  20  80  -3  56 -18
 10  55 -22  60 -30  71  -3  85  16  87  29  93  45  98  48  94  47  94  37  87  21  75  11  53 -10
 11  50 -19  66 -19  73  -2  83  19  89  28  98  45 102  50  96  44  94  37  85  18  73  -4  64 -10
 12  57 -32  61 -21  72 -11  85  17  96  32  97  45 101  48 100  45  98  32  88  20  69  -2  59 -13
 13  53 -24  68 -17  74 -10  79  19  91  29  96  42 101  48  98  42  92  35  88  25  69  -2  64 -20
 14  59 -31  65 -20  71  -8  86  19  88  32  98  48 100  47  94  46  92  35  87  25  81  -3  58 -18
 15  48 -20  65  -9  71  -9  87  22  93  32  98  43  99  47 104  47  98  34  88  24  74   5  56 -15
 16  58 -20  61 -21  78  -4  90  23  90  33  93  43  99  48 106  48  95  32  85  25  73   0  60 -17
 17  60 -18  64 -28  77   6  86  21  89  36  90  44  99  50 105  47  94  33  83  17  77  -5  55 -10
 18  57 -19  67 -21  75   4  85  15  92  38  96  48  98  52 105  46  95  33  85  20  72   4  59 -19
 19  50 -28  67 -18  70   2  92  19  92  36  95  42  98  52  99  45  91  29  84  15  75   6  65 -21
 20  51 -28  60  -9  78   5  86  24  92  33  99  42  99  51  97  42  92  29  88  15  66   8  54 -19
 21  55 -29  64  -8  74  -4  87  21  91  36 100  43 100  48  98  46  89  30  88  23  71   1  59 -22
 22  59 -27  63 -10  69   8  89  24  90  31 101  48 104  50  94  49  88  28  83  16  73   4  55 -22
 23  58 -21  64 -15  81   5  95  21  92  32  95  46 101  51  95  43  85  29  82  16  65   4  58 -28
 24  59 -15  64 -13  84   3  86  18  90  39  95  47  95  54  95  44  88  28  80  21  59   4  51 -25
 25  62 -14  63  -9  85   2  88  27  96  37 101  45  98  51 100  38  90  29  79  21  71  -3  52 -20
 26  61 -19  64 -21  80   0  89  31  98  36  92  48 104  49 102  45  92  29  84  20  63  -1  56 -15
 27  67 -19  61 -10  84   6  91  31  93  36  96  46 101  48 100  41  92  29  82  16  69   2  55 -17
 28  57 -19  64 -18  79   9  88  30  92  38  98  51 101  49  97  37  98  28  82  15  70  -5  60 -10
 29  55 -23  67 -11  81   5  90  26  92  36  99  49  99  47  98  38  91  26  72  15  61  -2  69  -8
 30  54 -20 *** ***  89   8  88  30  92  40  99  51 103  43  98  42  91  29  80  14  70  -4  60  -9
 31  53 -21 *** ***  84  11 *** ***  94  39 *** *** 102  44  97  39 *** ***  74  19 *** ***  61 -16
