# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6940] RED-OAK
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia6940
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  0.55  2.16  3.23  5.23  6.53  6.59  2.94  5.76  2.89  2.34  1.06  0.72 40.00
 1952  0.42  0.78  3.48  3.57  3.52  4.68  3.00  6.13  1.91  0.00  2.81  1.07 31.37
 1953  0.47  1.48  3.34  2.88  0.91  6.35  1.52  2.30  0.97  1.77  1.52  0.98 24.49
 1954  0.02  2.23  0.90  2.85  3.97  3.74  1.16 13.32  1.55  2.42  0.06  0.41 32.63
 1955  1.66  2.19  0.79  4.48  3.04  5.31  1.23  1.44  3.62  0.58  0.37  0.16 24.87
 1956  0.45  0.44  0.15  1.05  1.85  3.04  6.79  8.11  0.65  1.76  3.60  0.39 28.28
 1957  0.49  0.14  3.04  2.64  4.40  4.52  1.47  5.18  2.74  4.59  2.43  0.74 32.38
 1958  1.19  0.62  0.92  1.58  1.14  1.36 13.38  2.83  4.97  0.24  0.74  0.25 29.22
 1959  0.78  1.02  3.43  2.38  9.29  3.19  0.46  5.33  4.45  2.86  0.69  2.09 35.97
 1960  2.34  1.87  2.05  2.40  3.46  6.30  2.10  7.90  7.56  2.64  0.26  0.59 39.47
 1961  0.25  1.79  5.43  2.36  3.88  5.11  2.84  2.87  9.19  1.88  2.24  1.92 39.76
 1962  0.86  1.93  0.79  1.35  7.72  1.97  4.70  2.59  3.26  3.03  0.95  0.55 29.70
 1963  0.51  0.41  3.00  3.35  1.98  1.69  3.58  6.65  3.86  0.39  0.99  0.47 26.88
 1964  0.22  0.19  1.68  6.47  6.69 11.18  5.67  4.11  5.99  0.32  1.08  0.95 44.55
 1965  0.40  1.22  3.41  3.26  7.10  5.64  4.23  2.71  9.66  0.30  1.12  1.66 40.71
 1966  0.50  0.26  0.55  0.81  3.87  6.01  3.12  2.99  2.50  0.34  0.40  0.55 21.90
 1967  0.91  0.37  1.60  5.21  3.31 22.18  2.57  1.90  3.11  1.85  0.49  0.59 44.09
 1968  0.46  0.10  0.24  3.61  2.78  1.57  2.85  4.62  2.09  3.61  1.03  2.20 25.16
 1969  0.00  1.09  1.11  4.24  5.38  6.06  6.56  0.96  0.84  5.36  0.10  1.27 32.97
 1970  0.16  0.05  1.38  2.62  1.76  3.58  3.87  4.78  2.97  4.49  1.47  0.82 27.95
 1971  1.29  2.00  0.57  0.78  5.29  4.21  1.70  3.76  2.12  3.98  4.66  0.92 31.28
 1972  0.19  0.48  0.77  4.92  4.46  2.46  8.89  2.22  7.75  2.83  3.25  2.53 40.75
 1973  2.76  1.92  5.94  4.40  5.82  1.53  7.83  3.00  6.79  3.84  1.52  3.09 48.44
 1974  0.75  1.26  0.92  4.40  3.03  1.85  0.67  3.75  1.73  4.15  1.31  0.92 24.74
 1975  2.26  1.37  2.13  2.90  3.74  4.08  0.81  6.53  4.41  0.08  2.75  0.58 31.64
 1976  0.29  3.28  2.43  5.41  3.61  5.37  3.57  1.34  2.21  1.57  0.03  0.16 29.27
 1977  0.84  0.20  3.51  2.90  1.71  2.37  2.88 16.56  6.65  4.51  2.91  0.97 46.01
 1978  0.35  1.44  0.73  6.79  4.58  3.59  7.87  2.88  5.54  1.07  2.23  0.87 37.94
 1979  1.85  0.23  5.77  3.68  1.76  4.03  6.89  1.76  4.02  3.53  1.59  0.50 35.61
 1980  1.25  0.58  1.80  1.59  1.73  7.28  2.71  7.17  4.07  2.43  0.21  1.22 32.04
 1981  0.03  1.03  1.26  2.41  2.94  5.13  8.11  4.09  2.04  1.61  3.27  0.77 32.69
 1982  1.82  0.73  3.66  4.41  9.49  6.77  3.20  6.54  3.83  1.63  1.56  3.15 46.79
 1983  0.70  1.01  4.17  1.76  5.26  7.12  1.37  0.90  1.49  4.34  4.60  0.00 32.72
 1984  0.70  0.79  3.29  8.65  6.48  6.12  3.45  1.03  1.78  4.20  1.40  2.72 40.61
 1985  0.67  0.94  2.32  2.78  2.09  2.20  4.29  4.28  3.59  2.85  0.91  0.72 27.64
 1986  0.00  2.07  2.29  6.04  4.71  4.06  5.86  3.97  8.52  4.27  0.92  1.88 44.59
 1987  0.20  1.23  3.04  2.14 13.15  6.19  6.20 14.35  5.82  0.97  2.22  1.01 56.52
 1988  0.32  0.45  0.25  1.80  2.82  1.62  2.20  1.55  4.56  0.21  4.02  0.81 20.61
 1989  1.19  1.33  0.27  2.07  1.13  7.84  2.63  2.94  9.45  1.42  0.05  0.51 30.83
 1990  0.70  0.44  3.51  1.01  5.31  5.94  9.67  4.53  1.20  1.85  2.21  1.13 37.50
 1991  1.13  0.30  3.50  4.66  4.02  4.33  3.11  2.30  3.39  2.18  4.33  2.52 35.77
 1992  1.40  1.47  2.75  3.50  1.34  2.48  6.41  1.57  6.97  2.41  4.35  1.74 36.39
 1993  1.37  1.13  2.75  1.98  7.05 11.22 11.65  6.03  5.35  2.51  0.80  0.82 52.66
 1994  0.55  1.53  0.17  2.09  2.03  9.25  3.26  2.04  2.55  4.12  1.31  1.87 30.77
 1995  1.02  0.56  4.46  5.75  6.95  3.80  1.67  1.17  2.05  1.44  1.71  0.82 31.40
 1996  2.41  0.24  1.15  3.11 13.08  5.41  2.68  2.18  4.89  4.11  5.02  0.35 44.63
 1997  0.73  1.69  1.65  4.88  3.54  3.08  3.15  1.91  4.69  4.55  2.25  1.03 33.15
 1998  0.86  2.15  3.02  2.89  4.37  8.57  3.92  3.89  1.12  2.81  2.17  0.36 36.13
 1999  0.92  1.33  0.89  9.38  9.18  4.68  3.24  4.98  3.54  0.73  1.16  0.52 40.55
 2000  0.12  1.54  0.95  1.98  1.41  5.47  6.82  2.07  1.03  1.55  2.31  0.71 25.96
 2001  1.53  2.86  1.36  4.07  6.95  3.88  5.01  1.51  5.55  1.77  1.19  0.37 36.05
 2002  0.22  0.58  0.50  2.88  3.82  3.05  4.45  5.41  0.89  5.60  0.25  0.00 27.65
 2003  0.35  1.35  0.66  3.61  5.57  4.46  1.98  0.48  1.23  0.75  5.83  1.05 27.32
 2004  1.23  0.77  4.55  0.90  8.12  2.45  5.10  5.46  1.57  1.07  1.00  0.48 32.70
 2005  0.90  2.19  1.40  3.10  4.66  4.58  2.56 -9.99 -9.99 -9.99 -9.99 -9.99      
 MEAN  0.83  1.14  2.16  3.42  4.61  5.03  4.18  4.20  3.84  2.37  1.83  1.03 34.03
 PRECIPITATION MEANS AND TOTALS ARE BASED ON DATA AVAILABLE
 NO ATTEMPT WAS MADE TO ESTIMATE MISSING PRECIPITATION DATA
 *****************************************************************************************
 *****************************************************************************************
