# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6327] OSKALOOSA
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
  1 3/1-->3/7        1.62   0.31   62(61)   18(18)   13(13)    8( 8)    0( 0)    0      101
  2 3/8-->3/14       1.97   0.29   57(62)   19(21)   12(13)    4( 4)    0( 0)    0       92
  3 3/15-->3/21      1.71   0.28   54(63)   19(22)   11(13)    2( 2)    0( 0)    0       86
  4 3/22-->3/28      1.32   0.29   65(63)   17(17)   16(16)    5( 5)    0( 0)    0      103
  5 3/29-->4/4       1.69   0.29   74(61)   29(24)   12(10)    7( 6)    0( 0)    0      122
  6 4/5-->4/11       1.67   0.33   60(55)   25(23)   21(19)    4( 4)    0( 0)    0      110
  7 4/12-->4/18      1.92   0.38   61(50)   29(24)   22(18)   11( 9)    0( 0)    0      123
  8 4/19-->4/25      2.52   0.40   81(55)   28(19)   26(18)   11( 7)    2( 1)    0      148
  9 4/26-->5/2       2.59   0.35   71(58)   24(20)   18(15)    8( 7)    1( 1)    0      122
 10 5/3-->5/9        3.41   0.42   87(63)   15(11)   17(12)   18(13)    2( 1)    0      139
 11 5/10-->5/16      2.75   0.39   69(54)   22(17)   22(17)   12( 9)    2( 2)    0      127
 12 5/17-->5/23      2.35   0.38   74(55)   22(16)   25(19)   12( 9)    1( 1)    0      134
 13 5/24-->5/30      2.88   0.46   69(49)   26(19)   31(22)    9( 6)    5( 4)    0      140
 14 5/31-->6/6       3.16   0.35   63(54)   28(24)   20(17)    4( 3)    1( 1)    0      116
 15 6/7-->6/13       2.34   0.42   79(52)   29(19)   27(18)   13( 9)    4( 3)    0      152
 16 6/14-->6/20      2.52   0.39   84(62)   21(16)   14(10)   11( 8)    5( 4)    0      135
 17 6/21-->6/27      6.51   0.53   57(47)   24(20)   26(21)   11( 9)    4( 3)    0      122
 18 6/28-->7/4       3.40   0.61   45(41)   21(19)   24(22)   14(13)    6( 5)    0      110
 19 7/5-->7/11       4.35   0.51   58(50)   19(17)   21(18)   13(11)    4( 3)    0      115
 20 7/12-->7/18      3.22   0.51   49(49)   20(20)   16(16)   11(11)    5( 5)    0      101
 21 7/19-->7/25      2.56   0.40   58(53)   23(21)   18(17)    9( 8)    1( 1)    0      109
 22 7/26-->8/1       2.10   0.43   50(52)   11(11)   24(25)   11(11)    1( 1)    0       97
 23 8/2-->8/8        5.36   0.51   56(52)   17(16)   20(19)   11(10)    4( 4)    0      108
 24 8/9-->8/15       4.65   0.45   54(56)   18(19)   11(11)    9( 9)    4( 4)    0       96
 25 8/16-->8/22      2.28   0.39   61(58)   16(15)   18(17)    9( 9)    1( 1)    0      105
 26 8/23-->8/29      3.64   0.57   41(39)   22(21)   20(19)   18(17)    3( 3)    0      104
 27 8/30-->9/5       1.96   0.42   51(57)   16(18)   11(12)   12(13)    0( 0)    0       90
 28 9/6-->9/12       2.04   0.40   54(53)   22(22)   16(16)    9( 9)    1( 1)    0      102
 29 9/13-->9/19      5.55   0.56   53(46)   21(18)   24(21)   12(10)    5( 4)    0      115
 30 9/20-->9/26      2.64   0.41   63(53)   24(20)   17(14)   11( 9)    4( 3)    0      119
 31 9/27-->10/3      2.86   0.44   32(46)   18(26)   13(19)    3( 4)    3( 4)    0       69
 32 10/4-->10/10     3.21   0.43   54(57)   14(15)   14(15)    8( 9)    4( 4)    0       94
 33 10/11-->10/17    2.05   0.38   43(52)   18(22)   14(17)    6( 7)    1( 1)    0       82
 34 10/18-->10/24    3.20   0.41   52(53)   19(19)   17(17)   10(10)    1( 1)    0       99
 35 10/25-->10/31    1.90   0.27   60(65)   20(22)   12(13)    1( 1)    0( 0)    0       93
 36 11/1-->11/7      2.74   0.42   50(54)   16(17)   14(15)    9(10)    3( 3)    0       92
 37 11/8-->11/14     1.92   0.31   47(58)   18(22)   12(15)    4( 5)    0( 0)    0       81
 38 11/15-->11/21    4.65   0.41   38(49)   21(27)   12(15)    5( 6)    2( 3)    0       78
 39 11/22-->11/28    1.88   0.28   51(61)   16(19)   13(16)    3( 4)    0( 0)    0       83
