# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1533] CLARINDA
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia1533
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  0.49  2.73  3.60  4.28  8.03  8.06  4.25  6.48  3.59  1.85  1.43  0.34 45.13
 1952  0.48  0.59  2.92  2.81  3.73  4.60  2.73  6.11  1.20  0.00  3.53  1.03 29.73
 1953  0.23  1.14  1.99  3.81  1.00  6.38  1.39  3.31  1.37  0.10  1.28  0.75 22.75
 1954  0.00  1.55  0.68  3.93  2.52  4.56  0.13  7.54  1.05  5.63  0.12  0.32 28.03
 1955  1.41  4.00  0.90  2.08  1.68  5.98  0.63  1.21  2.39  1.23  0.13  0.09 21.73
 1956  0.24  0.50  0.28  0.88  2.24  3.62  5.46  5.48  0.81  1.46  3.29  0.68 24.94
 1957  0.59  0.10  3.06  3.49  4.50  6.66  1.20  2.72  4.70  4.41  1.50  0.84 33.77
 1958  1.00  0.66  0.88  1.09  5.14  1.65 17.19  1.41  6.74  0.27  2.02  0.04 38.09
 1959  0.83  1.01  3.55  2.08  8.88  4.53  3.50  5.59  6.74  2.33  0.76  2.19 41.99
 1960  3.36  1.23  1.50  2.45  3.85  6.43  3.10 10.66  3.34  1.76  0.48  0.48 38.64
 1961  0.26  2.14  5.01  2.32  3.21  5.41  6.49  3.73 12.05  3.02  2.74  1.60 47.98
 1962  0.89  2.11  0.72  1.44  7.67  2.10  9.64  3.89  3.43  3.68  1.21  0.52 37.30
 1963  0.42  0.34  3.23  6.95  4.32  1.87  4.06  7.67  4.17  1.52  1.15  0.50 36.20
 1964  0.20  0.15  1.87  6.45  6.43  7.36  3.55  3.11  5.64  0.33  1.49  0.88 37.46
 1965  1.44  1.28  2.71  2.12  5.45  6.37  6.99  3.60  7.62  0.50  1.25  1.68 41.01
 1966  1.42  0.26  1.69  0.73  3.62  5.36  4.33  2.63  2.65  0.46  0.50  0.77 24.42
 1967  0.70  0.47  2.34  3.08  3.89  9.18  1.91  1.06  2.74  3.59  0.50  1.43 30.89
 1968  0.54  0.16  0.55  4.10  4.11  4.33  3.48  3.92  2.32  3.18  0.96  2.25 29.90
 1969  0.00  0.92  1.34  4.90  5.37  6.01  7.60  2.51  2.33  4.67  0.47  0.00 36.12
 1970  0.00  0.15  1.68  3.83  2.48  2.72  3.17  4.13  4.04  4.25  2.23  0.77 29.45
 1971  1.88  2.07  0.57  1.72  7.40  2.48  3.03  6.51  2.21  4.12  4.34  0.98 37.31
 1972  0.37  0.38  1.23  3.60  4.16  3.68  6.86  3.19  4.98  4.22  4.04  2.12 38.83
 1973  2.44  2.50  6.84  4.19  4.34  1.68  8.15  5.26  8.38  4.79  2.87  2.69 54.13
 1974  1.39  0.60  1.32  4.68  5.68  2.89  0.76  3.26  1.31  3.75  1.99  1.24 28.87
 1975  1.83  1.52  2.01  2.06  4.89  9.44  0.66  2.20  4.85  0.38  3.62  0.79 34.25
 1976  0.30  2.67  2.24  5.52  3.43  2.54  2.17  2.82  2.71  1.71  0.00  0.12 26.23
 1977  0.77  0.25  4.08  1.25  4.99  3.98  3.45 16.60  6.79  6.57  2.29  0.42 51.44
 1978  0.55  0.86  1.12  7.69  5.82  3.71  8.37  3.92  6.97  0.57  2.86  0.34 42.78
 1979  2.12  0.34  5.01  3.21  2.42  3.52  7.22  2.16  3.65  4.55  2.06  0.47 36.73
 1980  0.84  0.47  2.10  2.19  1.21  6.76  2.29  8.72  0.81  2.19  0.63  1.51 29.72
 1981  0.00  0.63  1.85  3.10  4.39  4.01  8.15  4.18  3.58  2.17  2.27  2.10 36.43
 1982  2.28  0.00  5.16  3.31  7.93  3.85  4.09 11.04  4.39  1.85  2.18  2.82 48.90
 1983  0.93  0.53  2.73  1.87  4.60  7.61  1.37  1.31  3.06  3.86  5.74  0.84 34.45
 1984  0.40  1.19  3.03  7.26  5.68  6.48  1.86  0.00  3.35  5.86  0.29  1.87 37.27
 1985  0.60  1.30  1.75  2.13  3.29  2.02  6.92  4.03  5.01  3.59  0.96  0.87 32.47
 1986  0.00  1.47  2.43  6.24  3.75  4.56  5.96  2.56  7.81  3.55  1.09  1.79 41.21
 1987  0.12  0.41  3.70  1.82  9.76  3.66 11.11  9.01  2.65  0.84  3.68  1.24 48.00
 1988  0.35  0.52  0.37  1.66  1.34  0.71  3.98  2.49  3.27  0.44  1.64  0.49 17.26
 1989  1.16  0.70  0.39  0.82  2.02  5.14  4.81  4.68  8.25  2.08  0.00  0.43 30.48
 1990  1.25  0.42  4.38  1.36  5.15  8.11  4.75  3.68  0.81  1.40  2.41  1.00 34.72
 1991  0.84  0.15  4.04  4.90  4.42  5.85  3.02  1.67  1.99  1.96  3.60  1.55 33.99
 1992  1.25  1.70  3.00  3.53  1.78  1.93  7.01  1.98  7.25  1.30  5.21  2.09 38.03
 1993  1.23  0.98  2.08  1.25  9.37  7.34 14.57  4.57  6.25  1.48  0.70  0.96 50.78
 1994  0.66  0.77  0.25  1.85  1.58  7.19  2.14  1.64  2.73  2.57  1.67  1.46 24.51
 1995  0.86  0.68  2.68  4.05  7.32  2.67  3.58  2.24  2.65  0.95  1.86  0.63 30.17
 1996  1.20  0.32  0.96  2.68  9.50  4.50  4.14  4.32  3.11  3.38  4.02  0.18 38.31
 1997  0.79  3.13  1.13  3.40  5.78  3.47  3.59  3.20  2.08  3.72  2.91  1.77 34.97
 1998  0.71  2.29  4.47  2.79  4.31  7.90  6.26  0.92  1.80  3.30  3.18  0.30 38.23
