# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA5131] MAQUOKETA-2-W
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
  1 3/1-->3/7        2.10   0.29   69(68)   13(13)   13(13)    5( 5)    1( 1)    0      101
  2 3/8-->3/14       0.90   0.25   69(64)   20(19)   18(17)    0( 0)    0( 0)    0      107
  3 3/15-->3/21      1.49   0.24   59(65)   23(25)    8( 9)    1( 1)    0( 0)    0       91
  4 3/22-->3/28      1.31   0.24   81(68)   20(17)   17(14)    1( 1)    0( 0)    0      119
  5 3/29-->4/4       2.00   0.33   71(58)   20(16)   26(21)    5( 4)    0( 0)    0      122
  6 4/5-->4/11       1.50   0.31   58(56)   27(26)   11(11)    7( 7)    0( 0)    0      103
  7 4/12-->4/18      3.03   0.31   76(61)   24(19)   20(16)    4( 3)    1( 1)    0      125
  8 4/19-->4/25      1.87   0.36   80(57)   30(21)   16(11)   14(10)    0( 0)    0      140
  9 4/26-->5/2       1.69   0.35   78(61)   21(16)   18(14)   11( 9)    0( 0)    0      128
 10 5/3-->5/9        1.56   0.36   68(53)   25(19)   27(21)    9( 7)    0( 0)    0      129
 11 5/10-->5/16      2.10   0.39   82(58)   23(16)   22(16)   12( 9)    2( 1)    0      141
 12 5/17-->5/23      2.32   0.36   71(56)   29(23)   14(11)   11( 9)    1( 1)    0      126
 13 5/24-->5/30      1.82   0.35   82(54)   33(22)   25(17)   11( 7)    0( 0)    0      151
 14 5/31-->6/6       4.80   0.37   72(59)   19(15)   24(20)    5( 4)    3( 2)    0      123
 15 6/7-->6/13       4.53   0.46   80(53)   22(15)   31(21)   15(10)    3( 2)    0      151
 16 6/14-->6/20      2.63   0.45   62(50)   20(16)   32(26)    9( 7)    2( 2)    0      125
 17 6/21-->6/27      2.34   0.47   56(48)   20(17)   26(22)   11( 9)    3( 3)    0      116
 18 6/28-->7/4       2.40   0.37   70(58)   19(16)   20(17)   11( 9)    1( 1)    0      121
 19 7/5-->7/11       2.12   0.48   48(44)   21(19)   24(22)   14(13)    1( 1)    0      108
 20 7/12-->7/18      2.90   0.45   43(44)   26(27)   17(17)   10(10)    2( 2)    0       98
 21 7/19-->7/25      4.27   0.36   68(58)   26(22)   15(13)    8( 7)    1( 1)    0      118
 22 7/26-->8/1       2.64   0.38   65(56)   23(20)   16(14)   11( 9)    1( 1)    0      116
 23 8/2-->8/8        3.85   0.52   62(53)   18(15)   20(17)   12(10)    6( 5)    0      118
 24 8/9-->8/15       2.55   0.41   59(58)   18(18)   13(13)    6( 6)    5( 5)    0      101
 25 8/16-->8/22      2.93   0.50   51(47)   23(21)   18(17)   14(13)    3( 3)    0      109
 26 8/23-->8/29      3.78   0.44   54(52)   19(18)   18(17)   10(10)    2( 2)    0      103
 27 8/30-->9/5       6.93   0.49   51(60)   10(12)   16(19)    3( 4)    5( 6)    0       85
 28 9/6-->9/12       2.05   0.39   50(57)   16(18)   14(16)    7( 8)    1( 1)    0       88
 29 9/13-->9/19      4.99   0.58   55(47)   23(20)   16(14)   17(15)    5( 4)    0      116
 30 9/20-->9/26      3.50   0.43   69(59)   17(15)   18(15)    9( 8)    4( 3)    0      117
 31 9/27-->10/3      3.10   0.37   51(57)   16(18)   14(16)    6( 7)    2( 2)    0       89
 32 10/4-->10/10     2.18   0.38   52(54)   22(23)   13(13)    9( 9)    1( 1)    0       97
 33 10/11-->10/17    1.65   0.34   50(57)   18(21)   11(13)    8( 9)    0( 0)    0       87
 34 10/18-->10/24    3.20   0.38   48(52)   21(23)   18(19)    5( 5)    1( 1)    0       93
 35 10/25-->10/31    2.53   0.29   63(66)   16(17)   12(13)    4( 4)    1( 1)    0       96
 36 11/1-->11/7      1.59   0.34   57(59)   19(20)   10(10)   11(11)    0( 0)    0       97
 37 11/8-->11/14     1.33   0.28   49(62)   13(16)   13(16)    4( 5)    0( 0)    0       79
