# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6243] ONAWA
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY COOLING DEGREE DAYS 1951-2006 FOR STATION # ia6243
 YEAR    JAN    FEB  MARCH  APRIL    MAY   JUNE   JULY AUGUST   SEPT   OCT   NOV   DEC
 1951      0      0      0     10     50     85    280    228     30     22      0      0
 1952      0      0      0     12     49    330    284    160    117      0      0      0
 1953      0      0      0      5     67    331    343    285    108     46      0      0
 1954      0      0      0     22     37    297    450    274    143      9      0      0
 1955      0      0      0     24     85    153    511    447    194     12      0      0
 1956      0      0      0      5    102    393    301    329    111     32      0      0
 1957      0      0      0     11     38    164    457    306     36      1      0      0
 1958      0      0      0      5     82    135    212    308    128     44      0      0
 1959      0      0      0      3     74    271    266    366     87      0      0      0
 1960      0      0      0     26     25    124    296    287    127     15      0      0
 1961      0      0      0      9     41    194    316    267     77      3      0      0
 1962      0      0      0     20    149    174    271    240     52     41      0      0
 1963      0      0      0     14     54    311    368    250    105     60      0      0
 1964      0      0      0      8    129    205    429    182    106      8      0      0
 1965      0      0      0      8    117    178    295    226     20     13      0      0
 1966      0      0      0      3     55    187    400    171     44     10      0      0
 1967      0      0      5      7     84    132    251    190     31     18      0      0
 1968      0      0      4     11     32    279    311    285     62     24      0      0
 1969      0      0      0      1     99    143    364    318     83     30      0      0
 1970      0      0      0     31    151    275    361    340    143     17      0      0
 1971      0      0      0     10     20    338    233    265    132     29      0      0
 1972      0      0      0      2     89    230    289    248     91      0      0      0
 1973      0      0      0      0     37    245    338    338     54     16      0      0
 1974      0      0      0     16     48    189    488    165     49      8      0      0
 1975      0      0      0      3    106    192    390    343     63     37      0      0
 1976      0      0      0     18     38    217    402    347    133     14      0      0
 1977      0      0      0     42    141    259    409    202     75      0      0      0
 1978      0      0      6      0     65    258    335    276    179      0      0      0
 1979      0      0      0      3     61    221    331    313    102      1      0      0
 1980      0      0      0     21     70    225    391    317    135      8      0      0
 1981      0      0      0     31     33    228    338    199     93      0      0      0
 1982      0      0      0      3     34    100    344    237     83      6      0      0
 1983      0      0      0      0     21    185    423    487    174     11      0      0
 1984      0      0      0      8     22    214    302    335    102      4      0      0
 1985      0      0      0     43     66    149    288    175    136      1      0      0
 1986      0      0      9      4     41    276    380    162     74      0      0      0
 1987      0      0      0     38    123    288    380    208     56      1      0      0
 1988      0      0      0      6    115    340    332    369    100      1      0      0
 1989      0      0      3     68     65    165    369    277     92     17      0      0
 1990      0      0      0     36     17    269    279    283    181     11      1      0
 1991      0      0      4     21    166    283    303    284    142      8      0      0
 1992      0      0      0      7     59    128    140    110     79      9      0      0
 1993      0      0      0      0     31    150    267    260     18     18      0      0
 1994      0      0      0     25    105    239    200    205    141      7      0      0
 1995      0      0      0      0      2    193    339    402     90     12      0      0
 1996      0      0      0      8     54    221    203    203     72     11      0      0
 1997      0      0      0      0     15    223    320    218    123     77      0      0
 1998      0      0      0      4    115    180    342    301    211      6      0      0
 1999      0      0      0      2     42    196    413    214     72     12      0      0
 2000      0      0      0      3    101    196    299    344    188     15      0      0
 2001      0      0      0     31     80    242    391    295     70     10      0      0
 2002      0      0      0     41     63    341    440    254    162      5      0      0
 2003      0      0      0     27     19    152    333    314     79     23      0      0
 2004      0      0      3     28     97    134    245    177    200     10      0      0
 2005      0      0      0     11     49    251    366      0      0      0      0      0
 MEAN      0      0      1     14     68    220    335    270    103     15      0      0
