# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1533] CLARINDA
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 DAILY RECORD HIGHS AND LOWS OCCURRING DURING 1951-2003 FOR STATION NUMBER  ia1533
      JAN     FEB    MARCH   APRIL    MAY     JUNE    JULY    AUG     SEPT    OCT     NOV     DEC
 DY  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  56 -17  67 -20  68 -24  90  20  91  28  93  40 100  49 100  54 102  43  94  28  77  15  63   1
  2  58 -19  62 -24  78  -4  87  13  95  27  93  38 101  48 102  51  97  45  94  26  79  10  65  -1
  3  57 -18  67 -24  80   1  85   6  89  26  95  40  98  49 100  48  98  36  91  27  77   6  63   1
  4  53 -17  59 -22  71 -13  78  18  91  32  93  41 100  48 101  46  97  39  93  25  75   1  65   4
  5  61 -21  58 -18  70 -24  80  20  94  32 100  43 101  42  98  49  95  36  92  24  71   2  67  -1
  6  55 -17  62 -13  74 -17  90  13  88  33  97  42 103  50  99  51  97  40  91  21  78  10  68  -6
  7  48 -18  61 -10  74  -6  86  19  95  31  95  48  98  52  99  46  97  36  90  19  77  -5  59  -7
  8  64 -13  63 -21  77  -6  83  18  90  28  98  45  99  53 100  47  97  35  84  21  76  -5  64  -9
  9  65 -17  60 -17  77  -3  85  21  90  31  97  44 100  51  99  47 100  43  85  18  79   0  53  -7
 10  54 -22  61 -12  75  -3  88  20  91  32  97  44 101  49  98  51  91  39  90  18  75   9  59  -6
 11  58 -14  72 -19  84  -2  86  20  89  29  97  46 102  52  95  48  93  38  87  19  76  -3  66  -5
 12  56 -25  63 -19  72 -20  89  15  97  32  96  47 104  51 101  45  97  34  90  27  70   0  64 -13
 13  59 -12  71  -6  76 -19  79  19  90  32  97  44 106  48  98  43  94  34  88  23  72  -1  60 -19
 14  60 -16  72  -4  75   1  85  23  87  33  97  46 105  49  97  49  93  38  86  24  82   2  58 -11
 15  54 -16  67  -9  73   9  90  22  90  31  98  45 101  51 101  48  95  35  86  23  72  14  55 -16
 16  63 -21  67 -23  81  13  89  24  89  35  97  45  99  53 103  49  94  35  86  24  74   5  65 -16
 17  62 -16  67 -25  77   9  87  21  90  35  95  44 106  52 105  48  95  36  82  18  72   1  61  -9
 18  68 -14  66 -14  74   4  87  21  91  38  99  45 103  54 102  49  94  34  86  20  72  11  63 -13
 19  55 -18  65 -10  79   5  93  26  91  38 103  45 103  53  99  48  92  31  83  14  72   8  57 -19
 20  59 -21  65   1  72   9  88  22  90  36 100  47 105  51  99  46  93  31  87  15  67   7  57 -15
 21  59 -14  67  -3  74   2  89  23  90  37 101  44 108  49  99  44  96  31  85  21  69   2  57 -18
 22  62  -8  67  -8  83  13  90  25  91  34 101  45 102  52 100  48  96  29  84  24  73   9  59 -24
 23  60 -19  69 -10  80   9  91  22  90  34 103  48  98  55 100  45  85  29  81  19  68   6  70 -24
 24  67 -16  68 -11  84   4  86  15  98  38 100  46  97  56  99  49  89  31  84  18  62   9  57 -24
 25  55 -11  68  -3  82   8  91  30 101  40 101  48  99  54  99  42  86  33  79  18  68   4  56 -16
 26  59 -10  75 -17  82   2  92  33  94  38 104  48 102  48 100  48  96  31  81  20  62   2  61 -18
 27  65 -20  72  -8  84  11  93  29  91  36 100  47 103  52 102  45  92  34  81  17  73   2  60 -13
 28  62 -15  76 -15  84   8  92  29  88  38  98  55 100  51 100  37 101  29  85  18  69  -7  68 -11
 29  60 -19  77  -7  88  10  90  22  91  37  99  52 100  53 100  46  90  32  74  18  67  -1  57  -6
 30  62 -17 *** ***  87  11  87  30  93  40  97  52 105  43  96  46  92  24  80  20  71 -10  63 -18
 31  58 -16 *** ***  84  14 *** ***  94  39 *** *** 104  46  96  45 *** ***  82  15 *** ***  62 -17
