# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA8296] TOLEDO
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
  1 3/1-->3/7        1.90   0.29   60(64)   18(19)    9(10)    7( 7)    0( 0)    0       94
  2 3/8-->3/14       2.10   0.25   76(71)   15(14)   11(10)    4( 4)    1( 1)    0      107
  3 3/15-->3/21      1.08   0.24   60(63)   22(23)   11(12)    2( 2)    0( 0)    0       95
  4 3/22-->3/28      1.32   0.28   63(62)   18(18)   18(18)    3( 3)    0( 0)    0      102
  5 3/29-->4/4       2.10   0.32   71(60)   25(21)   15(13)    6( 5)    1( 1)    0      118
  6 4/5-->4/11       1.68   0.28   68(64)   19(18)   15(14)    5( 5)    0( 0)    0      107
  7 4/12-->4/18      2.58   0.35   73(58)   22(17)   25(20)    5( 4)    1( 1)    0      126
  8 4/19-->4/25      1.82   0.33   89(57)   36(23)   21(13)   10( 6)    0( 0)    0      156
  9 4/26-->5/2       3.14   0.42   65(52)   23(18)   24(19)   12(10)    2( 2)    0      126
 10 5/3-->5/9        1.70   0.36   75(56)   21(16)   31(23)    8( 6)    0( 0)    0      135
 11 5/10-->5/16      2.65   0.42   81(55)   25(17)   24(16)   12( 8)    4( 3)    0      146
 12 5/17-->5/23      2.82   0.36   75(52)   40(28)   18(12)   10( 7)    2( 1)    0      145
 13 5/24-->5/30      2.72   0.45   91(58)   19(12)   26(16)   19(12)    3( 2)    0      158
 14 5/31-->6/6       2.28   0.33   73(57)   26(20)   21(16)    7( 5)    1( 1)    0      128
 15 6/7-->6/13       3.03   0.46   91(55)   27(16)   21(13)   19(12)    6( 4)    0      164
 16 6/14-->6/20      4.77   0.50   65(48)   25(18)   26(19)   16(12)    4( 3)    0      136
 17 6/21-->6/27      2.75   0.44   68(57)    9( 8)   24(20)   17(14)    2( 2)    0      120
 18 6/28-->7/4       3.38   0.52   45(42)   21(20)   23(21)   15(14)    3( 3)    0      107
 19 7/5-->7/11       3.80   0.52   60(50)   16(13)   26(22)   13(11)    4( 3)    0      119
 20 7/12-->7/18      5.47   0.58   53(48)   15(14)   23(21)   14(13)    5( 5)    0      110
 21 7/19-->7/25      2.22   0.32   80(66)   17(14)   12(10)   12(10)    1( 1)    0      122
 22 7/26-->8/1       2.53   0.48   57(55)   17(16)   14(13)    9( 9)    7( 7)    0      104
 23 8/2-->8/8        3.73   0.44   60(51)   23(19)   22(19)   11( 9)    2( 2)    0      118
 24 8/9-->8/15       5.48   0.49   53(53)   21(21)   14(14)    7( 7)    5( 5)    0      100
 25 8/16-->8/22      5.85   0.46   58(53)   21(19)   19(17)   11(10)    1( 1)    0      110
 26 8/23-->8/29      3.00   0.59   49(45)   18(17)   15(14)   21(19)    5( 5)    0      108
 27 8/30-->9/5       2.37   0.41   44(53)   14(17)   16(19)    7( 8)    2( 2)    0       83
 28 9/6-->9/12       3.34   0.40   51(52)   24(24)   13(13)    8( 8)    2( 2)    0       98
 29 9/13-->9/19      3.28   0.40   65(55)   22(18)   21(18)    9( 8)    2( 2)    0      119
 30 9/20-->9/26      2.05   0.38   65(55)   19(16)   24(20)   10( 8)    1( 1)    0      119
 31 9/27-->10/3      2.52   0.47   33(44)   20(27)   13(17)    7( 9)    2( 3)    0       75
 32 10/4-->10/10     2.90   0.37   46(54)   19(22)   14(16)    4( 5)    2( 2)    0       85
 33 10/11-->10/17    2.79   0.36   49(57)   15(17)   14(16)    7( 8)    1( 1)    0       86
 34 10/18-->10/24    2.36   0.34   51(56)   20(22)   16(18)    3( 3)    1( 1)    0       91
 35 10/25-->10/31    2.00   0.28   58(64)   17(19)   14(15)    2( 2)    0( 0)    0       91
 36 11/1-->11/7      4.67   0.39   64(65)    9( 9)   16(16)    8( 8)    2( 2)    0       99
 37 11/8-->11/14     1.90   0.23   57(71)   15(19)    4( 5)    4( 5)    0( 0)    0       80
 38 11/15-->11/21    3.93   0.39   46(60)   14(18)   10(13)    6( 8)    1( 1)    0       77
 39 11/22-->11/28    1.41   0.21   68(74)   17(18)    4( 4)    3( 3)    0( 0)    0       92
 40 11/29-->12/5     1.59   0.21   60(78)    7( 9)    8(10)    2( 3)    0( 0)    0       77
 41 12/6-->12/12     1.12   0.22   47(65)   16(22)    8(11)    1( 1)    0( 0)    0       72
 42 12/13-->12/19    0.95   0.16   56(81)   10(14)    3( 4)    0( 0)    0( 0)    0       69
 43 12/20-->12/26    0.82   0.17   55(76)   12(17)    5( 7)    0( 0)    0( 0)    0       72
 44 12/27-->1/2      1.22   0.19   49(71)   16(23)    3( 4)    1( 1)    0( 0)    0       69
 45 1/3-->1/9        1.11   0.17   54(79)    7(10)    6( 9)    1( 1)    0( 0)    0       68
 46 1/10-->1/16      1.60   0.23   40(70)   13(23)    1( 2)    3( 5)    0( 0)    0       57
 47 1/17-->1/23      1.11   0.17   64(79)   12(15)    4( 5)    1( 1)    0( 0)    0       81
 48 1/24-->1/30      1.50   0.13   74(89)    5( 6)    3( 4)    1( 1)    0( 0)    0       83
 49 1/31-->2/6       0.94   0.16   54(78)   11(16)    4( 6)    0( 0)    0( 0)    0       69
 50 2/7-->2/13       1.14   0.16   55(80)   12(17)    1( 1)    1( 1)    0( 0)    0       69
 51 2/14-->2/20      1.15   0.20   55(74)   11(15)    7( 9)    1( 1)    0( 0)    0       74
 52 2/21-->2/27      1.06   0.21   63(70)   17(19)    9(10)    1( 1)    0( 0)    0       90
 53 2/28-->2/29      0.50   0.10    7(88)    1(13)    0( 0)    0( 0)    0( 0)    0        8
ANNUAL TOTALS        5.85   0.35 3189(60)  934(17)  749(14)  366( 6)   76( 1)    0     5314
