# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1319] CEDAR-RAPIDS-1
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE HEAT STRESS VARIABLES FOR STATION #  ia1319
             # OF DAYS MAXT >86              ACCUMULATED (MAXT - 86 )
 YEAR   MAY  JUNE  JULY   AUG  SEPT TOTAL      MAY  JUNE  JULY   AUG  SEPT TOTAL
 1951     0     1     8     5     0    14        0     1    22    17     0    40
 1952     2    15    18     4     7    46        7    75    90    14    22   208
 1953     3     9    14    12     5    43       14    52    53    78    41   238
 1954     0    15    20     4     6    45        0    72   116    15    30   233
 1955     3     3    25    21     8    60        6    12   184   137    39   378
 1956     3    15     9     6     1    34        9    86    52    32     2   181
 1957     0     6    20    12     0    38        0    18   110    39     0   167
 1958     0     4     1    13     0    18        0     7     1    47     0    55
 1959     2     8     8    17     4    39        3    18    15    70    16   122
 1960     0     0    11     9     8    28        0     0    29    35    55   119
 1961     1     6     6     9     5    27        2    26    16    24    15    83
 1962     5     5     6    10     2    28       14    12    16    29     6    77
 1963     2    16    15     5     2    40        6    93    50    21     2   172
 1964     5     8    20     6     4    43       14    36   107    27    14   198
 1965     0     3     5     7     2    17        0     6    29    38     3    76
 1966     1     9    17     6     1    34        1    27    98    11     2   139
 1967     4     2     9     1     0    16       14     6    29     1     0    50
 1968     1    11     8    11     0    31        2    39    25    47     0   113
 1969     1     2     8     6     0    17        3     5    24    14     0    46
 1970     2     3    19    13     3    40        3    22    99    37     6   167
 1971     0    22     4    10     8    44        0    90    10    31    27   158
 1972     6     7    10    12     3    38       15    23    38    66    11   153
 1973     0    11    14    18     1    44        0    31    60    75     5   171
 1974     0     3    22     5     0    30        0     6   125     9     0   140
 1975     5    12    18    15     2    52       16    42    93    78     4   233
 1976     0     6    19    13     3    41        0    15    95    39     6   155
 1977     9    12    20     4     0    45       22    53   134     8     0   217
 1978     3     8     8     7     8    34       12    15    18    22    29    96
 1979     1     6     4     9     1    21        1     9     5    38     2    55
 1980     4     3    19    14     3    43        7    14   102    49     7   179
 1981     0     5     6     1     1    13        0    10    19     2     1    32
 1982     0     0     6     5     0    11        0     0    18    18     0    36
 1983     0     8    20    24     6    58        0    30    95   157    20   302
 1984     0     2     9    14     8    33        0     4    42    77    30   153
 1985     2     5    13     9    10    39        8    31    54    28    50   171
 1986     0     5    15     1     2    23        0    26    56     2     2    86
 1987     4    11    19     9     0    43       11    65   124    62     0   262
 1988     5    21    24    18     4    72       17   122   197   175    14   525
 1989     0     6    17     5     0    28        0    11   105    23     0   139
 1990     0     6     6     6     5    23        0    17    41    25    28   111
 1991     4    12    17     8     5    46       14    41   101    43    10   209
 1992     1     6     3     3     0    13        1    17     5    10     0    33
 1993     0     2     7     5     0    14        0     5    13    12     0    30
 1994     1    10     5     5     4    25        1    38    13    11    13    76
 1995     0    10    16    24     3    53        0    36    92   117     3   248
 1996     3     9     4     4     0    20        6    33    17    17     0    73
 1997     0     5    15     4     1    25        0    13    72    15     1   101
 1998     7     5    13     6     6    37       17    28    37     9    16   107
 1999     0     7    22     3     4    36        0    15   123     6    13   157
 2000     0     3     6     4     6    19        0    11    10    15    37    73
 2001     1    10    14    10     1    36        2    23    49    47     2   123
 2002     0    12    19     3     6    40        0    39    81    12    16   148
 2003     1     3    11    13     2    30        1    13    37    79     4   134
 2004     0     4     6     1     1    12        0     5    17     2     1    25
 2005     0    12    19     0     0    31        0    52   101     0     0   153
 **************************************************************************************
MEANS   1.7   7.5  12.7   8.5   2.9  33.3      4.5  29.0  61.2  38.4  11.0 144.1
