# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA8706] WATERLOO
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 NUMBER OF RAINY DAYS PER MONTH PER YEAR
YEAR   JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC ANN   
1951     1   4  10   9  10   9   9  14   3   8   5   6  88
1952     7   4  11   3  10   7   8  10   3   0   4   4  71
1953     7   5  11   9   6  13   8   4   1   3   4   6  77
1954     1   4   7  10   8  10   5   9   7   8   0   6  75
1955     3   4   3   7   9   6  10   2   8   9   8   5  74
1956     7   4   9  10  11   5   9  11   8   6   6   7  93
1957     7   6   4   6  14  14  10   9  10   5   9   5  99
1958     3   3   4   9   7  11  13   5   7   3   5   5  75
1959     8   9  12   9  16   8   8  11  12  11   8   7 119
1960     9   8  13  12  16  10  10  11   9   5   5   5 113
1961     7   6  13  12  10   8  17   6  13   6   8   9 115
1962     6  13  11  11  13   7  12   7   7  10   3   4 104
1963     7  11  10  10  10   9  10   9  11   8   4   5 104
1964     5   4   9  14  13  11   5  10   8   3   6   9  97
1965     9   5  12  13  15  10  10   9  16   5   5   7 116
1966     8   5  10  11  10  14   9   6   4   4   3   8  92
1967     7   9   6  10   9  13   9   7   7   8   6  10 101
1968     9   2   6  11  17   9  10  12  13   8   7  14 118
1969    12   1   7   7  13  13  16   6   8  13   3  11 110
1970     6   6   9   8  16   7  11   8  14  10  11   8 114
1971     3  10   5   7   9  12  11   3   7   9  11   9  96
1972     5   9  10  12  12  10  12  10  11  11   7  11 120
1973     7   5  12  13  15   9  10   8  15   5   9   7 115
1974     8   6  12  10  11   7   6  10   5  10   7   9 101
1975    11   8  13  15   9  13   3  12   7   2  12   3 108
1976     4   6   9  10   8   8   6   5   4   8   4   6  78
1977     9   3  13   9   8  11  11  18  12   8  11   9 122
1978    10   7   5  13   9  15  12   8   7   6  11  10 113
1979     9   9  12  11  10  12   9  13   3   8   9   3 108
1980    11  10   6   5   9   8   8  14  16   5   2   7 101
1981     5  11   5  14   6  11   9  13   5   8   9   7 103
1982    13   6  11   9  17  13  10   6   8  10  10   9 122
1983     7  11  15  11  21   8   9   6   6  12  13  14 133
1984     5   5  12  10  10  11   8   4   9  12   7  10 103
1985    10   8  10   8   8   8   7   8   9  10  14   8 108
1986     6   8   5  13  13  15  12   6  16  10   9   4 117
1987     6   2   9   9   7   9   8  13   9   5  10  13 100
1988     6   5   5   8   3   7   7   8   9   5   9   7  79
1989     4   8   8   9   7   8   9   9   7   8   5   7  89
1990     7   6  10  14  15  16  12   9   6   8   7   9 119
1991     5   3  13  14  16   6   7   9  10  11  15   6 115
1992    12   8  14  12   6   6  17   8  10   4  16  12 125
1993     8   9  14  12  18  14  14  15  11   5   9  10 139
1994    12   8   3  10   9  12  13   8  11   6   9   9 110
1995     5   4  12  18  14  12   7   7  10  11   6   2 108
1996     8   3   8  10  17  15   9   6   7   6  14   7 110
1997     8   9   8   9  11  11   9   9   0   0   0   0  74
1998     0   0   0   0   0   0   3   0   0   0   0   0   3
1999     0   0   0  14  16   0  16  11   6   7   2   6  78
2000     7   9  11   5  15  18   4   5   8   9   9  12 112
2001    16   8  10  14  18  11   8   6  12   8   8   5 124
2002    11  12  10  18  17  12  14  12  13  19   7   9 154
2003     9   7  11  13  15  13  13   9  10   9  13  11 133
2004    10  10  20  10  17  14  10  15   6  15  11  11 149
2005    17  12  15  15  17  15  14   0   0   0   0   0 105
STDDEV   3   3   4   3   4   4   3   4   4   4   4   3  23
AVG      7   7   9  10  12  10  10   9   8   7   7   7 104
