# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6151] OAKLAND-2-E
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 NUMBER OF RAINY DAYS PER MONTH PER YEAR
YEAR   JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC ANN   
1951     4   7  12  14  11  15  10   9   7   7   2   6 104
1952     4   5  11   9   9   9   8  16   6   0   4   5  86
1953     4   8  10  11  14  10   9   5   1   5   2   3  82
1954     3   4   6   9  10  10   2  16   6  11   1   3  81
1955     5   5   5   7   8  12   5   4   9   5   3   3  71
1956     7   3   2   6   9  10  12  12   3   6   6   2  78
1957     8   2   8   8  12  14   6  12  10  12   8   5 105
1958     7   3   6  11  11   8  12   8   6   1   4   2  79
1959     8   8  10   7  15   8   5  11  10  11   5   8 106
1960     8  10  12   8  11  11   4  11   9   5   3   4  96
1961     4   7  11  10  10  10  10   8  13   5   7   8 103
1962     4  11   8   7  12   8  10   9  10   8   5   6  98
1963     6   7   9   9   6   9   8  12  10   2   3   3  84
1964     5   5   8  11  11  11  12  11  10   2   7   6  99
1965     7   9  12  11  11  15   7   9  16   3   4   6 110
1966     3   3   4   7   7  12   6   8  13   3   4   3  73
1967     5   3   5   8   6  18   6   6   7   7   3   6  80
1968     4   1   3  11  12   8   8  11  10   7   4   7  86
1969     0   6   5   7  10   9   9   5   3  11   0   6  71
1970     2   2   7   6   8   5   9   7  13   7   6   3  75
1971     3   8   4   6  11   8   6   7   5   8  10   5  81
1972     2   4   8   9  13   6  11  10  16   8   9   5 101
1973     6   7  14   9  14   5  11   5  15   6   7  11 110
1974     8   1  10   7  16   9   3  12   5   7   6   7  91
1975     8   7   6   7  10  15   5  13   9   1   9   3  93
1976     4   6   7  10   6   7   8   4   9   5   1   3  70
1977     8   3   8   9  10   7   8  13  10  10   3   9  98
1978     5   8   7  17   9   5   9   8   7   5   7   9  96
1979    12   4   9   9   8  10  10   8   5   6   5   3  89
1980     7   7   8   6   6   9   9  14   4   6   1   4  81
1981     1   5   5   9  11  16  11  11   3   8   7   9  96
1982     9   6   8  11  19   6  13  11  13   8   4   7 115
1983     6   5  13   6  12  13   3   5   6  10  10   9  98
1984     4   6   9  13  14  16   6   0   0   0   0   0  68
1985     0   0   0   0   0   0   0  10   9   7   3   2  31
1986     0   6   4  13  13   8  10   7  14  10   6   3  94
1987     0   3  11   6  11   6  10   8   6   3   6   6  76
1988     1   1   1   6   9   5   6   3   5   3   5   5  50
1989     5   3   1   2   7  11   7   4   4   6   0   0  50
1990     3   1  11   7  10  12  12   7   4   5   3   2  77
1991     3   1  10  11  10  10   8   6   4   8   9   4  84
1992     9   5   7   9   7   7  15   5  12   3   6   7  92
1993     8   6   6   9  13  17  22  14  10   4   5   4 118
1994     3   3   1   8   7   9   8   9   6   6   6   4  70
1995     4   3   7  13  14  10   7   6   7   5   6   4  86
1996     9   1   3   4  16   8   8   9   8   4   8   4  82
1997     5   7   5  12   7   6   6   8   7   8   7  11  89
1998     5  11  14  12  11  17   9  12   3  10   7   2 113
1999     6   9   4  17  14  12  10   7   8   3   2   6  98
2000     6   7   6  12  13  10  13   7   8  10   5  13 110
2001    12  13   6  12  18  12   5   5  11   9   4   6 113
2002     8   4   8  13  13   7   9  10   9  16   9   2 108
2003    10   9  13  14  16  15  12   4   7   7  11  11 129
2004    10  13  16   7  18  13  18  10   5  10   8   6 134
2005    16  12  10  12  11  17  10   0   0   0   0   0  88
STDDEV   3   3   4   3   4   4   4   4   4   3   3   3  19
AVG      6   6   8   9  11  10   9   8   8   6   5   5  90
