# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 01 Sep 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0200] AMES-8-WSW
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# Low Temperature exceedence probabilities
# (On a certain date, what is the chance a temperature below a certain
#  threshold would have been observed)
 Date    <33  <29  <27  <23
 Aug 17    0    0    0    0
 Aug 19    0    0    0    0
 Aug 21    0    0    0    0
 Aug 23    0    0    0    0
 Aug 25    0    0    0    0
 Aug 27    0    0    0    0
 Aug 29    0    0    0    0
 Aug 31    0    0    0    0
 Sep 02    0    0    0    0
 Sep 04    0    0    0    0
 Sep 06    0    0    0    0
 Sep 08    0    0    0    0
 Sep 10    0    0    0    0
 Sep 12    0    0    0    0
 Sep 14    0    0    0    0
 Sep 16    1    0    0    0
 Sep 18    5    0    0    0
 Sep 20    8    0    0    0
 Sep 22   12    1    1    0
 Sep 24   16    3    1    0
 Sep 26   21    4    1    0
 Sep 28   29    5    4    0
 Sep 30   40    9    4    1
 Oct 02   43   12    5    1
 Oct 04   53   16    6    1
 Oct 06   63   21    8    2
 Oct 08   66   25   15    4
 Oct 10   74   31   19    6
 Oct 12   76   39   25    9
 Oct 14   81   43   30   11
 Oct 16   83   49   33   11
 Oct 18   85   54   39   14
 Oct 20   88   58   43   20
 Oct 22   91   65   48   22
 Oct 24   93   75   57   24
 Oct 26   94   82   64   31
 Oct 28   96   84   68   37
 Oct 30   96   88   73   45
 Nov 01   97   89   75   50
 Nov 03   98   91   83   60
 Nov 05   99   95   89   68
 Nov 07  100   98   94   72
 Nov 09  100   99   96   78
 Nov 11  100   99   97   83
 Nov 13  100  100   98   88
 Nov 15  100  100  100   91
 Nov 17  100  100  100   92
 Nov 19  100  100  100   96
 Nov 21  100  100  100   96
 Nov 23  100  100  100   98
 Nov 25  100  100  100  100
 Nov 27  100  100  100  100
 Nov 29  100  100  100  100
 Dec 01  100  100  100  100
 Dec 03  100  100  100  100
 Dec 05  100  100  100  100
 Dec 07  100  100  100  100
 Dec 09  100  100  100  100
 Dec 11  100  100  100  100
 Dec 13  100  100  100  100
 Dec 15  100  100  100  100
 Dec 17  100  100  100  100
 Dec 19  100  100  100  100
 Dec 21  100  100  100  100
 Dec 23  100  100  100  100
 Dec 25  100  100  100  100
 Dec 27  100  100  100  100
 Dec 29  100  100  100  100
