# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA8296] TOLEDO
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY HEATING DEGREE DAYS 1951-2006 FOR STATION # ia8296
 YEAR    JAN    FEB  MARCH  APRIL    MAY   JUNE   JULY AUGUST   SEPT   OCT   NOV   DEC
 1951   1439   1163   1157    605    124     69      6     10    154    393    992   1354
 1952   1360    970   1005    454    219     12      0     19     86    532    776   1181
 1953   1302   1041    878    646    221     15      6      2     91    240    677   1120
 1954   1396    792   1039    384    294     45      0      6     68    391    687   1151
 1955   1368   1186    937    279    130     56      0      2     85    365    988   1356
 1956   1408   1191    968    541    167     21      4     21    126    189    821   1152
 1957   1540    975    903    459    212     32      0      4    141    465    876   1049
 1958   1283   1345    969    459    134     68      8     27     87    300    704   1346
 1959   1542   1208    939    482    136     17     10      1    140    515   1081   1011
 1960   1384   1310   1392    443    190     39      7      3    143    450    782   1306
 1961   1400   1050    923    687    314     53      1      8    209    387    863   1427
 1962   1632   1268   1152    544     86     36     19     12    218    385    818   1338
 1963   1804   1374    842    432    242     15      3     30    119    155    707   1605
 1964   1228   1114   1038    489    144     54      8     91    192    509    723   1380
 1965   1488   1341   1319    568    148     21      1     31    191    432    796   1054
 1966   1675   1210    858    604    345     51      3     24    199    489    823   1295
 1967   1356   1317    894    464    356     26     35     57    185    539    953   1184
 1968   1463   1292    795    467    318     44      5     26    145    446    890   1285
 1969   1589   1173   1191    467    218    102      4      1    129    546    876   1325
 1970   1732   1163   1042    510    164     26     19      8    136    433    869   1298
 1971   1617   1313   1073    506    301      3     21     19    147    284    848   1211
 1972   1579   1418    955    576    201     55     30     21    113    584    943   1471
 1973   1376   1076    672    589    292      7      1      2    149    305    821   1384
 1974   1503   1156    906    474    296     79      0     33    269    423    791   1208
 1975   1413   1237   1227    703    167     45     18      6    251    397    710   1169
 1976   1431    970    865    446    281     20      5     15    150    636   1076   1524
 1977   1851   1120    729    350     69     20      0     26     90    505    880   1401
 1978   1772   1521   1102    483    256     25      2      8     84    510    846   1401
 1979   1869   1547   1042    626    261     45     11     23    114    452    867   1140
 1980   1363   1378   1068    520    208     28      0      2    110    550    818   1276
 1981   1313   1066    823    368    252      4     16     16    109    502    724   1297
 1982   1765   1314   1004    638    101     64      1     24    164    381    863   1069
 1983   1240    991    835    656    292     37      1      0    134    422    712   1725
 1984   1443    911   1103    539    294     17      5     13    206    408    838   1208
 1985   1611   1294    793    419    138     75      4     30    193    482   1072   1704
 1986   1389   1326    859    430    180     15      2     44     90    445   1025   1212
 1987   1283    915    793    419    118     13      4     49    114    594    720   1151
 1988   1556   1367    853    523    100     14      2     19     94    627    828   1235
 1989   1138   1473    995    529    258     53      1     12    182    409    948   1602
 1990   1173   1070    786    562    278     36      9      5    117    470    708   1390
 1991   1643   1041    820    449    161      5      2      9    190    488   1091   1185
 1992   1220    974    823    593    216     29     24     69    197    456    944   1310
 1993   1478   1293   1073    635    188     63      0      6    238    494    923   1209
 1994   1718   1392    866    509    224     21      0     20     88    329    714   1138
 1995   1429   1088    816    550    217     18     11      0    169    413   1007   1257
 1996   1481   1204   1027    512    284     40      2      1    157    372   1033   1330
 1997   1506   1080    812    576    314      9     13     10     77    442    969   1180
 1998   1296    856   1024    494    100     91      0      0     58    406    763   1112
 1999   1522    901    957    477    190     48      2     13    185    481    651   1238
 2000   1412    992    729    520    143     54     14      2    142    328    980   1751
 2001   1418   1349   1163    407    190     82      4     17    188    492    519   1062
 2002   1120   1012   1082    560    311     20      1     19    100    591    942   1153
 2003   1477   1324    993    495    265     50      5      0    189    430    908   1151
 2004   1511   1260    790    487    211     58     19     86     75    451    766   1244
 2005   1480    989    952    374    282      3      8      0      0      0      0      0
 MEAN   1469   1176    957    509    215     37      7     19    144    439    851   1284
