# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6305] OSAGE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY HEATING DEGREE DAYS 1951-2006 FOR STATION # ia6305
 YEAR    JAN    FEB  MARCH  APRIL    MAY   JUNE   JULY AUGUST   SEPT   OCT   NOV   DEC
 1951   1691   1326   1336    722    167     93     22     35    226    496   1150   1472
 1952   1550   1116   1145    537    286     26      6     36    152    658    888   1362
 1953   1467   1202    994    724    256     31     10      9    144    291    772   1249
 1954   1559    869   1091    468    350     45      0     14    123    493    782   1285
 1955   1487   1319   1105    361    146     58      0      7    119    432   1111   1547
 1956   1599   1403   1161    638    224     22      7     29    184    283    947   1264
 1957   1657   1102   1031    515    263     34      0     18    215    545    983   1191
 1958   1356   1391   1024    532    172    110     18     41    140    363    845   1515
 1959   1679   1418   1081    514    175     30     11      3    182    595   1206   1077
 1960   1396   1281   1390    526    220     59     12      5    185    466    828   1421
 1961   1552   1110   1020    749    313     40      1      5    218    400    925   1470
 1962   1666   1360   1231    647    151     55     19     10    232    413    814   1339
 1963   1829   1395    918    486    261     23      6     31    105    162    750   1651
 1964   1273   1109   1130    526    122     48      2     55    197    506    838   1447
 1965   1619   1428   1388    643    151     26      4     40    262    438    899   1079
 1966   1799   1301    868    684    347     40      3     32    174    486    935   1343
 1967   1433   1414    932    530    376     21     45     42    154    492    939   1234
 1968   1465   1318    740    431    313     36      8     22    132    417    868   1402
 1969   1646   1230   1235    476    203    121      6      0    115    573    894   1383
 1970   1785   1303   1109    517    179     21      6      3    182    462    908   1419
 1971   1728   1302   1111    504    277     12     24     19    146    310    869   1317
 1972   1706   1436   1054    632    190     48     20     28    140    568    941   1546
 1973   1424   1142    719    596    257      2      0      4    155    290    856   1453
 1974   1534   1251   1017    491    295     50      0     32    226    416    874   1258
 1975   1486   1275   1246    726    150     45     20      5    250    382    802   1296
 1976   1519   1010    962    444    268      5      1     12    157    624   1087   1565
 1977   1904   1112    744    328     56     15      1     34    107    509    942   1487
 1978   1809   1485   1066    548    215     27      5     13     77    486    971   1539
 1979   1940   1542   1131    687    263     34      4     37    114    491    940   1162
 1980   1486   1399   1114    519    201     27      0      5    125    585    828   1337
 1981   1381   1127    831    421    250     18     13     11    158    532    798   1446
 1982   1886   1332   1085    669    121     90      0     35    166    436    966   1176
 1983   1353   1072    968    684    316     42      0      0    164    479    882   1819
 1984   1547   1075   1205    569    273      9      6     10    200    407    893   1322
 1985   1613   1341    858    405    100     78      4     26    222    490   1147   1764
 1986   1457   1308    889    446    168     17      1     46    122    447   1075   1284
 1987   1318    925    811    353     91      9      3     40     97    559    749   1198
 1988   1668   1451    899    515     65      6      1     13     78    581    853   1323
 1989   1207   1440   1060    522    207     46      0      3    160    385    977   1600
 1990   1133   1117    801    526    254     39      7      2    104    439    729   1473
 1991   1642   1103    861    438    182      0      3      7    189    480   1129   1255
 1992   1283   1041    898    599    173     38     39     56    144    460    985   1352
 1993   1513   1320   1131    622    224     67      1     17    254    482    952   1285
 1994   1784   1421    868    485    175     18      5     34     99    362    774   1248
 1995   1483   1213    916    640    242     29     10      0    199    482   1103   1356
 1996   1612   1283   1130    603    341     51     10      5    214    493   1203   1534
 1997   1682   1279   1062    679    432     11     31     33    129    511   1071   1230
 1998   1415    967   1081    500    101    115      0      0     68    454    833   1207
 1999   1628   1033    971    536    218     60      0     10    208    527    710   1276
 2000   1508   1091    744    567    188     63     14      4    180    399   1033   1799
 2001   1467   1483   1233    498    212     84      5     12    198    531    555   1132
 2002   1225   1084   1184    607    338     34      2     15    132    658    970   1210
 2003   1559   1365   1046    555    253     49      4      1    187    472    971   1225
 2004   1592   1300    880    508    253     80     16     97     80    502    823   1322
 2005   1565   1063   1044    412    331      5      9      0      0      0      0      0
 MEAN   1556   1247   1028    547    225     41      8     20    161    467    918   1369
