# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 01 Sep 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6327] OSKALOOSA
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# Low Temperature exceedence probabilities
# (On a certain date, what is the chance a temperature below a certain
#  threshold would have been observed)
 Date    <33  <29  <27  <23
 Aug 17    0    0    0    0
 Aug 19    0    0    0    0
 Aug 21    0    0    0    0
 Aug 23    0    0    0    0
 Aug 25    0    0    0    0
 Aug 27    0    0    0    0
 Aug 29    0    0    0    0
 Aug 31    0    0    0    0
 Sep 02    0    0    0    0
 Sep 04    0    0    0    0
 Sep 06    0    0    0    0
 Sep 08    0    0    0    0
 Sep 10    0    0    0    0
 Sep 12    0    0    0    0
 Sep 14    0    0    0    0
 Sep 16    0    0    0    0
 Sep 18    2    0    0    0
 Sep 20    6    0    0    0
 Sep 22    9    1    0    0
 Sep 24   14    1    0    0
 Sep 26   20    3    0    0
 Sep 28   25    7    1    0
 Sep 30   33    7    2    0
 Oct 02   38    9    4    0
 Oct 04   45   12    5    0
 Oct 06   51   16    7    1
 Oct 08   56   24   13    2
 Oct 10   64   28   16    5
 Oct 12   71   32   21    8
 Oct 14   76   35   24   10
 Oct 16   77   42   25   11
 Oct 18   82   51   30   12
 Oct 20   88   56   36   16
 Oct 22   91   60   39   18
 Oct 24   94   69   48   20
 Oct 26   95   74   54   27
 Oct 28   97   81   61   33
 Oct 30   97   83   68   38
 Nov 01   97   83   75   47
 Nov 03   99   85   78   55
 Nov 05  100   91   85   61
 Nov 07  100   93   88   67
 Nov 09  100   98   93   73
 Nov 11  100   99   94   78
 Nov 13  100  100   97   81
 Nov 15  100  100   98   87
 Nov 17  100  100   98   90
 Nov 19  100  100   98   92
 Nov 21  100  100   98   94
 Nov 23  100  100   99   95
 Nov 25  100  100  100   98
 Nov 27  100  100  100   98
 Nov 29  100  100  100   98
 Dec 01  100  100  100   99
 Dec 03  100  100  100   99
 Dec 05  100  100  100  100
 Dec 07  100  100  100  100
 Dec 09  100  100  100  100
 Dec 11  100  100  100  100
 Dec 13  100  100  100  100
 Dec 15  100  100  100  100
 Dec 17  100  100  100  100
 Dec 19  100  100  100  100
 Dec 21  100  100  100  100
 Dec 23  100  100  100  100
 Dec 25  100  100  100  100
 Dec 27  100  100  100  100
 Dec 29  100  100  100  100
