# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA5796] MOUNT-PLEASANT
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 DAILY RECORD HIGHS AND LOWS OCCURRING DURING 1951-2003 FOR STATION NUMBER  ia5796
      JAN     FEB    MARCH   APRIL    MAY     JUNE    JULY    AUG     SEPT    OCT     NOV     DEC
 DY  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  52 -16  60 -14  76 -15  82  23  90  32  90  40 100  48 103  50 101  42  89  29  78  20  65   6
  2  60 -17  62 -23  73   2  86  21  88  31  89  40  95  48 100  50 101  45  96  25  77  14  65  -1
  3  60 -14  68 -27  79   4  81  14  88  29  94  40  96  45 104  49  98  40  92  28  78  10  69  -3
  4  62 -18  55 -22  72  -7  76  11  90  32  92  44  99  43 101  49  95  39  88  29  78  10  72   0
  5  53 -26  57 -19  71 -15  79  24  91  34  96  42  99  47  95  50  97  41  88  29  70  15  68   1
  6  54 -13  54 -17  72 -12  82   9  84  30  93  45  99  47  95  49  97  38  94  21  74  16  65  -4
  7  54 -17  60 -10  81  -1  79  18  87  29  95  49  97  52  98  46  98  38  85  22  76   6  57 -11
  8  67 -14  63 -11  77  -4  83  18  89  33  95  47  95  51 102  46  95  38  85  24  79   3  66  -1
  9  56 -11  57 -24  75  -1  83  17  91  31  93  41  98  50  98  49  97  45  83  24  76  13  58 -13
 10  52 -22  63 -14  75   5  82  18  89  29  97  40 101  49 100  48  95  40  88  22  69  15  60  -7
 11  56 -17  67 -13  79   5  82  24  91  35  96  40 100  51  98  44  97  40  88  23  76  10  62 -16
 12  59 -23  69 -15  78   1  86  21  94  33  97  47 101  52 100  43  94  35  88  24  70   7  67 -14
 13  60 -10  61 -13  75   6  74  20  89  34  96  45 102  50  96  46  95  35  88  26  77   4  63 -10
 14  61 -21  69   0  75   5  85  20  88  35 100  47 101  45  98  49  91  39  85  27  74   5  61 -11
 15  58 -20  69  -8  75   9  86  26  88  36  97  47 101  45 102  47  95  39  88  26  74   4  57 -17
 16  58 -20  61 -17  75   4  86  25  89  32  97  40  97  53 101  48  93  37  87  28  76   8  59 -14
 17  61 -21  65 -21  77  10  85  25  89  38  95  44 100  50 105  50  93  39  87  26  74  -3  54  -7
 18  59 -22  65 -10  70   5  87  23  90  40  95  45 101  56 104  48  96  39  88  19  74   9  61 -16
 19  62 -22  64 -13  75   6  82  25  88  38  97  47  98  56 102  52  90  33  87  16  70  15  58 -21
 20  54 -21  66  -9  73   6  89  26  90  36  98  49 102  53 101  42  89  29  87  21  73  14  57 -18
 21  66 -22  66  -7  75   2  86  28  91  33  98  43 101  51 100  44  88  33  85  22  67   3  54 -20
 22  64 -21  67  -6  78  11  88  25  91  34  96  48 106  52  97  51  91  32  84  20  68   9  59 -20
 23  61 -18  60  -9  80   9  84  27  88  33  93  50 103  54  98  45  85  32  84  24  68   7  61 -25
 24  62 -12  70  -8  80   4  85  20  85  39  95  48  96  54  97  43  88  30  82  23  66   7  59 -20
 25  63  -8  71  -9  74   5  89  29  93  38 102  45  98  56  98  41  87  35  81  24  64   3  56 -16
 26  63 -13  69  -9  79   1  86  32  91  37  96  49 100  48  98  43  92  33  84  20  71  -2  54 -15
 27  64 -17  72  -4  77  13  88  29  88  36  98  49 102  48  99  43  91  35  78  23  68   5  58 -11
 28  55 -15  66  -8  80  10  87  32  88  39  97  46 105  53  98  42 100  31  77  20  64  -2  69 -10
 29  56 -20  71  -2  87  10  90  25  90  36  99  51 101  49  97  43  98  29  78  13  71  -5  67  -5
 30  57 -14 *** ***  83  11  89  31  93  38  99  53 102  47 102  52  91  32  79  17  67  -2  61  -8
 31  68 -21 *** ***  81  12 *** ***  89  40 *** *** 103  47 101  39 *** ***  84  19 *** ***  62 -14
