# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA3473] GRINNELL-3-SW
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia3473
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  0.90  1.94  4.93  4.08  6.90  6.67  4.45  3.99  1.11  4.77  2.40  1.03 43.17
 1952  1.10  0.42  4.12  1.81  5.49  6.18  1.88  3.95  1.39  0.00  4.64  1.57 32.55
 1953  0.67  2.20  3.69  3.13  3.68  4.05  3.10  0.61  1.40  0.60  1.19  1.33 25.65
 1954  0.13  1.06  2.45  5.01  2.78  5.33  0.81  8.35  4.30  3.62  0.22  1.36 35.42
 1955  1.01  1.47  0.96  3.38  2.70  2.24  3.62  2.51  5.74  0.86  0.28  0.71 25.48
 1956  0.35  0.46  0.39  1.83  2.28  4.10  6.03  3.59  1.65  1.26  0.93  0.70 23.57
 1957  0.68  0.23  1.65  2.41  7.38  3.86  7.51  5.46  2.75  2.30  2.09  1.00 37.32
 1958  0.84  0.20  0.60  1.66  0.93  4.23  7.38  3.36  5.69  1.50  3.45  0.16 30.00
 1959  1.30  1.25  4.45  4.66  6.80  1.87  6.89  2.17  4.04  2.18  3.48  1.61 40.70
 1960  5.09  1.22  2.20  2.63  6.39  4.39  2.88  3.17  3.48  2.70  1.30  0.53 35.98
 1961  0.12  1.96  4.88  1.52  1.30  2.63  8.71  1.86  9.94  2.10  3.55  1.64 40.21
 1962  0.54  1.44  0.88  1.91  5.05  2.96  5.91  2.86  1.85  2.28  0.71  0.57 26.96
 1963  0.76  0.27  2.71  2.16  2.78  1.48  5.15  3.80  1.40  0.97  1.70  0.68 23.86
 1964  0.28  0.18  1.62  4.05  2.60  7.12  3.22  4.82  5.10  0.08  0.97  1.21 31.25
 1965  2.23  1.96  3.94  7.08  2.83  6.72  3.35  6.11  9.02  1.03  1.59  3.57 49.43
 1966  0.95  0.60  1.84  1.70  7.58  8.52  2.18  0.96  1.62  1.77  1.08  1.40 30.20
 1967  0.74  1.10  2.27  4.54  2.23  7.88  2.06  2.60  3.20  3.80  0.70  1.96 33.08
 1968  0.58  0.18  1.13  5.64  1.81  0.00  2.34  3.30  3.13  0.00  2.41  2.09 22.61
 1969  2.21  1.92  1.26  4.75  4.91 10.38  4.07  4.66  2.62  3.11  0.19  0.75 40.83
 1970  0.57  0.07  3.99  2.65  5.18  2.14  4.81  9.00  7.63  5.84  2.05  1.48 45.41
 1971  2.90  2.24  0.45  1.54  4.02  4.37  5.03  0.85  2.08  2.74  4.02  2.77 33.01
 1972  0.46  1.11  1.78  4.17  3.99  6.53  6.95  6.74  4.51  2.29  2.44  2.22 43.19
 1973  2.27  1.88  2.94  7.13  6.29  1.82  3.96  2.47  6.08  1.94  1.98  2.57 41.33
 1974  2.44  1.23  2.38  5.96 11.44  6.16  1.90  3.50  2.79  3.22  2.43  1.82 45.27
 1975  1.20  1.16  2.85  2.37  3.60  9.57  0.32  6.29  1.75  0.18  4.27  0.50 34.06
 1976  0.17  2.72  3.19  6.26  2.38  5.45  2.57  0.37  0.56  1.50  0.10  0.38 25.65
 1977  0.55  0.41  3.63  2.11  3.28  2.41  3.48  9.95  5.13  5.88  0.70  1.66 39.19
 1978  1.02  1.57  0.90  5.00  3.24  5.69  7.36  3.68  8.84  2.18  3.54  1.32 44.34
 1979  3.01  0.76  4.09  3.90  2.33  4.16  3.12  9.02  0.81  4.24  1.43  0.74 37.61
 1980  1.94  1.26  0.67  1.24  1.45  3.22  2.21  5.76  3.76  2.11  0.76  1.44 25.82
 1981  0.12  2.39  0.20  3.48  1.02  5.29  2.25  6.16  2.75  1.90  4.56  1.26 31.38
 1982  2.33  0.70  2.94  3.17  8.59  3.48  7.53  1.42  3.67  4.86  3.71  3.33 45.73
 1983  0.69  1.68  3.42  3.66  3.86  3.54  3.49  3.77  6.20  4.10  6.08  1.87 42.36
 1984  0.64  1.49  3.04  5.31  4.83  6.48  5.69  0.15  3.92  5.62  2.18  1.77 41.12
 1985  1.12  0.95  3.14  1.27  2.38  2.71  2.00  3.13  5.12  3.85  2.06  2.00 29.73
