# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1257] CASCADE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
  RECORD LARGEST AND SMALLEST DAILY RANGES (MAX-MIN) FOR STATION NUMBER  ia1257
     JAN     FEB     MAR     APR     MAY     JUN     JUL     AUG     SEP     OCT     NOV     DEC
 DY  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  50   3  41   4  39   4  39   4  40   5  40   5  37   4  37   5  43   6  50   6  48   4  32   4
  2  35   3  41   4  37   3  53   3  41   5  41   5  37  11  35   7  40   6  42   8  41   3  32   3
  3  38   3  37   5  34   5  38   6  44   6  40   5  36   5  38   9  43   6  42   5  40   3  37   4
  4  39   3  44   3  40   3  51   6  41   9  37  10  35  11  36   9  51   6  50   3  40   5  35   6
  5  38   2  39   4  38   4  46   7  44   6  39  12  39   5  36   8  39   2  42   9  41   4  37   4
  6  39   1  45   3  48   5  42   6  41   5  38   8  39  13  37  10  48  10  43   6  37   5  36   6
  7  38   3  41   3  38   8  46  10  40   6  38   9  37   5  38   9  38   9  44   6  40   3  31   2
  8  36   4  43   3  47   3  42   4  40   4  42   8  35   5  37   6  39   5  46   6  43   5  29   3
  9  39   3  41   5  44   5  42   4  42   5  40   8  37   7  38  14  36   6  43   5  44   3  37   3
 10  49   7  41   4  38   4  47   7  44   9  38   8  37   9  38  13  42   7  46   5  46   4  45   2
 11  44   5  44   5  36   5  43   5  37   6  42   4  35   6  39   8  41   6  44   7  39   5  39   3
 12  37   4  39   5  36   3  42   3  43   5  34   9  34  11  38   5  49  11  43   5  41   4  33   3
 13  39   2  43   3  34   4  46   2  46   6  37   5  38  10  41   8  38   6  41   7  42   3  38   4
 14  34   3  40   4  39   3  44   4  41   7  37  13  36   7  43   7  40   9  44   5  38   2  33   3
 15  43   3  34   2  38   3  44   6  40   5  33   6  38   7  38   9  39   4  44   6  41   7  41   2
 16  38   3  37   5  41   5  42   7  41   6  39   9  35  12  38   9  41   6  42   2  38   6  31   4
 17  40   4  36   2  39   5  46   6  39   6  39   8  37  11  34  14  40   7  40   6  40   4  37   4
 18  35   5  36   3  42   3  44   4  47   8  39  10  37  11  36  11  39   6  51   7  43   3  38   4
 19  38   2  39   3  42   5  42   8  40   4  36   9  37  10  34   6  39   5  40   8  36   5  38   6
 20  41   2  38   5  35   4  42   5  45  10  37   9  33   5  38   9  38   4  45   5  43   3  29   1
 21  42   2  38   5  39   5  42   5  45   3  38   8  34   9  41   9  37   9  40   5  37   3  42   4
 22  41   4  39   3  37   5  45   6  38   7  36   9  34   6  38   7  45  10  43   3  36   4  39   1
 23  45   3  40   5  42   4  40   3  42   8  37   6  34   7  37   7  40   6  46   6  36   2  36   2
 24  40   5  36   4  46   2  44   4  42   7  38   8  33   8  36  11  48   8  53   5  38   4  39   4
 25  34   2  36   4  48   5  42   2  40   8  39  10  36  12  40   9  43   7  41   5  36   3  34   2
 26  34   6  38   5  41   3  39   4  39   5  39  12  34   9  36   5  45   8  43   3  33   4  41   1
 27  43   6  39   5  39   5  39   5  46   4  35  10  35   9  38   6  44   4  41   4  34   2  38   5
 28  47   5  33   4  44   4  45   5  43   5  37  10  38  11  38  10  49   2  43   6  41   3  35   4
 29  34   3  32   8  35   6  44   5  47   4  32   7  36   9  40   7  44   7  41   8  40   3  36   5
 30  39   4  **  **  47   5  47   5  40   5  34   8  33  10  42   7  41   7  41   3  40   3  34   3
 31  40   4  **  **  43   3  **  **  36  10  **  **  37   5  38  10  **  **  43   5  **  **  33   5
