# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA7708] SIOUX-CITY-WSO-AP
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE HEAT STRESS VARIABLES FOR STATION #  ia7708
             # OF DAYS MAXT >86              ACCUMULATED (MAXT - 86 )
 YEAR   MAY  JUNE  JULY   AUG  SEPT TOTAL      MAY  JUNE  JULY   AUG  SEPT TOTAL
 1951     0     3    16     9     1    29        0     5    77    36     1   119
 1952     3    19    19     5    10    56       10   135   108    20    30   303
 1953     2    16    17    15     6    56        7   129   110   108    38   392
 1954     2    12    25     8     6    53        5    64   183    25    33   310
 1955     7     7    29    21     9    73       17    33   230   238    68   586
 1956     6    21    16    19    10    72       22   164    64   116    52   418
 1957     0     9    24    13     2    48        0    38   173    67     5   283
 1958     3     5     4    20     5    37       13    49    17   118    15   212
 1959     1    18    13    19     5    56        7   100    61   111    26   305
 1960     1     4    17    12     7    41        2    13   100    62    37   214
 1961     2    10    11     7     2    32        2    76    45    25     2   150
 1962    10     2     9    11     1    33       27     6    33    43     3   112
 1963     4    13    16     8     3    44       13    67    72    29    13   194
 1964     5     6    20     5     3    39       15    16   140    36     7   214
 1965     3     3    11    15     0    32       10     5    59    64     0   138
 1966     4     9    17     7     0    37       13    36   102    25     0   176
 1967     4     1    12     5     1    23       32     5    59    13     4   113
 1968     3    14    13    13     1    44       11    73    72    99     1   256
 1969     2     2    13    10     0    27        8     9    75    29     0   121
 1970     7    14    18    17     7    63       39    74    92   102    34   341
 1971     0    14     8    14     8    44        0    75    38    71    50   234
 1972     7    11    12    14     5    49       16    64    41    86    18   225
 1973     3    12    12    22     0    49       12    69    50   101     0   232
 1974     2     9    27     7     3    48        4    57   267    27     7   362
 1975     3     3    21     9     2    38       18     8   105    40    11   182
 1976     2     9    18    17     9    55        6    38   116   133    42   335
 1977     1     5    16     3     2    27        1    36   102     9     4   152
 1978     3    12    13     9    10    47        7    61    75    37    40   220
 1979     3    13    12     9     3    40        6    43    58    49     6   162
 1980     3     8    20    11     5    47       10    33   206    52    28   329
 1981     0    12    10     5     8    35        0    76    56    10    35   177
 1982     0     4    14     7     2    27        0    13    72    37     3   125
 1983     1     6    17    24     9    57        2    13   120   176    57   368
 1984     0     3    10    14     3    30        0     7    41    63    14   125
 1985     2     8    19     6     5    40        4    48    75    14    20   161
 1986     0    13    20     3     0    36        0    45    92     7     0   144
 1987     8    16    20     5     1    50       40   106    97    31     3   277
 1988     9    20    21    17     4    71       28   175   138   153    15   509
 1989     3     9    19     7     0    38       15    46   133    24     0   218
 1990     1    13     9    10    13    46        4    86    65    51    74   280
 1991     5    12    13    16     7    53       14    71    68    84    16   253
 1992     2     4     1     3     0    10        5     5     2     7     0    19
 1993     0     7     5     9     1    22        0    17    13    36     3    69
 1994     4     7     3     6     4    24       16    31    10    24    18    99
 1995     0    11    17    18     4    50        0    74   142   106    10   332
 1996     2    13     3     1     0    19       20    57    14     4     0    95
 1997     2    10    13    12     5    42       10    45    48    38    16   157
 1998     6     6    10    11    13    46       23    17    41    35    63   179
 1999     1     9    21     6     3    40        1    37   114    16     3   171
 2000     5     7     8    14    12    46       17    41    27    65    71   221
 2001     5    12    17    10     0    44       35    68    60    48     0   211
 2002     4    17    22     2     8    53       15   102   125    10    41   293
 2003     0     8    13    13     5    39        0    22    64    91    15   192
 2004     4     2     8     7    11    32       18    11    29    15    44   117
 2005     4    13    24     0     0    41        7    79   125     0     0   211
 **************************************************************************************
MEANS   3.0   9.6  14.8  10.5   4.4  42.4     11.0  52.2  85.5  56.7  19.9 225.3
